uniqueid,,plotid,year,corn_yield,soybean_yield,wheat_yield,rc_biomass,rc_nitrogen,oat_yield,N_fertilizer,N_manure,corn_N_export,soy_seed_N,seed_BNF,soy_stover,stover_N,stover_BNF,soy_root,root_N,root_BNF,soy_BNF,soy_N_export,wheat_N_export,clover_N,clover_BNF,N_import,N_export,N_balance
BRADFORD.C,,201E,2012,1367,0,0,0,0,0,156.92,0,20.0949,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,20.0949,136.8251
BRADFORD.C,,201E,2013,0,4832,0,0,0,0,0,0,0,310.2144,179.924352,4878.427461,68.29798445,54.63838756,1650.772668,14.85695401,13.37125861,247.9339982,310.2144,0,0,0,247.9339982,310.2144,-62.28040183
BRADFORD.C,,201E,2014,11728,0,0,0,0,0,156.92,0,172.4016,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,172.4016,-15.4816
BRADFORD.C,,201E,2015,0,2589,0,0,0,0,0,0,0,166.2138,96.404004,2613.875972,36.59426361,29.27541088,884.4889152,7.960400237,7.164360213,132.8437751,166.2138,0,0,0,132.8437751,166.2138,-33.3700249
BRADFORD.C,,201W,2011,6184,0,0,0,0,0,156.92,0,90.9048,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,90.9048,66.0152
BRADFORD.C,,201W,2012,0,1665,0,0,0,0,0,0,0,106.893,61.99794,1680.997873,23.53397022,18.82717618,568.8196384,5.119376746,4.607439071,85.43255525,106.893,0,0,0,85.43255525,106.893,-21.46044475
BRADFORD.C,,201W,2013,11810,0,0,0,0,0,156.92,0,173.607,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,173.607,-16.687
BRADFORD.C,,201W,2014,0,2814,0,0,0,0,0,0,0,180.6588,104.782104,2841.037847,39.77452985,31.81962388,961.3564339,8.652207905,7.786987115,144.388715,180.6588,0,0,0,144.388715,180.6588,-36.270085
BRADFORD.C,,201W,2015,7677,0,0,0,0,0,156.92,0,112.8519,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,112.8519,44.0681
BRADFORD.C,,202E,2011,0,3090,0,0,0,0,0,0,0,198.378,115.05924,3119.689746,43.67565645,34.94052516,1055.647257,9.500825312,8.550742781,158.5505079,198.378,0,0,0,158.5505079,198.378,-39.82749206
BRADFORD.C,,202E,2012,758,0,0,0,0,0,156.92,0,11.1426,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,11.1426,145.7774
BRADFORD.C,,202E,2013,0,4802,0,0,0,0,0,0,0,308.2884,178.807272,4848.139211,67.87394895,54.29915916,1640.523666,14.76471299,13.28824169,246.3946729,308.2884,0,0,0,246.3946729,308.2884,-61.89372715
BRADFORD.C,,202E,2014,11173,0,0,0,0,0,156.92,0,164.2431,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,164.2431,-7.3231
BRADFORD.C,,202E,2015,0,2175,0,0,0,0,0,0,0,139.635,80.9883,2195.898122,30.74257371,24.59405897,743.0526808,6.687474127,6.018726714,111.6010857,139.635,0,0,0,111.6010857,139.635,-28.03391432
BRADFORD.C,,202W,2011,6704,0,0,0,0,0,156.92,0,98.5488,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,98.5488,58.3712
BRADFORD.C,,202W,2012,0,2483,0,0,0,0,0,0,0,159.4086,92.456988,2506.857489,35.09600484,28.07680387,848.2757731,7.634481958,6.871033762,127.4048256,159.4086,0,0,0,127.4048256,159.4086,-32.00377437
BRADFORD.C,,202W,2014,0,2739,0,0,0,0,0,0,0,175.8438,101.989404,2765.317222,38.7144411,30.97155288,935.7339277,8.421605349,7.579444814,140.5404017,175.8438,0,0,0,140.5404017,175.8438,-35.3033983
BRADFORD.C,,202W,2015,7848,0,0,0,0,0,156.92,0,115.3656,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,115.3656,41.5544
BRADFORD.C,,203E,2011,0,2851,0,0,0,0,0,0,0,183.0342,106.159836,2878.393355,40.29750697,32.23800557,973.9968703,8.765971833,7.88937465,146.2872162,183.0342,0,0,0,146.2872162,183.0342,-36.74698378
BRADFORD.C,,203E,2012,1114,0,0,0,0,0,156.92,0,16.3758,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,16.3758,140.5442
BRADFORD.C,,203E,2013,0,5150,0,0,0,0,0,0,0,330.63,191.7654,5199.48291,72.79276075,58.2342086,1759.412095,15.83470885,14.25123797,264.2508466,330.63,0,0,0,264.2508466,330.63,-66.37915344
BRADFORD.C,,203E,2014,11313,0,0,0,0,0,156.92,0,166.3011,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,166.3011,-9.3811
BRADFORD.C,,203E,2015,0,2744,0,0,0,0,0,0,0,176.1648,102.175584,2770.365263,38.78511369,31.02809095,937.4420948,8.436978853,7.593280968,140.7969559,176.1648,0,0,0,140.7969559,176.1648,-35.36784408
BRADFORD.C,,203W,2011,5788,0,0,0,0,0,156.92,0,85.0836,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,85.0836,71.8364
BRADFORD.C,,203W,2012,0,1894,0,0,0,0,0,0,0,121.5948,70.524984,1912.198181,26.77077453,21.41661963,647.0536908,5.823483217,5.241134895,97.18273852,121.5948,0,0,0,97.18273852,121.5948,-24.41206148
BRADFORD.C,,203W,2013,10079,0,0,0,0,0,156.92,0,148.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,148.1613,8.7587
BRADFORD.C,,203W,2014,0,2642,0,0,0,0,0,0,0,169.6164,98.377512,2667.385213,37.34339299,29.87471439,902.5954863,8.123359377,7.311023439,135.5632498,169.6164,0,0,0,135.5632498,169.6164,-34.05315017
BRADFORD.C,,203W,2015,7006,0,0,0,0,0,156.92,0,102.9882,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,102.9882,53.9318
BRADFORD.C,,204E,2011,0,2536,0,0,0,0,0,0,0,162.8112,94.430496,2560.36673,35.84513422,28.67610738,866.3823441,7.797441097,7.017696988,130.1243004,162.8112,0,0,0,130.1243004,162.8112,-32.68689963
BRADFORD.C,,204E,2012,942,0,0,0,0,0,156.92,0,13.8474,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,13.8474,143.0726
BRADFORD.C,,204E,2013,0,4819,0,0,0,0,0,0,0,309.3798,179.440284,4865.302552,68.11423573,54.49138859,1646.331434,14.81698291,13.33528461,247.2669572,309.3798,0,0,0,247.2669572,309.3798,-62.1128428
BRADFORD.C,,204E,2014,11368,0,0,0,0,0,156.92,0,167.1096,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,167.1096,-10.1896
BRADFORD.C,,204E,2015,0,2921,0,0,0,0,0,0,0,187.5282,108.766356,2949.065938,41.28692313,33.02953851,997.9112095,8.981200885,8.083080797,149.8789753,187.5282,0,0,0,149.8789753,187.5282,-37.6492247
BRADFORD.C,,204W,2011,5937,0,0,0,0,0,156.92,0,87.2739,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,87.2739,69.6461
BRADFORD.C,,204W,2012,0,1923,0,0,0,0,0,0,0,123.4566,71.604828,1941.476823,27.18067552,21.74454041,656.9610599,5.912649539,5.321384585,98.670753,123.4566,0,0,0,98.670753,123.4566,-24.785847
BRADFORD.C,,204W,2013,11123,0,0,0,0,0,156.92,0,163.5081,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,163.5081,-6.5881
BRADFORD.C,,204W,2014,0,2850,0,0,0,0,0,0,0,182.97,106.1226,2877.383747,40.28337245,32.22669796,973.6552369,8.762897132,7.886607419,146.2359054,182.97,0,0,0,146.2359054,182.97,-36.73409462
BRADFORD.C,,204W,2015,6530,0,0,0,0,0,156.92,0,95.991,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,95.991,60.929
BRADFORD.C,,301E,2011,0,4029,0,0,0,0,0,0,0,258.6618,150.023844,4067.71197,56.94796758,45.55837406,1376.441035,12.38796931,11.14917238,206.7313904,258.6618,0,0,0,206.7313904,258.6618,-51.93040955
BRADFORD.C,,301E,2012,66,0,0,0,0,0,156.92,0,0.9702,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,0.9702,155.9498
BRADFORD.C,,301E,2013,0,5747,0,0,0,0,0,0,0,368.9574,213.995292,5802.219085,81.23106718,64.98485375,1963.367244,17.6703052,15.90327468,294.8834204,368.9574,0,0,0,294.8834204,368.9574,-74.07397957
BRADFORD.C,,301E,2014,11392,0,0,0,0,0,156.92,0,167.4624,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,167.4624,-10.5424
BRADFORD.C,,301E,2015,0,1721,0,0,0,0,0,0,0,110.4882,64.083156,1737.53594,24.32550315,19.46040252,587.9511097,5.291559988,4.762403989,88.30596251,110.4882,0,0,0,88.30596251,110.4882,-22.18223749
BRADFORD.C,,301W,2011,3639,0,0,0,0,0,156.92,0,53.4933,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,53.4933,103.4267
BRADFORD.C,,301W,2012,0,2110,0,0,0,0,0,0,0,135.462,78.56796,2130.273581,29.82383013,23.8590641,720.8465087,6.487618579,5.838856721,108.2658808,135.462,0,0,0,108.2658808,135.462,-27.19611917
BRADFORD.C,,301W,2013,10787,0,0,0,0,0,156.92,0,158.5689,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,158.5689,-1.6489
BRADFORD.C,,301W,2014,0,3087,0,0,0,0,0,0,0,198.1854,114.947532,3116.660921,43.6332529,34.90660232,1054.622357,9.491601209,8.542441089,158.3965754,198.1854,0,0,0,158.3965754,198.1854,-39.78882459
BRADFORD.C,,301W,2015,3894,0,0,0,0,0,156.92,0,57.2418,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,57.2418,99.6782
BRADFORD.C,,302E,2011,0,4088,0,0,0,0,0,0,0,262.4496,152.220768,4127.278862,57.78190406,46.22552325,1396.597406,12.56937666,11.31243899,209.7587302,262.4496,0,0,0,209.7587302,262.4496,-52.69086976
BRADFORD.C,,302E,2012,84,0,0,0,0,0,156.92,0,1.2348,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,1.2348,155.6852
BRADFORD.C,,302E,2013,0,6152,0,0,0,0,0,0,0,394.9584,229.075872,6211.110459,86.95554643,69.56443714,2101.728778,18.915559,17.0240031,315.6643122,394.9584,0,0,0,315.6643122,394.9584,-79.29408776
BRADFORD.C,,302E,2014,12048,0,0,0,0,0,156.92,0,177.1056,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,177.1056,-20.1856
BRADFORD.C,,302E,2015,0,2153,0,0,0,0,0,0,0,138.2226,80.169108,2173.686739,30.43161435,24.34529148,735.5367456,6.619830711,5.95784764,110.4722471,138.2226,0,0,0,110.4722471,138.2226,-27.75035288
BRADFORD.C,,302W,2011,2821,0,0,0,0,0,156.92,0,41.4687,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,41.4687,115.4513
BRADFORD.C,,302W,2012,0,2339,0,0,0,0,0,0,0,150.1638,87.095004,2361.473889,33.06063444,26.44850755,799.0805611,7.19172505,6.472552545,120.0160641,150.1638,0,0,0,120.0160641,150.1638,-30.1477359
BRADFORD.C,,302W,2013,10942,0,0,0,0,0,156.92,0,160.8474,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,160.8474,-3.9274
BRADFORD.C,,302W,2014,0,2967,0,0,0,0,0,0,0,190.4814,110.479212,2995.507921,41.9371109,33.54968872,1013.626347,9.12263712,8.210373408,152.2392741,190.4814,0,0,0,152.2392741,190.4814,-38.24212587
BRADFORD.C,,302W,2015,4053,0,0,0,0,0,156.92,0,59.5791,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,59.5791,97.3409
BRADFORD.C,,303E,2011,0,4033,0,0,0,0,0,0,0,258.9186,150.172788,4071.750403,57.00450565,45.60360452,1377.807569,12.40026812,11.16024131,206.9366338,258.9186,0,0,0,206.9366338,258.9186,-51.98196618
BRADFORD.C,,303E,2012,44,0,0,0,0,0,156.92,0,0.6468,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,0.6468,156.2732
BRADFORD.C,,303E,2013,0,5968,0,0,0,0,0,0,0,383.1456,222.224448,6025.342526,84.35479536,67.48383629,2038.868229,18.34981406,16.51483266,306.2231169,383.1456,0,0,0,306.2231169,383.1456,-76.92248305
BRADFORD.C,,303E,2014,11835,0,0,0,0,0,156.92,0,173.9745,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,173.9745,-17.0545
BRADFORD.C,,303E,2015,0,2478,0,0,0,0,0,0,0,159.0876,92.270808,2501.809447,35.02533226,28.02026581,846.567606,7.619108454,6.857197608,127.1482714,159.0876,0,0,0,127.1482714,159.0876,-31.93932859
BRADFORD.C,,303W,2011,1794,0,0,0,0,0,156.92,0,26.3718,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,26.3718,130.5482
BRADFORD.C,,303W,2012,0,2440,0,0,0,0,0,0,0,156.648,90.85584,2463.44433,34.48822062,27.5905765,833.5855362,7.502269825,6.752042843,125.1984593,156.648,0,0,0,125.1984593,156.648,-31.44954066
BRADFORD.C,,303W,2013,12353,0,0,0,0,0,156.92,0,181.5891,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,181.5891,-24.6691
BRADFORD.C,,303W,2014,0,3132,0,0,0,0,0,0,0,201.0744,116.623152,3162.093296,44.26930615,35.41544492,1069.99586,9.629962743,8.666966469,160.7055634,201.0744,0,0,0,160.7055634,201.0744,-40.36883661
BRADFORD.C,,303W,2015,4645,0,0,0,0,0,156.92,0,68.2815,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,68.2815,88.6385
BRADFORD.C,,304E,2011,0,4088,0,0,0,0,0,0,0,262.4496,152.220768,4127.278862,57.78190406,46.22552325,1396.597406,12.56937666,11.31243899,209.7587302,262.4496,0,0,0,209.7587302,262.4496,-52.69086976
BRADFORD.C,,304E,2012,175,0,0,0,0,0,156.92,0,2.5725,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,2.5725,154.3475
BRADFORD.C,,304E,2013,0,6317,0,0,0,0,0,0,0,405.5514,235.219812,6377.695834,89.28774168,71.43019334,2158.098292,19.42288463,17.48059616,324.1306015,405.5514,0,0,0,324.1306015,405.5514,-81.4207985
BRADFORD.C,,304E,2014,12330,0,0,0,0,0,156.92,0,181.251,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,181.251,-24.331
BRADFORD.C,,304E,2015,0,3253,0,0,0,0,0,0,0,208.8426,121.128708,3284.255904,45.97958266,36.78366613,1111.333504,10.00200153,9.00180138,166.9141755,208.8426,0,0,0,166.9141755,208.8426,-41.92842449
BRADFORD.C,,304W,2011,2136,0,0,0,0,0,156.92,0,31.3992,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,31.3992,125.5208
BRADFORD.C,,304W,2012,0,1981,0,0,0,0,0,0,0,127.1802,73.764516,2000.034106,28.00047748,22.40038199,676.775798,6.090982182,5.481883964,101.646782,127.1802,0,0,0,101.646782,127.1802,-25.53341805
BRADFORD.C,,304W,2013,10027,0,0,0,0,0,156.92,0,147.3969,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,147.3969,9.5231
BRADFORD.C,,304W,2014,0,2903,0,0,0,0,0,0,0,186.3726,108.096108,2930.892988,41.03250183,32.82600147,991.761808,8.925856272,8.033270645,148.9553801,186.3726,0,0,0,148.9553801,186.3726,-37.41721989
BRADFORD.C,,304W,2015,4659,0,0,0,0,0,156.92,0,68.4873,0,0,0,0,0,0,0,0,0,0,0,0,0,156.92,68.4873,88.4327
DPAC,,NE,2011,0,4132,0,0,0,0,0,0,0,265.2744,153.859152,4171.701628,58.4038228,46.72305824,1411.629277,12.70466349,11.43419714,212.0164074,265.2744,0,0,0,212.0164074,265.2744,-53.25799262
DPAC,,NE,2012,7869,0,0,0,0,0,258.88,0,115.6743,0,0,0,0,0,0,0,0,0,0,0,0,0,258.88,115.6743,143.2057
DPAC,,NE,2013,0,3956,0,0,0,0,18.48,0,0,253.9752,147.305616,3994.010562,55.91614787,44.73291829,1351.501796,12.16351616,10.94716454,202.9856988,253.9752,0,0,0,221.4656988,253.9752,-32.50950116
DPAC,,NE,2014,12272,0,0,0,0,0,271.33,0,180.3984,0,0,0,0,0,0,0,0,0,0,0,0,0,271.33,180.3984,90.9316
DPAC,,NE,2015,0,3309,0,0,0,0,0,0,0,212.4378,123.213924,3340.793971,46.77111559,37.41689247,1130.464975,10.17418478,9.156766298,169.7875828,212.4378,0,0,0,169.7875828,212.4378,-42.65021723
DPAC,,NW,2011,0,4159,0,0,0,0,0,0,0,267.0078,154.864524,4198.961053,58.78545475,47.0283638,1420.853379,12.78768041,11.50891237,213.4018002,267.0078,0,0,0,213.4018002,267.0078,-53.60599983
DPAC,,NW,2012,8543,0,0,0,0,0,258.88,0,125.5821,0,0,0,0,0,0,0,0,0,0,0,0,0,258.88,125.5821,133.2979
DPAC,,NW,2013,0,4091,0,0,0,0,18.48,0,0,262.6422,152.332476,4130.307687,57.82430761,46.25944609,1397.622307,12.57860076,11.32074068,209.9126628,262.6422,0,0,0,228.3926628,262.6422,-34.24953722
DPAC,,NW,2014,12254,0,0,0,0,0,271.33,0,180.1338,0,0,0,0,0,0,0,0,0,0,0,0,0,271.33,180.1338,91.1962
DPAC,,NW,2015,0,3552,0,0,0,0,0,0,0,228.0384,132.262272,3586.128796,50.20580314,40.16464251,1213.481895,10.92133706,9.829203352,182.2561179,228.0384,0,0,0,182.2561179,228.0384,-45.78228214
DPAC,,SE,2011,0,4206,0,0,0,0,0,0,0,270.0252,156.614616,4246.412645,59.44977703,47.55982162,1436.91015,12.93219135,11.63897221,215.8134098,270.0252,0,0,0,215.8134098,270.0252,-54.21179017
DPAC,,SE,2012,7869,0,0,0,0,0,258.88,0,115.6743,0,0,0,0,0,0,0,0,0,0,0,0,0,258.88,115.6743,143.2057
DPAC,,SE,2013,0,4064,0,0,0,0,18.48,0,0,260.9088,151.327104,4103.048262,57.44267566,45.95414053,1388.398204,12.49558384,11.24602546,208.52727,260.9088,0,0,0,227.00727,260.9088,-33.90153001
DPAC,,SE,2014,12291,0,0,0,0,0,271.33,0,180.6777,0,0,0,0,0,0,0,0,0,0,0,0,0,271.33,180.6777,90.6523
DPAC,,SE,2015,0,3458,0,0,0,0,0,0,0,222.0036,128.762088,3491.225612,48.87715857,39.10172686,1181.368354,10.63231519,9.569083668,177.4328985,222.0036,0,0,0,177.4328985,222.0036,-44.57070147
DPAC,,SW,2011,0,4084,0,0,0,0,0,0,0,262.1928,152.071824,4123.240428,57.725366,46.1802928,1395.230873,12.55707786,11.30137007,209.5534869,262.1928,0,0,0,209.5534869,262.1928,-52.63931313
DPAC,,SW,2012,7699,0,0,0,0,0,258.88,0,113.1753,0,0,0,0,0,0,0,0,0,0,0,0,0,258.88,113.1753,145.7047
DPAC,,SW,2013,0,4010,0,0,0,0,18.48,0,0,257.442,149.31636,4048.529412,56.67941176,45.34352941,1369.95,12.32955,11.096595,205.7564844,257.442,0,0,0,224.2364844,257.442,-33.20551559
DPAC,,SW,2014,11850,0,0,0,0,0,271.33,0,174.195,0,0,0,0,0,0,0,0,0,0,0,0,0,271.33,174.195,97.135
DPAC,,SW,2015,0,3485,0,0,0,0,0,0,0,223.737,129.76746,3518.485037,49.25879052,39.40703242,1190.592456,10.71533211,9.643798897,178.8182913,223.737,0,0,0,178.8182913,223.737,-44.91870868
FREEMAN,,1,2011,7997,0,0,0,0,0,228.06,0,117.5559,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,117.5559,110.5041
FREEMAN,,1,2012,5228,0,0,0,0,0,228.06,0,76.8516,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,76.8516,151.2084
FREEMAN,,1,2013,11967,0,0,0,0,0,228.06,0,175.9149,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,175.9149,52.1451
FREEMAN,,1,2014,11488,0,0,0,0,0,228.06,0,168.8736,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,168.8736,59.1864
FREEMAN,,1,2015,7232,0,0,0,0,0,228.06,0,106.3104,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,106.3104,121.7496
FREEMAN,,2,2011,5095,0,0,0,0,0,228.06,0,74.8965,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,74.8965,153.1635
FREEMAN,,2,2012,0,3270,0,0,0,0,26.31,0,0,209.934,121.76172,3301.419246,46.21986944,36.97589556,1117.141272,10.05427145,9.048844302,167.7864599,209.934,0,0,0,194.0964599,209.934,-15.83754014
FREEMAN,,2,2013,9716,0,0,0,0,0,228.06,0,142.8252,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,142.8252,85.2348
FREEMAN,,2,2014,0,4669,0,0,0,0,26.31,0,0,299.7498,173.854884,4713.861303,65.99405824,52.79524659,1595.086421,14.35577779,12.92020001,239.5703306,299.7498,0,0,0,265.8803306,299.7498,-33.8694694
FREEMAN,,2,2015,6290,0,0,0,0,0,228.06,0,92.463,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,92.463,135.597
FREEMAN,,3,2011,0,3834,0,0,0,0,26.31,0,0,246.1428,142.762824,3870.838345,54.19173683,43.35338947,1309.822519,11.78840267,10.6095624,196.7257759,246.1428,0,0,0,223.0357759,246.1428,-23.10702413
FREEMAN,,3,2012,0,3420,0,0,0,0,26.31,0,0,219.564,127.34712,3452.860496,48.34004694,38.67203755,1168.386284,10.51547656,9.463928903,175.4830865,219.564,0,0,0,201.7930865,219.564,-17.77091354
FREEMAN,,3,2013,0,3098,0,0,0,0,26.31,0,0,198.8916,115.357128,3127.766613,43.78873258,35.03098606,1058.380324,9.525422918,8.572880626,158.9609947,198.8916,0,0,0,185.2709947,198.8916,-13.62060531
FREEMAN,,3,2014,0,5049,0,0,0,0,26.31,0,0,324.1458,188.004564,5097.512469,71.36517456,57.09213965,1724.90712,15.52416408,13.97174767,259.0684513,324.1458,0,0,0,285.3784513,324.1458,-38.76734868
FREEMAN,,3,2015,0,3275,0,0,0,0,26.31,0,0,210.255,121.9479,3306.467288,46.29054203,37.03243362,1118.849439,10.06964495,9.062680455,168.0430141,210.255,0,0,0,194.3530141,210.255,-15.90198592
FREEMAN,,4,2011,0,3083,0,0,0,0,26.31,0,0,197.9286,114.798588,3112.622488,43.57671483,34.86137186,1053.255823,9.479302406,8.531372166,158.191332,197.9286,0,0,0,184.501332,197.9286,-13.42726797
FREEMAN,,4,2012,4999,0,0,0,0,0,228.06,0,73.4853,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,73.4853,154.5747
FREEMAN,,4,2013,0,3206,0,0,0,0,26.31,0,0,205.8252,119.378616,3236.804313,45.31526038,36.2522083,1095.276733,9.857490599,8.871741539,164.5025658,205.8252,0,0,0,190.8125658,205.8252,-15.01263416
FREEMAN,,4,2014,11321,0,0,0,0,0,228.06,0,166.4187,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,166.4187,61.6413
FREEMAN,,4,2015,0,3474,0,0,0,0,26.31,0,0,223.0308,129.357864,3507.379346,49.10331084,39.28264867,1186.834489,10.6815104,9.613359359,178.253872,223.0308,0,0,0,204.563872,223.0308,-18.46692797
FREEMAN,,5,2011,0,2925,0,0,0,0,26.31,0,0,187.785,108.9153,2953.104371,41.3434612,33.07476896,999.2777431,8.993499688,8.094149719,150.0842187,187.785,0,0,0,176.3942187,187.785,-11.39078132
FREEMAN,,5,2012,0,1851,0,0,0,0,26.31,0,0,118.8342,68.923836,1868.785023,26.16299032,20.93039225,632.3634539,5.691271085,5.122143976,94.97637223,118.8342,0,0,0,121.2863722,118.8342,2.452172231
FREEMAN,,5,2013,0,2725,0,0,0,0,26.31,0,0,174.945,101.4681,2751.182705,38.51655787,30.8132463,930.9510599,8.378559539,7.540703585,139.8220499,174.945,0,0,0,166.1320499,174.945,-8.812950119
FREEMAN,,5,2014,0,3957,0,0,0,0,26.31,0,0,254.0394,147.342852,3995.02017,55.93028238,44.74422591,1351.843429,12.16659086,10.94993177,203.0370097,254.0394,0,0,0,229.3470097,254.0394,-24.69239032
FREEMAN,,5,2015,0,4649,0,0,0,0,26.31,0,0,298.4658,173.110164,4693.669136,65.7113679,52.56909432,1588.253753,14.29428378,12.8648554,238.5441137,298.4658,0,0,0,264.8541137,298.4658,-33.61168628
FREEMAN,,6,2011,0,2121,0,0,0,0,26.31,0,0,136.1682,78.977556,2141.379272,29.97930981,23.98344785,724.6044763,6.521440287,5.869296258,108.8303001,136.1682,0,0,0,135.1403001,136.1682,-1.027899891
FREEMAN,,6,2012,2559,0,0,0,0,0,228.06,0,37.6173,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,37.6173,190.4427
FREEMAN,,6,2013,0,3904,0,0,0,0,26.31,0,0,250.6368,145.369344,3941.510929,55.181153,44.1449224,1333.736858,12.00363172,10.80326855,200.3175349,250.6368,0,0,0,226.6275349,250.6368,-24.00926505
FREEMAN,,6,2014,5571,0,0,0,0,0,228.06,0,81.8937,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,81.8937,146.1663
FREEMAN,,6,2015,0,5265,0,0,0,0,26.31,0,0,338.013,196.04754,5315.587869,74.41823016,59.53458413,1798.699938,16.18829944,14.5694695,270.1515936,338.013,0,0,0,296.4615936,338.013,-41.55140638
FREEMAN,,7,2011,8229,0,0,0,0,0,228.06,0,120.9663,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,120.9663,107.0937
FREEMAN,,7,2012,0,1553,0,0,0,0,26.31,0,0,99.7026,57.827508,1567.92174,21.95090436,17.56072349,530.5566958,4.775010262,4.297509236,79.68574072,99.7026,0,0,0,105.9957407,99.7026,6.293140721
FREEMAN,,7,2013,11747,0,0,0,0,0,228.06,0,172.6809,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,172.6809,55.3791
FREEMAN,,7,2014,0,4481,0,0,0,0,26.31,0,0,287.6802,166.854516,4524.054936,63.33676911,50.66941529,1530.859339,13.77773405,12.39996065,229.9238919,287.6802,0,0,0,256.2338919,287.6802,-31.44630807
FREEMAN,,7,2015,8293,0,0,0,0,0,228.06,0,121.9071,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,121.9071,106.1529
FREEMAN,,8,2011,8067,0,0,0,0,0,228.06,0,118.5849,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,118.5849,109.4751
FREEMAN,,8,2012,4647,0,0,0,0,0,228.06,0,68.3109,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,68.3109,159.7491
FREEMAN,,8,2013,10953,0,0,0,0,0,228.06,0,161.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,161.0091,67.0509
FREEMAN,,8,2014,6423,0,0,0,0,0,228.06,0,94.4181,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,94.4181,133.6419
FREEMAN,,8,2015,7301,0,0,0,0,0,228.06,0,107.3247,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,107.3247,120.7353
FREEMAN,,9,2011,0,3441,0,0,0,0,26.31,0,0,220.9122,128.129076,3474.062271,48.63687179,38.90949743,1175.560586,10.58004527,9.522040747,176.5606142,220.9122,0,0,0,202.8706142,220.9122,-18.04158582
FREEMAN,,9,2012,3715,0,0,0,0,0,228.06,0,54.6105,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,54.6105,173.4495
FREEMAN,,9,2013,0,3851,0,0,0,0,26.31,0,0,247.2342,143.395836,3888.001687,54.43202362,43.54561889,1315.630287,11.84067258,10.65660532,197.5980602,247.2342,0,0,0,223.9080602,247.2342,-23.32613978
FREEMAN,,9,2014,9830,0,0,0,0,0,228.06,0,144.501,0,0,0,0,0,0,0,0,0,0,0,0,0,228.06,144.501,83.559
