# Cover Crop Biomass
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/41
# The newest version of the data https://lter.kbs.msu.edu/datatables/41.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/22.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		year of the growing season relevant for the sample
# campaign		a major multi-year research activity with a discreet purpose
# date		date on which sampling occured
# treatment		main experimental treatment
# replicate		replicate block, nested within treatment
# station		replicate station, nested within block
# species		species collected
# biomass_g	gramsPerSquareMeter	dry mass of sampled material in grams/meter squared
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#<p>Cover crops such as vetch and clover are planted after a row crop, such as wheat or corn, and are left on the field over winter.  Usually they are plowed down the following spring.  Their productivity represents parts of two growing seasons in different calendar years.  Thus, assignment to a calendar year is somewhat ambiguous.  Fescue in T5, while technically a cover crop, is not plowed down.</p><p>In 2002 the cover crops were mistakenly plowed in before a biomass sample could be taken. So there is no cover crop biomass data available for 2002.</p>
#
#* 2016-1-30 Sven Bohm. No evidence of cover harvest in 2001 and 2002. 2002 was plowed down as noted above. 
#* 2016-1-30 Sven Bohm. 2004 sample might have been taken before the plots were flail mowed that fall, but the cover was not plowed in until 2005. And were sampled again at that time.
#
year,campaign,date,treatment,replicate,station,species,biomass_g
2014,Cover Harvest,2014-05-21,T4,R4,S2,Trifolium pratense L.,183.954
2014,Cover Harvest,2014-05-21,T4,R4,S3,Trifolium pratense L.,251.464
2014,Cover Harvest,2014-05-21,T4,R4,S4,Trifolium pratense L.,169.234
2014,Cover Harvest,2014-05-21,T4,R4,S5,Trifolium pratense L.,246.934
2014,Cover Harvest,2014-05-21,T4,R5,S1,Trifolium pratense L.,125.644
2014,Cover Harvest,2014-05-21,T4,R5,S2,Trifolium pratense L.,164.104
2014,Cover Harvest,2014-05-21,T4,R5,S3,Trifolium pratense L.,213.124
2014,Cover Harvest,2014-05-21,T4,R5,S4,Trifolium pratense L.,249.184
2014,Cover Harvest,2014-05-21,T4,R5,S5,Trifolium pratense L.,171.434
2014,Cover Harvest,2014-05-21,T4,R6,S1,Trifolium pratense L.,262.954
2014,Cover Harvest,2014-05-21,T4,R6,S2,Trifolium pratense L.,169.504
2014,Cover Harvest,2014-05-21,T4,R6,S3,Trifolium pratense L.,282.274
2014,Cover Harvest,2014-05-21,T4,R6,S4,Trifolium pratense L.,310.048
2014,Cover Harvest,2014-05-21,T4,R6,S5,Trifolium pratense L.,260.934
2014,Cover Harvest,2014-05-20,T4,R3,S1,Trifolium pratense L.,231.014
2014,Cover Harvest,2014-05-20,T4,R3,S2,Trifolium pratense L.,306.464
2014,Cover Harvest,2014-05-20,T4,R3,S3,Trifolium pratense L.,220.164
2014,Cover Harvest,2014-05-20,T4,R3,S4,Trifolium pratense L.,293.204
2014,Cover Harvest,2014-05-20,T4,R3,S5,Trifolium pratense L.,277.464
2014,Cover Harvest,2014-05-20,T3,R3,S1,Trifolium pratense L.,192.464
2014,Cover Harvest,2014-05-20,T3,R3,S2,Trifolium pratense L.,57.204
2014,Cover Harvest,2014-05-20,T3,R3,S3,Trifolium pratense L.,207.934
2014,Cover Harvest,2014-05-20,T3,R3,S4,Trifolium pratense L.,96.664
2014,Cover Harvest,2014-05-20,T3,R3,S5,Trifolium pratense L.,168.194
2014,Cover Harvest,2014-05-20,T3,R4,S1,Trifolium pratense L.,217.254
2014,Cover Harvest,2014-05-20,T3,R4,S2,Trifolium pratense L.,86.664
2014,Cover Harvest,2014-05-20,T3,R4,S3,Trifolium pratense L.,137.694
2014,Cover Harvest,2014-05-20,T3,R4,S4,Trifolium pratense L.,148.744
2014,Cover Harvest,2014-05-20,T3,R4,S5,Trifolium pratense L.,66.124
2014,Cover Harvest,2014-05-20,T3,R5,S1,Trifolium pratense L.,111.344
2014,Cover Harvest,2014-05-20,T3,R5,S2,Trifolium pratense L.,124.884
2014,Cover Harvest,2014-05-20,T3,R5,S3,Trifolium pratense L.,84.564
2014,Cover Harvest,2014-05-20,T3,R5,S4,Trifolium pratense L.,96.404
2014,Cover Harvest,2014-05-20,T3,R5,S5,Trifolium pratense L.,108.964
2014,Cover Harvest,2014-05-20,T3,R6,S1,Trifolium pratense L.,173.844
2014,Cover Harvest,2014-05-20,T3,R6,S2,Trifolium pratense L.,89.024
2014,Cover Harvest,2014-05-20,T3,R6,S3,Trifolium pratense L.,254.808
2014,Cover Harvest,2014-05-20,T3,R6,S4,Trifolium pratense L.,102.724
2014,Cover Harvest,2014-05-20,T3,R6,S5,Trifolium pratense L.,186.834
2014,Cover Harvest,2014-05-19,T4,R1,S1,Trifolium pratense L.,308.364
2014,Cover Harvest,2014-05-19,T4,R1,S2,Trifolium pratense L.,218.164
2014,Cover Harvest,2014-05-19,T4,R1,S3,Trifolium pratense L.,230.814
2014,Cover Harvest,2014-05-19,T4,R1,S4,Trifolium pratense L.,222.344
2014,Cover Harvest,2014-05-19,T4,R1,S5,Trifolium pratense L.,278.794
2014,Cover Harvest,2014-05-19,T4,R2,S1,Trifolium pratense L.,240.304
2014,Cover Harvest,2014-05-19,T4,R2,S2,Trifolium pratense L.,291.834
2014,Cover Harvest,2014-05-19,T4,R2,S3,Trifolium pratense L.,328.564
2014,Cover Harvest,2014-05-19,T4,R2,S4,Trifolium pratense L.,242.664
2014,Cover Harvest,2014-05-19,T4,R2,S5,Trifolium pratense L.,312.694
2014,Cover Harvest,2014-05-19,T3,R1,S1,Trifolium pratense L.,107.324
2014,Cover Harvest,2014-05-19,T3,R1,S2,Trifolium pratense L.,155.664
2014,Cover Harvest,2014-05-19,T3,R1,S3,Trifolium pratense L.,124.014
2014,Cover Harvest,2014-05-19,T3,R1,S4,Trifolium pratense L.,72.934
2014,Cover Harvest,2014-05-19,T3,R1,S5,Trifolium pratense L.,82.414
2014,Cover Harvest,2014-05-19,T3,R2,S1,Trifolium pratense L.,182.224
2014,Cover Harvest,2014-05-19,T3,R2,S2,Trifolium pratense L.,156.304
2014,Cover Harvest,2014-05-19,T3,R2,S3,Trifolium pratense L.,267.714
2014,Cover Harvest,2014-05-19,T3,R2,S4,Trifolium pratense L.,192.374
2014,Cover Harvest,2014-05-19,T3,R2,S5,Trifolium pratense L.,188.474
2012,Cover Harvest,2012-05-08,T4,R5,S1,Secale cereale M.Bieb.,36.713
2012,Cover Harvest,2012-05-08,T4,R5,S2,Secale cereale M.Bieb.,43.783
2012,Cover Harvest,2012-05-08,T4,R5,S3,Secale cereale M.Bieb.,29.713
2012,Cover Harvest,2012-05-08,T4,R5,S4,Secale cereale M.Bieb.,31.49
2012,Cover Harvest,2012-05-08,T4,R5,S5,Secale cereale M.Bieb.,44.55
2012,Cover Harvest,2012-05-08,T4,R6,S1,Secale cereale M.Bieb.,35.153
2012,Cover Harvest,2012-05-08,T4,R6,S2,Secale cereale M.Bieb.,36.803
2012,Cover Harvest,2012-05-08,T4,R6,S3,Secale cereale M.Bieb.,34.16
2012,Cover Harvest,2012-05-08,T4,R6,S4,Secale cereale M.Bieb.,24.4
2012,Cover Harvest,2012-05-08,T4,R6,S5,Secale cereale M.Bieb.,40.173
2012,Cover Harvest,2012-05-03,T3,R1,S1,Secale cereale M.Bieb.,62.723
2012,Cover Harvest,2012-05-03,T3,R1,S2,Secale cereale M.Bieb.,34.913
2012,Cover Harvest,2012-05-03,T3,R1,S3,Secale cereale M.Bieb.,22.123
2012,Cover Harvest,2012-05-03,T3,R1,S4,Secale cereale M.Bieb.,53.793
2012,Cover Harvest,2012-05-03,T3,R1,S5,Secale cereale M.Bieb.,56.153
2012,Cover Harvest,2012-05-03,T3,R2,S1,Secale cereale M.Bieb.,46.163
2012,Cover Harvest,2012-05-03,T3,R2,S2,Secale cereale M.Bieb.,40.683
2012,Cover Harvest,2012-05-03,T3,R2,S3,Secale cereale M.Bieb.,68.233
2012,Cover Harvest,2012-05-03,T3,R2,S4,Secale cereale M.Bieb.,54.52
2012,Cover Harvest,2012-05-03,T3,R2,S5,Secale cereale M.Bieb.,100.3
2012,Cover Harvest,2012-05-03,T3,R3,S1,Secale cereale M.Bieb.,105.32
2012,Cover Harvest,2012-05-03,T3,R3,S2,Secale cereale M.Bieb.,43.433
2012,Cover Harvest,2012-05-03,T3,R3,S3,Secale cereale M.Bieb.,71.523
2012,Cover Harvest,2012-05-03,T3,R3,S4,Secale cereale M.Bieb.,57.253
2012,Cover Harvest,2012-05-03,T3,R3,S5,Secale cereale M.Bieb.,32.063
2012,Cover Harvest,2012-05-03,T3,R4,S1,Secale cereale M.Bieb.,48.433
2012,Cover Harvest,2012-05-03,T3,R4,S2,Secale cereale M.Bieb.,36.523
2012,Cover Harvest,2012-05-03,T3,R4,S3,Secale cereale M.Bieb.,42.923
2012,Cover Harvest,2012-05-03,T3,R4,S4,Secale cereale M.Bieb.,47.353
2012,Cover Harvest,2012-05-03,T3,R4,S5,Secale cereale M.Bieb.,37.643
2012,Cover Harvest,2012-05-03,T3,R5,S1,Secale cereale M.Bieb.,46.503
2012,Cover Harvest,2012-05-03,T3,R5,S2,Secale cereale M.Bieb.,41.953
2012,Cover Harvest,2012-05-03,T3,R5,S3,Secale cereale M.Bieb.,28.953
2012,Cover Harvest,2012-05-03,T3,R5,S4,Secale cereale M.Bieb.,74.623
2012,Cover Harvest,2012-05-03,T3,R5,S5,Secale cereale M.Bieb.,28.213
2012,Cover Harvest,2012-05-03,T3,R6,S1,Secale cereale M.Bieb.,65.523
2012,Cover Harvest,2012-05-03,T3,R6,S2,Secale cereale M.Bieb.,64.143
2012,Cover Harvest,2012-05-03,T3,R6,S3,Secale cereale M.Bieb.,58.653
2012,Cover Harvest,2012-05-03,T3,R6,S4,Secale cereale M.Bieb.,46.653
2012,Cover Harvest,2012-05-03,T3,R6,S5,Secale cereale M.Bieb.,64.603
2011,Cover Harvest,2011-05-18,T4,R6,S1,Trifolium pratense L.,255.7
2011,Cover Harvest,2011-05-18,T4,R6,S2,Trifolium pratense L.,405
2011,Cover Harvest,2011-05-18,T4,R6,S3,Trifolium pratense L.,245.28
2011,Cover Harvest,2011-05-18,T4,R6,S4,Trifolium pratense L.,408.25
2011,Cover Harvest,2011-05-18,T4,R6,S5,Trifolium pratense L.,288.71
2011,Cover Harvest,2011-05-17,T4,R3,S3,Trifolium pratense L.,141.42
2011,Cover Harvest,2011-05-17,T4,R3,S4,Trifolium pratense L.,128.22
2011,Cover Harvest,2011-05-17,T4,R3,S5,Trifolium pratense L.,58.31
2011,Cover Harvest,2011-05-17,T4,R4,S1,Trifolium pratense L.,101.07
2011,Cover Harvest,2011-05-17,T4,R4,S2,Trifolium pratense L.,159.58
2011,Cover Harvest,2011-05-17,T4,R4,S3,Trifolium pratense L.,198.09
2011,Cover Harvest,2011-05-17,T4,R4,S4,Trifolium pratense L.,274.26
2011,Cover Harvest,2011-05-17,T4,R4,S5,Trifolium pratense L.,80.56
2011,Cover Harvest,2011-05-17,T4,R5,S1,Trifolium pratense L.,92.48
2011,Cover Harvest,2011-05-17,T4,R5,S2,Trifolium pratense L.,297.99
2011,Cover Harvest,2011-05-17,T4,R5,S3,Trifolium pratense L.,162.18
2011,Cover Harvest,2011-05-17,T4,R5,S4,Trifolium pratense L.,197.94
2011,Cover Harvest,2011-05-17,T4,R5,S5,Trifolium pratense L.,244.95
2011,Cover Harvest,2011-05-16,T4,R1,S5,Trifolium pratense L.,193.43
2011,Cover Harvest,2011-05-16,T4,R2,S1,Trifolium pratense L.,119.51
2011,Cover Harvest,2011-05-16,T4,R2,S2,Trifolium pratense L.,189.67
2011,Cover Harvest,2011-05-16,T4,R2,S3,Trifolium pratense L.,117.91
2011,Cover Harvest,2011-05-16,T4,R2,S4,Trifolium pratense L.,162.95
2011,Cover Harvest,2011-05-16,T4,R2,S5,Trifolium pratense L.,235.13
2011,Cover Harvest,2011-05-16,T4,R3,S1,Trifolium pratense L.,147.63
2011,Cover Harvest,2011-05-16,T4,R3,S2,Trifolium pratense L.,192.94
2011,Cover Harvest,2011-05-13,T4,R1,S1,Trifolium pratense L.,269.19
2011,Cover Harvest,2011-05-13,T4,R1,S2,Trifolium pratense L.,272.07
2011,Cover Harvest,2011-05-13,T4,R1,S3,Trifolium pratense L.,90.37
2011,Cover Harvest,2011-05-13,T4,R1,S4,Trifolium pratense L.,132.5
2011,Cover Harvest,2011-05-09,T3,R4,S5,Trifolium pratense L.,146.943
2011,Cover Harvest,2011-05-09,T3,R5,S1,Trifolium pratense L.,104.233
2011,Cover Harvest,2011-05-09,T3,R5,S2,Trifolium pratense L.,182.213
2011,Cover Harvest,2011-05-09,T3,R5,S3,Trifolium pratense L.,196.103
2011,Cover Harvest,2011-05-09,T3,R5,S4,Trifolium pratense L.,172.603
2011,Cover Harvest,2011-05-09,T3,R5,S5,Trifolium pratense L.,108.173
2011,Cover Harvest,2011-05-09,T3,R6,S1,Trifolium pratense L.,98.863
2011,Cover Harvest,2011-05-09,T3,R6,S2,Trifolium pratense L.,99.22
2011,Cover Harvest,2011-05-09,T3,R6,S3,Trifolium pratense L.,132.07
2011,Cover Harvest,2011-05-09,T3,R6,S4,Trifolium pratense L.,255.693
2011,Cover Harvest,2011-05-09,T3,R6,S5,Trifolium pratense L.,73.87
2011,Cover Harvest,2011-05-06,T3,R1,S1,Trifolium pratense L.,160.013
2011,Cover Harvest,2011-05-06,T3,R1,S2,Trifolium pratense L.,103.32
2011,Cover Harvest,2011-05-06,T3,R1,S3,Trifolium pratense L.,119.72
2011,Cover Harvest,2011-05-06,T3,R1,S4,Trifolium pratense L.,113.763
2011,Cover Harvest,2011-05-06,T3,R1,S5,Trifolium pratense L.,82.95
2011,Cover Harvest,2011-05-06,T3,R2,S1,Trifolium pratense L.,108.64
2011,Cover Harvest,2011-05-06,T3,R2,S2,Trifolium pratense L.,116.183
2011,Cover Harvest,2011-05-06,T3,R2,S3,Trifolium pratense L.,141.633
2011,Cover Harvest,2011-05-06,T3,R2,S4,Trifolium pratense L.,96.47
2011,Cover Harvest,2011-05-06,T3,R2,S5,Trifolium pratense L.,110.68
2011,Cover Harvest,2011-05-06,T3,R3,S1,Trifolium pratense L.,24.92
2011,Cover Harvest,2011-05-06,T3,R3,S2,Trifolium pratense L.,110.593
2011,Cover Harvest,2011-05-06,T3,R3,S3,Trifolium pratense L.,90.54
2011,Cover Harvest,2011-05-06,T3,R3,S4,Trifolium pratense L.,128.52
2011,Cover Harvest,2011-05-06,T3,R3,S5,Trifolium pratense L.,94.49
2011,Cover Harvest,2011-05-06,T3,R4,S1,Trifolium pratense L.,131.983
2011,Cover Harvest,2011-05-06,T3,R4,S2,Trifolium pratense L.,106.78
2011,Cover Harvest,2011-05-06,T3,R4,S3,Trifolium pratense L.,160.603
2011,Cover Harvest,2011-05-06,T3,R4,S4,Trifolium pratense L.,90.58
2009,Cover Harvest,2009-05-21,T3,R6,S1,Secale cereale M.Bieb.,47.7
2009,Cover Harvest,2009-05-21,T3,R6,S2,Secale cereale M.Bieb.,73.77
2009,Cover Harvest,2009-05-20,T4,R5,S1,Secale cereale M.Bieb.,21.84
2009,Cover Harvest,2009-05-20,T4,R5,S2,Secale cereale M.Bieb.,32.98
2009,Cover Harvest,2009-05-20,T4,R5,S3,Secale cereale M.Bieb.,38.87
2009,Cover Harvest,2009-05-20,T4,R5,S4,Secale cereale M.Bieb.,48.42
2009,Cover Harvest,2009-05-20,T4,R5,S5,Secale cereale M.Bieb.,26.42
2009,Cover Harvest,2009-05-20,T4,R6,S1,Secale cereale M.Bieb.,54.65
2009,Cover Harvest,2009-05-20,T4,R6,S2,Secale cereale M.Bieb.,45.17
2009,Cover Harvest,2009-05-20,T4,R6,S3,Secale cereale M.Bieb.,62.26
2009,Cover Harvest,2009-05-20,T4,R6,S4,Secale cereale M.Bieb.,30.21
2009,Cover Harvest,2009-05-20,T4,R6,S5,Secale cereale M.Bieb.,48.27
2009,Cover Harvest,2009-05-20,T3,R4,S4,Secale cereale M.Bieb.,41.33
2009,Cover Harvest,2009-05-20,T3,R4,S5,Secale cereale M.Bieb.,147.68
2009,Cover Harvest,2009-05-20,T3,R5,S1,Secale cereale M.Bieb.,55.92
2009,Cover Harvest,2009-05-20,T3,R5,S2,Secale cereale M.Bieb.,105.53
2009,Cover Harvest,2009-05-20,T3,R5,S3,Secale cereale M.Bieb.,28.65
2009,Cover Harvest,2009-05-20,T3,R5,S4,Secale cereale M.Bieb.,38.74
2009,Cover Harvest,2009-05-20,T3,R5,S5,Secale cereale M.Bieb.,26.27
2009,Cover Harvest,2009-05-20,T3,R6,S3,Secale cereale M.Bieb.,48.77
2009,Cover Harvest,2009-05-20,T3,R6,S4,Secale cereale M.Bieb.,54.09
2009,Cover Harvest,2009-05-20,T3,R6,S5,Secale cereale M.Bieb.,83.29
2009,Cover Harvest,2009-05-19,T4,R2,S1,Secale cereale M.Bieb.,23.54
2009,Cover Harvest,2009-05-19,T4,R2,S2,Secale cereale M.Bieb.,34.2
2009,Cover Harvest,2009-05-19,T4,R2,S3,Secale cereale M.Bieb.,54.88
2009,Cover Harvest,2009-05-19,T4,R2,S4,Secale cereale M.Bieb.,45.86
2009,Cover Harvest,2009-05-19,T4,R2,S5,Secale cereale M.Bieb.,83.1
2009,Cover Harvest,2009-05-19,T4,R3,S1,Secale cereale M.Bieb.,43.79
2009,Cover Harvest,2009-05-19,T4,R3,S2,Secale cereale M.Bieb.,94.61
2009,Cover Harvest,2009-05-19,T4,R3,S3,Secale cereale M.Bieb.,54.97
2009,Cover Harvest,2009-05-19,T4,R3,S4,Secale cereale M.Bieb.,93.72
2009,Cover Harvest,2009-05-19,T4,R3,S5,Secale cereale M.Bieb.,29.76
2009,Cover Harvest,2009-05-19,T4,R4,S1,Secale cereale M.Bieb.,46.84
2009,Cover Harvest,2009-05-19,T4,R4,S2,Secale cereale M.Bieb.,26.05
2009,Cover Harvest,2009-05-19,T4,R4,S3,Secale cereale M.Bieb.,48.05
2009,Cover Harvest,2009-05-19,T4,R4,S4,Secale cereale M.Bieb.,48.28
2009,Cover Harvest,2009-05-19,T4,R4,S5,Secale cereale M.Bieb.,35.67
2009,Cover Harvest,2009-05-19,T3,R2,S1,Secale cereale M.Bieb.,68.24
2009,Cover Harvest,2009-05-19,T3,R2,S2,Secale cereale M.Bieb.,70.83
2009,Cover Harvest,2009-05-19,T3,R2,S3,Secale cereale M.Bieb.,125.98
2009,Cover Harvest,2009-05-19,T3,R2,S4,Secale cereale M.Bieb.,91.47
2009,Cover Harvest,2009-05-19,T3,R2,S5,Secale cereale M.Bieb.,64.19
2009,Cover Harvest,2009-05-19,T3,R3,S1,Secale cereale M.Bieb.,49.26
2009,Cover Harvest,2009-05-19,T3,R3,S2,Secale cereale M.Bieb.,43.62
2009,Cover Harvest,2009-05-19,T3,R3,S3,Secale cereale M.Bieb.,71.2
2009,Cover Harvest,2009-05-19,T3,R3,S4,Secale cereale M.Bieb.,11.6
2009,Cover Harvest,2009-05-19,T3,R3,S5,Secale cereale M.Bieb.,20.88
2009,Cover Harvest,2009-05-19,T3,R4,S1,Secale cereale M.Bieb.,45.25
2009,Cover Harvest,2009-05-19,T3,R4,S2,Secale cereale M.Bieb.,33.8
2009,Cover Harvest,2009-05-19,T3,R4,S3,Secale cereale M.Bieb.,57.91
2009,Cover Harvest,2009-05-18,T4,R1,S1,Secale cereale M.Bieb.,34.08
2009,Cover Harvest,2009-05-18,T4,R1,S2,Secale cereale M.Bieb.,38
2009,Cover Harvest,2009-05-18,T4,R1,S3,Secale cereale M.Bieb.,45.08
2009,Cover Harvest,2009-05-18,T4,R1,S4,Secale cereale M.Bieb.,58.46
2009,Cover Harvest,2009-05-18,T4,R1,S5,Secale cereale M.Bieb.,51.49
2009,Cover Harvest,2009-05-14,T3,R1,S1,Secale cereale M.Bieb.,51.48
2009,Cover Harvest,2009-05-14,T3,R1,S2,Secale cereale M.Bieb.,19.48
2009,Cover Harvest,2009-05-14,T3,R1,S3,Secale cereale M.Bieb.,26.32
2009,Cover Harvest,2009-05-14,T3,R1,S4,Secale cereale M.Bieb.,37.08
2009,Cover Harvest,2009-05-14,T3,R1,S5,Secale cereale M.Bieb.,22.06
2008,Cover Harvest,2008-05-12,T4,R6,S1,Trifolium pratense L.,179.959
2008,Cover Harvest,2008-05-12,T4,R6,S2,Trifolium pratense L.,54.173
2008,Cover Harvest,2008-05-12,T4,R6,S3,Trifolium pratense L.,120.199
2008,Cover Harvest,2008-05-12,T4,R6,S4,Trifolium pratense L.,34.923
2008,Cover Harvest,2008-05-12,T4,R6,S5,Trifolium pratense L.,159.139
2008,Cover Harvest,2008-05-12,T3,R6,S1,Trifolium pratense L.,163.859
2008,Cover Harvest,2008-05-12,T3,R6,S2,Trifolium pratense L.,182.629
2008,Cover Harvest,2008-05-12,T3,R6,S3,Trifolium pratense L.,187.629
2008,Cover Harvest,2008-05-12,T3,R6,S4,Trifolium pratense L.,4.81
2008,Cover Harvest,2008-05-12,T3,R6,S5,Trifolium pratense L.,178.879
2008,Cover Harvest,2008-05-09,T4,R5,S1,Trifolium pratense L.,71.839
2008,Cover Harvest,2008-05-09,T4,R5,S2,Trifolium pratense L.,211.549
2008,Cover Harvest,2008-05-09,T4,R5,S3,Trifolium pratense L.,220.149
2008,Cover Harvest,2008-05-09,T4,R5,S4,Trifolium pratense L.,217.469
2008,Cover Harvest,2008-05-09,T4,R5,S5,Trifolium pratense L.,205.089
2008,Cover Harvest,2008-05-08,T4,R3,S1,Trifolium pratense L.,254.86
2008,Cover Harvest,2008-05-08,T4,R3,S2,Trifolium pratense L.,175.599
2008,Cover Harvest,2008-05-08,T4,R3,S3,Trifolium pratense L.,200.309
2008,Cover Harvest,2008-05-08,T4,R3,S4,Trifolium pratense L.,270.159
2008,Cover Harvest,2008-05-08,T4,R3,S5,Trifolium pratense L.,209.809
2008,Cover Harvest,2008-05-08,T4,R4,S1,Trifolium pratense L.,161.989
2008,Cover Harvest,2008-05-08,T4,R4,S2,Trifolium pratense L.,170.829
2008,Cover Harvest,2008-05-08,T4,R4,S3,Trifolium pratense L.,225.33
2008,Cover Harvest,2008-05-08,T4,R4,S4,Trifolium pratense L.,155.859
2008,Cover Harvest,2008-05-08,T4,R4,S5,Trifolium pratense L.,276.38
2008,Cover Harvest,2008-05-08,T3,R4,S1,Trifolium pratense L.,87.59
2008,Cover Harvest,2008-05-08,T3,R4,S2,Trifolium pratense L.,188.02
2008,Cover Harvest,2008-05-08,T3,R4,S3,Trifolium pratense L.,169.529
2008,Cover Harvest,2008-05-08,T3,R4,S4,Trifolium pratense L.,188.179
2008,Cover Harvest,2008-05-08,T3,R4,S5,Trifolium pratense L.,134.679
2008,Cover Harvest,2008-05-08,T3,R5,S1,Trifolium pratense L.,113.479
2008,Cover Harvest,2008-05-08,T3,R5,S2,Trifolium pratense L.,211.819
2008,Cover Harvest,2008-05-08,T3,R5,S3,Trifolium pratense L.,143.379
2008,Cover Harvest,2008-05-08,T3,R5,S4,Trifolium pratense L.,213.099
2008,Cover Harvest,2008-05-08,T3,R5,S5,Trifolium pratense L.,235.73
2008,Cover Harvest,2008-05-07,T4,R2,S1,Trifolium pratense L.,187.609
2008,Cover Harvest,2008-05-07,T4,R2,S2,Trifolium pratense L.,159.933
2008,Cover Harvest,2008-05-07,T4,R2,S3,Trifolium pratense L.,142.259
2008,Cover Harvest,2008-05-07,T4,R2,S4,Trifolium pratense L.,170.839
2008,Cover Harvest,2008-05-07,T4,R2,S5,Trifolium pratense L.,219.509
2008,Cover Harvest,2008-05-07,T3,R3,S1,Trifolium pratense L.,78.723
2008,Cover Harvest,2008-05-07,T3,R3,S2,Trifolium pratense L.,60.449
2008,Cover Harvest,2008-05-07,T3,R3,S3,Trifolium pratense L.,198.329
2008,Cover Harvest,2008-05-07,T3,R3,S4,Trifolium pratense L.,129.549
2008,Cover Harvest,2008-05-07,T3,R3,S5,Trifolium pratense L.,51.673
2008,Cover Harvest,2008-05-06,T4,R1,S1,Trifolium pratense L.,170.789
2008,Cover Harvest,2008-05-06,T4,R1,S2,Trifolium pratense L.,203.599
2008,Cover Harvest,2008-05-06,T4,R1,S3,Trifolium pratense L.,173.299
2008,Cover Harvest,2008-05-06,T4,R1,S4,Trifolium pratense L.,193.489
2008,Cover Harvest,2008-05-06,T4,R1,S5,Trifolium pratense L.,170.129
2008,Cover Harvest,2008-05-06,T3,R1,S1,Trifolium pratense L.,137.279
2008,Cover Harvest,2008-05-06,T3,R1,S2,Trifolium pratense L.,7.283
2008,Cover Harvest,2008-05-06,T3,R1,S3,Trifolium pratense L.,39.616
2008,Cover Harvest,2008-05-06,T3,R1,S4,Trifolium pratense L.,111.569
2008,Cover Harvest,2008-05-06,T3,R1,S5,Trifolium pratense L.,161.959
2008,Cover Harvest,2008-05-06,T3,R2,S1,Trifolium pratense L.,64.293
2008,Cover Harvest,2008-05-06,T3,R2,S2,Trifolium pratense L.,109.479
2008,Cover Harvest,2008-05-06,T3,R2,S3,Trifolium pratense L.,107.149
2008,Cover Harvest,2008-05-06,T3,R2,S4,Trifolium pratense L.,89.713
2008,Cover Harvest,2008-05-06,T3,R2,S5,Trifolium pratense L.,219.859
2006,Cover Harvest,2006-05-18,T4,R5,S1,Secale cereale M.Bieb.,123.166
2006,Cover Harvest,2006-05-18,T4,R5,S2,Secale cereale M.Bieb.,130.696
2006,Cover Harvest,2006-05-18,T4,R5,S3,Secale cereale M.Bieb.,109.616
2006,Cover Harvest,2006-05-18,T4,R5,S4,Secale cereale M.Bieb.,140.906
2006,Cover Harvest,2006-05-18,T4,R5,S5,Secale cereale M.Bieb.,134.176
2006,Cover Harvest,2006-05-18,T4,R6,S1,Secale cereale M.Bieb.,174.116
2006,Cover Harvest,2006-05-18,T4,R6,S2,Secale cereale M.Bieb.,191.616
2006,Cover Harvest,2006-05-18,T4,R6,S3,Secale cereale M.Bieb.,258.826
2006,Cover Harvest,2006-05-18,T4,R6,S4,Secale cereale M.Bieb.,203.166
2006,Cover Harvest,2006-05-18,T4,R6,S5,Secale cereale M.Bieb.,201.776
2006,Cover Harvest,2006-05-18,T3,R5,S1,Secale cereale M.Bieb.,220.726
2006,Cover Harvest,2006-05-18,T3,R5,S2,Secale cereale M.Bieb.,120.066
2006,Cover Harvest,2006-05-18,T3,R5,S3,Secale cereale M.Bieb.,129.476
2006,Cover Harvest,2006-05-18,T3,R5,S4,Secale cereale M.Bieb.,166.756
2006,Cover Harvest,2006-05-18,T3,R5,S5,Secale cereale M.Bieb.,152.926
2006,Cover Harvest,2006-05-18,T3,R6,S1,Secale cereale M.Bieb.,249.806
2006,Cover Harvest,2006-05-18,T3,R6,S2,Secale cereale M.Bieb.,184.056
2006,Cover Harvest,2006-05-18,T3,R6,S3,Secale cereale M.Bieb.,158.916
2006,Cover Harvest,2006-05-18,T3,R6,S4,Secale cereale M.Bieb.,205.746
2006,Cover Harvest,2006-05-18,T3,R6,S5,Secale cereale M.Bieb.,188.516
2006,Cover Harvest,2006-05-16,T4,R3,S1,Secale cereale M.Bieb.,173.046
2006,Cover Harvest,2006-05-16,T4,R3,S2,Secale cereale M.Bieb.,175.126
2006,Cover Harvest,2006-05-16,T4,R3,S3,Secale cereale M.Bieb.,171.696
2006,Cover Harvest,2006-05-16,T4,R3,S4,Secale cereale M.Bieb.,156.746
2006,Cover Harvest,2006-05-16,T4,R3,S5,Secale cereale M.Bieb.,176.416
2006,Cover Harvest,2006-05-16,T4,R4,S1,Secale cereale M.Bieb.,127.946
2006,Cover Harvest,2006-05-16,T4,R4,S2,Secale cereale M.Bieb.,107.726
2006,Cover Harvest,2006-05-16,T4,R4,S3,Secale cereale M.Bieb.,190.866
