# N2O, CH4, CO2 Fluxes via Static Chambers
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/28
# The newest version of the data https://lter.kbs.msu.edu/datatables/28.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml
#
# doi:10.6073/pasta/2bd6e21728a16243fc175a3e9bd0ab7c
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# Sample_Date		date of sampling
# Treatment		treatment
# Replicate		replicate
# CH4_C	gramsPerHectarePerDay	flux of methane (CH4) as C
# CO2_C	kilogramsPerHectarePerDay	flux of carbon dioxide (CO2) as C
# N2O_N	gramsPerHectarePerDay	flux of nitrous oxide (N2O) as N
# Year		sample year
# air_temperature_c	celsius	the air temperature used for the flux calculation
# moisture	gramsPerGram	gravimetric soil moisture 
# soil_temperature_c	celsius	soil temperature at 2.54 cm depth
# crop		the crop grown that year
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#<p>8-21-2003 Tim Bergsma.  Recently, the units for CO<sub>2</sub> fluxes have been challenged.  The issue is under review.<br> 
#10-1-2003 Sven Bohm. Unit problems resoved. CO<sub>2</sub> units changed from g C/ha/day to kg C/ha/day <br>
#12-16-2004 Sven Bohm. A reminder note that the gas samples in 1995 were only run for CH4 due to the long storage times between sampling and analysis as well as the discovery that the rubber seals used tended to leak quite rapidly</p><p>
#4-11-2006 Sven Bohm. Prior to 2000 two repliate chambers were used in the forested treatments, they were reported as reps 1 through 6. They map on the current sampling scheme as rep 1-2 is R1, rep 3-4 is R2 and rep 5-6 is R3</p>
#<p>2010-2-26 Sven Bohm. We discovered that the computation for the fluxes used a larger volume than the volume of the chambers. The fluxes
# since 2004 have been recalculated.</p>
#<p> 2012-05-16. Sven Bohm. Removed extra T from the front of the treatment names and the R in front of the replicates in post 2008 samples</p>
#<p>2012-10-10. Sven Bohm. Moved the forested treatments to their own dataset to avoid confusion with the naming</p>
#<p>2013-8-1. Sven Bohm. Added temperature correction and crops to the data table and removed the T7 fertilized plots from the data table. </p>
#<p>2013-11-14 Sven Bohm. Discovered that 2000 to 2003 data was computed assuming only 1 N instead of 2 N's so the values were half of what they should have been. Corrected the calculation in the database</p>
#2019-10-17 Sven Bohm. added soil moisture from sampling.
#2021-5-3 Sven Bohm. Temperatures for the temperature corrections failed to account for the time zone and used the 10 am UTC temperature instead of 10 am local time.
#2021-11-15 Sven Bohm. Removed post 2014 data a Phil's direction
#2023-8-16 Sven Bohm. In 1998 we did not sample T6, T5 and T3 was only sampled once with all negative fluxes so it was removed.
#
Sample_Date,Treatment,Replicate,CH4_C,CO2_C,N2O_N,Year,air_temperature_c,moisture,soil_temperature_c,crop
2013-03-19,T3,R3,-3.67,4.08,3.47,2013,-5.7,0,,TRIAE
2013-03-19,T3,R4,0.31,2.04,1.12,2013,-5.7,0,,TRIAE
2013-03-19,T4,R1,3.06,0.00,2.04,2013,-5.7,0,,TRIAE
2013-03-19,T4,R2,-0.82,1.02,1.02,2013,-5.7,0,,TRIAE
2013-03-19,T4,R3,0.10,0.00,2.25,2013,-5.7,0,,TRIAE
2013-03-19,T4,R4,0.51,2.04,1.94,2013,-5.7,0,,TRIAE
2013-03-19,T5,R1,-0.61,2.04,3.27,2013,-5.7,0,,
2013-03-19,T5,R2,0.41,1.02,2.04,2013,-5.7,0,,
2013-03-19,T5,R3,0.10,2.04,1.53,2013,-5.7,0,,
2013-03-19,T5,R4,-1.02,1.02,1.43,2013,-5.7,0,,
2013-03-19,T6,R1,2.04,1.02,1.33,2013,-5.7,0,,
2013-03-19,T6,R2,0.00,17.35,0.92,2013,-5.7,0,,
2013-03-19,T6,R3,-1.63,4.08,0.10,2013,-5.7,0,,
2013-03-19,T6,R4,-1.94,7.14,1.43,2013,-5.7,0,,
2013-03-19,T7,R1,-0.82,7.14,0.41,2013,-5.7,0,,
2013-03-19,T7,R2,1.84,2.04,-0.71,2013,-5.7,0,,
2013-03-19,T7,R3,-1.63,5.10,-0.92,2013,-5.7,0,,
2013-03-19,T7,R4,-2.96,8.17,0.41,2013,-5.7,0,,
2013-02-21,T1,R1,-0.41,1.02,5.53,2013,-6.8,1,,TRIAE
2013-02-21,T1,R2,-0.20,0.00,1.54,2013,-6.8,0,,TRIAE
2013-02-21,T1,R3,6.25,0.00,0.61,2013,-6.8,-1.5,,TRIAE
2013-02-21,T1,R4,3.48,0.00,1.74,2013,-6.8,-2,,TRIAE
2013-02-21,T2,R1,-0.51,1.02,2.87,2013,-6.8,0,,TRIAE
2013-02-21,T2,R2,3.07,2.05,1.74,2013,-6.8,1,,TRIAE
2013-02-21,T2,R3,-0.61,1.02,2.77,2013,-6.8,0.5,,TRIAE
2013-02-21,T2,R4,3.48,1.02,1.54,2013,-6.8,2,,TRIAE
2013-02-21,T3,R1,0.31,0.00,0.92,2013,-6.8,0,,TRIAE
2013-02-21,T3,R2,-0.51,0.00,1.23,2013,-6.8,1,,TRIAE
2013-02-21,T3,R3,-1.23,1.02,2.56,2013,-6.8,-1,,TRIAE
2013-02-21,T3,R4,1.23,1.02,0.51,2013,-6.8,1,,TRIAE
2013-02-21,T4,R1,3.79,0.00,1.54,2013,-6.8,0,,TRIAE
2013-02-21,T4,R2,-3.89,1.02,0.82,2013,-6.8,0,,TRIAE
2013-02-21,T4,R3,0.61,0.00,3.59,2013,-6.8,0.5,,TRIAE
2013-02-21,T4,R4,-0.20,2.05,2.36,2013,-6.8,-2,,TRIAE
2013-02-21,T5,R1,3.89,5.12,2.05,2013,-6.8,0,,
2013-02-21,T5,R2,3.89,1.02,3.59,2013,-6.8,0,,
2013-02-21,T5,R3,-1.33,2.05,2.97,2013,-6.8,-1.5,,
2013-02-21,T5,R4,-1.43,0.00,1.74,2013,-6.8,-1.5,,
2013-02-21,T6,R1,9.84,1.02,10.56,2013,-6.8,0,,
2013-02-21,T6,R2,4.41,6.15,4.20,2013,-6.8,0,,
2013-02-21,T6,R3,-0.20,0.00,3.38,2013,-6.8,-1,,
2013-02-21,T6,R4,-1.74,2.05,1.13,2013,-6.8,-0.5,,
2013-02-21,T7,R1,-1.84,4.10,1.54,2013,-6.8,1,,
2013-02-21,T7,R2,2.56,2.05,1.33,2013,-6.8,-1,,
2013-02-21,T7,R3,0.61,2.05,1.54,2013,-6.8,0,,
2013-02-21,T7,R4,-0.82,4.10,1.33,2013,-6.8,-1,,
2013-02-21,T8,R1,,,,2013,-6.8,0,,
2013-02-21,T8,R2,,,,2013,-6.8,0,,
2013-02-21,T8,R3,,,,2013,-6.8,0,,
2013-02-21,T8,R4,,,,2013,-6.8,0,,
2013-01-28,T1,R1,1.29,-1.00,,2013,1.2,-1,,TRIAE
2013-01-28,T1,R2,-0.10,0.00,,2013,1.2,1.5,,TRIAE
2013-01-28,T1,R3,-3.08,0.00,,2013,1.2,3,,TRIAE
2013-01-28,T1,R4,-2.79,1.00,,2013,1.2,3,,TRIAE
2013-01-28,T2,R1,0.30,1.00,1.89,2013,1.2,1,,TRIAE
2013-01-28,T2,R2,1.89,0.00,-1.39,2013,1.2,-1,,TRIAE
2013-01-28,T2,R3,-0.10,1.00,4.78,2013,1.2,0,,TRIAE
2013-01-28,T2,R4,-1.39,1.00,,2013,1.2,0.5,,TRIAE
2013-01-28,T3,R1,-0.30,0.00,1.39,2013,1.2,1.5,,TRIAE
2013-01-28,T3,R2,1.69,1.00,,2013,1.2,0,,TRIAE
2013-01-28,T3,R3,1.39,1.00,,2013,1.2,1,,TRIAE
2013-01-28,T3,R4,-0.90,0.00,0.10,2013,1.2,1,,TRIAE
2013-01-28,T4,R1,1.09,0.00,4.28,2013,1.2,1,,TRIAE
2013-01-28,T4,R2,-1.09,1.00,,2013,1.2,1,,TRIAE
2013-01-28,T4,R3,0.90,0.00,,2013,1.2,0,,TRIAE
2013-01-28,T4,R4,3.08,1.00,,2013,1.2,3,,TRIAE
2013-01-28,T5,R1,-1.29,1.99,,2013,1.2,1,,
2013-01-28,T5,R2,0.80,1.00,3.38,2013,1.2,1.5,,
2013-01-28,T5,R3,0.10,0.00,,2013,1.2,3,,
2013-01-28,T5,R4,-0.20,0.00,,2013,1.2,3,,
2013-01-28,T6,R1,1.29,2.99,,2013,1.2,0.5,,
2013-01-28,T6,R2,0.10,1.99,1.79,2013,1.2,1.5,,
2013-01-28,T6,R3,0.10,1.00,,2013,1.2,5,,
2013-01-28,T6,R4,-2.69,1.00,3.18,2013,1.2,3,,
2013-01-28,T7,R1,1.89,1.00,0.90,2013,1.2,0,,
2013-01-28,T7,R2,0.30,1.00,3.18,2013,1.2,0.5,,
2013-01-28,T7,R3,2.69,1.99,,2013,1.2,4,,
2013-01-28,T7,R4,-1.59,3.98,0.50,2013,1.2,2,,
2013-01-28,T8,R1,,,,2013,1.2,0,,
2013-01-28,T8,R2,,,,2013,1.2,0,,
2013-01-28,T8,R3,,,,2013,1.2,0,,
2013-01-28,T8,R4,,,,2013,1.2,0,,
2012-12-18,T1,R1,-0.60,3.01,1.50,2012,-0.8,4,0.16,GLYMX
2012-12-18,T1,R2,-0.30,3.01,2.91,2012,-0.8,2,0.20,GLYMX
2012-12-18,T1,R3,-2.41,4.01,1.60,2012,-0.8,3,0.15,GLYMX
2012-12-18,T1,R4,0.90,3.01,2.81,2012,-0.8,3,0.17,GLYMX
2012-12-18,T2,R1,0.30,3.01,0.00,2012,-0.8,1,0.16,GLYMX
2012-12-18,T2,R2,-4.01,2.00,-0.20,2012,-0.8,4.5,0.14,GLYMX
2012-12-18,T2,R3,-0.50,4.01,1.50,2012,-0.8,2.5,0.18,GLYMX
2012-12-18,T2,R4,0.90,3.01,0.80,2012,-0.8,2,0.20,GLYMX
2012-12-18,T3,R1,2.51,6.01,1.50,2012,-0.8,2,0.20,GLYMX
2012-12-18,T3,R2,-1.20,5.01,1.00,2012,-0.8,3,0.18,GLYMX
2012-12-18,T3,R3,-0.70,4.01,0.40,2012,-0.8,2.5,0.17,GLYMX
2012-12-18,T3,R4,-2.71,4.01,1.40,2012,-0.8,2.5,0.19,GLYMX
2012-12-18,T4,R1,-3.51,3.01,0.60,2012,-0.8,2,0.17,GLYMX
2012-12-18,T4,R2,-1.00,5.01,1.90,2012,-0.8,1,0.21,GLYMX
2012-12-18,T4,R3,0.10,1.00,0.80,2012,-0.8,2.5,0.20,GLYMX
2012-12-18,T4,R4,-1.70,2.00,0.70,2012,-0.8,3,0.19,GLYMX
2012-12-18,T5,R1,0.80,2.00,0.70,2012,-0.8,1,0.21,
2012-12-18,T5,R2,0.70,3.01,0.40,2012,-0.8,3,0.17,
2012-12-18,T5,R3,1.80,2.00,0.30,2012,-0.8,4,0.18,
2012-12-18,T5,R4,0.00,2.00,-0.30,2012,-0.8,4,0.16,
2012-12-18,T6,R1,-0.30,5.01,-0.10,2012,-0.8,3,0.21,
2012-12-18,T6,R2,-1.10,5.01,0.30,2012,-0.8,1,0.21,
2012-12-18,T6,R3,-0.80,3.01,-0.10,2012,-0.8,3,0.22,
2012-12-18,T6,R4,-2.41,1.00,1.20,2012,-0.8,3.5,0.19,
2012-12-18,T7,R1,-3.81,4.01,-0.20,2012,-0.8,5,0.20,
2012-12-18,T7,R2,-2.71,4.01,0.00,2012,-0.8,1,0.21,
2012-12-18,T7,R3,0.80,3.01,0.10,2012,-0.8,4,0.20,
2012-12-18,T7,R4,1.70,2.00,-0.30,2012,-0.8,3.5,0.17,
2012-11-14,T1,R1,0.00,3.06,1.02,2012,-5.9,1,0.16,GLYMX
2012-11-14,T1,R2,-1.33,4.09,0.31,2012,-5.9,1,0.19,GLYMX
2012-11-14,T1,R3,-0.51,4.09,0.41,2012,-5.9,0,0.15,GLYMX
2012-11-14,T1,R4,-0.20,4.09,-0.10,2012,-5.9,0,0.17,GLYMX
2012-11-14,T2,R1,2.04,4.09,1.02,2012,-5.9,1,0.16,GLYMX
2012-11-14,T2,R2,-0.41,4.09,0.82,2012,-5.9,1,0.14,GLYMX
2012-11-14,T2,R3,0.41,3.06,0.61,2012,-5.9,4,0.16,GLYMX
2012-11-14,T2,R4,-0.41,5.11,0.00,2012,-5.9,3,0.18,GLYMX
2012-11-14,T3,R1,-1.02,3.06,2.14,2012,-5.9,1.5,0.19,GLYMX
2012-11-14,T3,R2,-2.45,5.11,0.82,2012,-5.9,5,0.17,GLYMX
2012-11-14,T3,R3,0.31,5.11,1.23,2012,-5.9,0,0.17,GLYMX
2012-11-14,T3,R4,0.51,3.06,-0.51,2012,-5.9,4,0.17,GLYMX
2012-11-14,T4,R1,1.12,3.06,1.63,2012,-5.9,2,0.18,GLYMX
2012-11-14,T4,R2,1.12,1.02,-0.20,2012,-5.9,1,0.20,GLYMX
2012-11-14,T4,R3,0.71,2.04,1.02,2012,-5.9,5,0.21,GLYMX
2012-11-14,T4,R4,0.00,2.04,-0.20,2012,-5.9,0,0.18,GLYMX
2012-11-14,T5,R1,1.02,4.09,0.31,2012,-5.9,2.5,0.19,
2012-11-14,T5,R2,0.51,3.06,-0.51,2012,-5.9,2,0.18,
2012-11-14,T5,R3,0.51,4.09,-0.20,2012,-5.9,0,0.17,
2012-11-14,T5,R4,-0.31,3.06,0.71,2012,-5.9,0,0.18,
2012-11-14,T6,R1,3.27,8.17,0.71,2012,-5.9,2,0.19,
2012-11-14,T6,R2,0.31,8.17,1.53,2012,-5.9,1,0.18,
2012-11-14,T6,R3,1.33,11.24,3.17,2012,-5.9,0,0.21,
2012-11-14,T6,R4,0.20,9.19,2.66,2012,-5.9,0,0.17,
2012-11-14,T7,R1,-0.51,5.11,0.61,2012,-5.9,4,0.19,
2012-11-14,T7,R2,-0.10,4.09,1.12,2012,-5.9,2,0.22,
2012-11-14,T7,R3,-2.55,6.13,0.71,2012,-5.9,0,0.19,
2012-11-14,T7,R4,0.00,5.11,0.61,2012,-5.9,0,0.17,
2012-11-14,T8,R1,-1.53,11.24,0.71,2012,-5.9,4.5,0.23,
2012-11-14,T8,R2,-3.27,10.21,1.12,2012,-5.9,5,,
2012-11-14,T8,R3,-3.68,12.26,2.04,2012,-5.9,5,0.25,
2012-11-14,T8,R4,-3.78,10.21,0.00,2012,-5.9,5,0.23,
2012-09-27,T1,R1,1.35,6.77,-0.10,2012,9.3,11,,GLYMX
2012-09-27,T1,R2,-0.58,7.73,1.45,2012,9.3,15,,GLYMX
2012-09-27,T1,R3,-0.19,9.67,1.55,2012,9.3,16,,GLYMX
2012-09-27,T1,R4,-2.90,6.77,0.87,2012,9.3,14,,GLYMX
2012-09-27,T2,R1,2.90,8.70,0.29,2012,9.3,15,,GLYMX
2012-09-27,T2,R2,-2.51,6.77,-0.19,2012,9.3,11,,GLYMX
2012-09-27,T2,R3,-2.51,5.80,8.70,2012,9.3,12,,GLYMX
2012-09-27,T2,R4,-2.13,6.77,0.87,2012,9.3,15,,GLYMX
2012-09-27,T3,R1,0.00,13.53,1.55,2012,9.3,15,,GLYMX
2012-09-27,T3,R2,-0.29,16.43,0.29,2012,9.3,11,,GLYMX
2012-09-27,T3,R3,0.48,10.63,0.00,2012,9.3,14,,GLYMX
2012-09-27,T3,R4,-2.42,15.46,1.35,2012,9.3,14,,GLYMX
2012-09-27,T4,R1,-0.39,8.70,0.39,2012,9.3,13.5,,GLYMX
2012-09-27,T4,R2,0.10,13.53,1.26,2012,9.3,15,,GLYMX
2012-09-27,T4,R3,-1.45,8.70,-0.19,2012,9.3,12,,GLYMX
2012-09-27,T4,R4,-1.26,10.63,1.06,2012,9.3,13,,GLYMX
2012-09-27,T5,R1,-3.09,9.67,0.97,2012,9.3,15,,
2012-09-27,T5,R2,0.97,7.73,0.97,2012,9.3,15.5,,
2012-09-27,T5,R3,-1.64,9.67,0.48,2012,9.3,14.5,,
2012-09-27,T5,R4,-0.58,10.63,-0.29,2012,9.3,14,,
2012-09-27,T6,R1,1.06,18.36,-0.68,2012,9.3,14,,
2012-09-27,T6,R2,-2.03,23.20,1.16,2012,9.3,13,,
2012-09-27,T6,R3,-1.74,28.03,96.75,2012,9.3,15,,
2012-09-27,T6,R4,-1.26,23.20,1.93,2012,9.3,14,,
2012-09-27,T7,R1,-1.16,14.50,0.48,2012,9.3,14,,
2012-09-27,T7,R2,0.10,13.53,0.77,2012,9.3,14,,
2012-09-27,T7,R3,2.71,18.36,0.29,2012,9.3,14,,
2012-09-27,T7,R4,-0.39,12.56,-0.39,2012,9.3,15,,
2012-09-27,T8,R1,-8.31,16.43,0.68,2012,9.3,14.5,,
2012-09-27,T8,R2,-11.89,17.40,0.19,2012,9.3,15,,
2012-09-27,T8,R3,-11.31,21.26,0.39,2012,9.3,14,,
2012-09-27,T8,R4,-7.73,18.36,1.16,2012,9.3,14,,
2012-09-13,T1,R1,-8.59,8.41,0.47,2012,19.1,19,0.05,GLYMX
2012-09-13,T1,R2,-0.56,10.28,0.00,2012,19.1,21,0.07,GLYMX
2012-09-13,T1,R3,-1.03,10.28,0.19,2012,19.1,20,0.06,GLYMX
2012-09-13,T1,R4,-2.99,7.47,0.56,2012,19.1,21,0.07,GLYMX
2012-09-13,T2,R1,-1.31,11.21,1.03,2012,19.1,20,0.04,GLYMX
2012-09-13,T2,R2,3.55,8.41,1.12,2012,19.1,19,0.06,GLYMX
2012-09-13,T2,R3,-3.83,8.41,31.58,2012,19.1,20,0.06,GLYMX
2012-09-13,T2,R4,0.00,10.28,0.28,2012,19.1,20,0.07,GLYMX
2012-09-13,T3,R1,-1.03,11.21,0.93,2012,19.1,21,0.05,GLYMX
2012-09-13,T3,R2,-4.95,15.88,0.75,2012,19.1,19.5,0.06,GLYMX
2012-09-13,T3,R3,-0.84,7.47,-0.28,2012,19.1,20,0.06,GLYMX
2012-09-13,T3,R4,-2.34,8.41,0.56,2012,19.1,20,0.06,GLYMX
2012-09-13,T4,R1,-2.99,11.21,1.12,2012,19.1,20,0.05,GLYMX
2012-09-13,T4,R2,0.00,14.01,0.47,2012,19.1,21,0.07,GLYMX
2012-09-13,T4,R3,-1.68,11.21,0.65,2012,19.1,19.5,0.07,GLYMX
2012-09-13,T4,R4,4.11,9.34,0.65,2012,19.1,20,0.08,GLYMX
2012-09-13,T5,R1,-0.75,11.21,1.03,2012,19.1,20,0.08,
2012-09-13,T5,R2,-3.27,8.41,-0.19,2012,19.1,21,0.06,
2012-09-13,T5,R3,-5.70,9.34,0.28,2012,19.1,20,0.05,
2012-09-13,T5,R4,-2.43,9.34,0.37,2012,19.1,19.5,0.06,
2012-09-13,T6,R1,,,,2012,19.1,0,,
2012-09-13,T6,R2,,,,2012,19.1,0,,
2012-09-13,T6,R3,,,,2012,19.1,0,,
2012-09-13,T6,R4,,,,2012,19.1,0,,
2012-09-13,T7,R1,-1.96,10.28,0.09,2012,19.1,18.5,0.05,
2012-09-13,T7,R2,-0.75,13.08,1.21,2012,19.1,21,0.08,
2012-09-13,T7,R3,-2.62,12.14,0.47,2012,19.1,22,0.06,
2012-09-13,T7,R4,-2.24,12.14,0.28,2012,19.1,20,0.07,
2012-09-13,T8,R1,-13.27,12.14,0.75,2012,19.1,20,0.09,
2012-09-13,T8,R2,-14.95,15.88,0.47,2012,19.1,20,0.08,
2012-09-13,T8,R3,-10.65,23.35,1.21,2012,19.1,19.5,0.11,
2012-09-13,T8,R4,6.91,21.49,-0.75,2012,19.1,20,0.08,
2012-08-23,T1,R1,,12.47,1.25,2012,11.5,20,0.10,GLYMX
2012-08-23,T1,R2,-5.08,18.22,0.58,2012,11.5,21,0.09,GLYMX
2012-08-23,T1,R3,3.45,12.47,0.38,2012,11.5,19,0.07,GLYMX
2012-08-23,T1,R4,-2.40,12.47,0.19,2012,11.5,19,0.09,GLYMX
2012-08-23,T2,R1,-2.30,15.34,1.25,2012,11.5,19,0.08,GLYMX
2012-08-23,T2,R2,4.41,14.38,1.05,2012,11.5,21,0.08,GLYMX
2012-08-23,T2,R3,-2.30,16.30,2.11,2012,11.5,23,0.08,GLYMX
2012-08-23,T2,R4,-9.21,14.38,1.15,2012,11.5,23,0.09,GLYMX
2012-08-23,T3,R1,-9.30,22.06,0.67,2012,11.5,20,0.09,GLYMX
2012-08-23,T3,R2,-8.15,16.30,0.86,2012,11.5,21,0.08,GLYMX
2012-08-23,T3,R3,-4.51,15.34,1.25,2012,11.5,18.5,0.10,GLYMX
2012-08-23,T3,R4,-1.25,16.30,0.58,2012,11.5,21,0.09,GLYMX
2012-08-23,T4,R1,2.59,19.18,1.63,2012,11.5,19,0.08,GLYMX
2012-08-23,T4,R2,-2.78,17.26,0.29,2012,11.5,21,0.10,GLYMX
2012-08-23,T4,R3,-4.89,20.14,1.73,2012,11.5,20,0.11,GLYMX
2012-08-23,T4,R4,0.67,16.30,0.67,2012,11.5,18.5,0.09,GLYMX
2012-08-23,T5,R1,-5.95,16.30,0.19,2012,11.5,20,0.09,
2012-08-23,T5,R2,3.55,11.51,-0.19,2012,11.5,22,0.10,
2012-08-23,T5,R3,-0.19,13.43,-0.10,2012,11.5,18,0.10,
2012-08-23,T5,R4,-3.16,14.38,1.05,2012,11.5,17,0.09,
2012-08-23,T6,R1,-5.27,22.06,0.86,2012,11.5,19,0.09,
2012-08-23,T6,R2,-2.01,29.73,4.60,2012,11.5,20,0.08,
2012-08-23,T6,R3,-1.15,23.97,32.99,2012,11.5,18,0.09,
2012-08-23,T6,R4,-0.96,34.52,0.96,2012,11.5,19,0.08,
2012-08-23,T7,R1,-5.56,21.10,0.58,2012,11.5,20,0.10,
2012-08-23,T7,R2,-0.77,17.26,1.25,2012,11.5,19,0.09,
2012-08-23,T7,R3,-2.59,22.06,1.92,2012,11.5,19,0.08,
2012-08-23,T7,R4,1.63,17.26,1.05,2012,11.5,19,0.10,
2012-08-23,T8,R1,-9.40,16.30,1.44,2012,11.5,18,0.10,
2012-08-23,T8,R2,-9.40,18.22,1.25,2012,11.5,19,0.11,
2012-08-23,T8,R3,-9.49,22.06,1.53,2012,11.5,18.5,0.13,
2012-08-23,T8,R4,-5.66,30.69,0.10,2012,11.5,18,0.11,
2012-08-08,T1,R1,-5.14,5.60,-0.28,2012,19.1,21,0.03,GLYMX
2012-08-08,T1,R2,-7.94,10.27,1.03,2012,19.1,25,0.05,GLYMX
2012-08-08,T1,R3,-2.33,4.67,0.84,2012,19.1,25,0.02,GLYMX
2012-08-08,T1,R4,-4.11,6.54,0.93,2012,19.1,24.5,0.04,GLYMX
2012-08-08,T2,R1,3.92,8.41,-0.19,2012,19.1,26,0.03,GLYMX
2012-08-08,T2,R2,-8.13,8.41,-0.37,2012,19.1,24,0.03,GLYMX
2012-08-08,T2,R3,-1.31,9.34,2.33,2012,19.1,26,0.02,GLYMX
2012-08-08,T2,R4,-3.74,7.47,9.90,2012,19.1,27,0.03,GLYMX
2012-08-08,T3,R1,-4.11,11.21,1.68,2012,19.1,26.5,0.05,GLYMX
2012-08-08,T3,R2,3.08,8.41,-0.19,2012,19.1,22,0.03,GLYMX
2012-08-08,T3,R3,-0.28,8.41,-0.09,2012,19.1,25,0.05,GLYMX
2012-08-08,T3,R4,-2.62,8.41,1.31,2012,19.1,26,0.05,GLYMX
2012-08-08,T4,R1,-6.26,12.14,0.37,2012,19.1,26,0.05,GLYMX
2012-08-08,T4,R2,-10.74,12.14,2.05,2012,19.1,24.5,0.06,GLYMX
2012-08-08,T4,R3,-1.21,13.08,0.19,2012,19.1,25,0.05,GLYMX
2012-08-08,T4,R4,0.19,10.27,0.28,2012,19.1,26,0.05,GLYMX
2012-08-08,T5,R1,-4.67,6.54,1.31,2012,19.1,24.5,0.05,
2012-08-08,T5,R2,-0.47,6.54,0.93,2012,19.1,24,0.06,
2012-08-08,T5,R3,-5.23,6.54,0.93,2012,19.1,23.5,0.03,
2012-08-08,T5,R4,-3.08,6.54,-0.19,2012,19.1,23.5,0.02,
2012-08-08,T6,R1,-2.99,14.94,-0.75,2012,19.1,26,0.04,
2012-08-08,T6,R2,-13.08,16.81,0.28,2012,19.1,27,0.03,
2012-08-08,T6,R3,-6.35,16.81,104.04,2012,19.1,28,0.02,
2012-08-08,T6,R4,0.28,20.55,2.05,2012,19.1,28,0.01,
2012-08-08,T7,R1,-0.47,3.74,-0.56,2012,19.1,21,0.02,
2012-08-08,T7,R2,-0.56,11.21,-0.28,2012,19.1,26.5,0.04,
2012-08-08,T7,R3,-1.96,9.34,-0.19,2012,19.1,30,0.02,
2012-08-08,T7,R4,-3.92,7.47,-0.75,2012,19.1,25,0.02,
2012-08-08,T8,R1,-5.88,8.41,-0.09,2012,19.1,25,0.06,
2012-08-08,T8,R2,-1.49,7.47,-0.47,2012,19.1,26,0.05,
2012-08-08,T8,R3,,10.27,0.09,2012,19.1,26,0.07,
2012-08-08,T8,R4,1.12,10.27,1.03,2012,19.1,26,0.06,
2012-07-12,T1,R1,-2.86,9.53,-0.19,2012,13.3,24,0.01,GLYMX
2012-07-12,T1,R2,-1.14,19.06,1.91,2012,13.3,27,0.04,GLYMX
2012-07-12,T1,R3,1.33,8.58,0.86,2012,13.3,24,0.02,GLYMX
2012-07-12,T1,R4,-4.48,14.29,1.33,2012,13.3,32,0.03,GLYMX
2012-07-12,T2,R1,-4.86,15.25,0.38,2012,13.3,25,0.03,GLYMX
2012-07-12,T2,R2,-0.57,8.58,1.72,2012,13.3,26,0.01,GLYMX
2012-07-12,T2,R3,-2.38,8.58,1.72,2012,13.3,31,0.01,GLYMX
2012-07-12,T2,R4,-3.24,10.48,1.62,2012,13.3,27,0.04,GLYMX
2012-07-12,T3,R1,-0.67,14.29,1.91,2012,13.3,28,0.06,GLYMX
2012-07-12,T3,R2,-1.33,14.29,0.00,2012,13.3,23,0.03,GLYMX
2012-07-12,T3,R3,-4.00,9.53,0.95,2012,13.3,29,0.06,GLYMX
2012-07-12,T3,R4,-2.95,14.29,2.48,2012,13.3,28,0.04,GLYMX
2012-07-12,T4,R1,-1.43,17.15,1.05,2012,13.3,26,0.08,GLYMX
2012-07-12,T4,R2,-5.91,17.15,3.05,2012,13.3,26,0.07,GLYMX
2012-07-12,T4,R3,,,,2012,13.3,25,0.05,GLYMX
2012-07-12,T4,R4,-3.53,17.15,3.05,2012,13.3,31,0.11,GLYMX
2012-07-12,T5,R1,-6.67,9.53,1.43,2012,13.3,23,0.05,
2012-07-12,T5,R2,-2.00,8.58,1.24,2012,13.3,25,0.05,
2012-07-12,T5,R3,-1.14,8.58,1.43,2012,13.3,25,0.04,
2012-07-12,T5,R4,0.29,6.67,-0.76,2012,13.3,25,0.06,
2012-07-12,T6,R1,,27.63,0.19,2012,13.3,27,0.03,
2012-07-12,T6,R2,3.53,27.63,0.57,2012,13.3,28,0.02,
2012-07-12,T6,R3,-1.91,583.14,118.34,2012,13.3,34,0.05,
2012-07-12,T6,R4,2.67,28.59,3.14,2012,13.3,32,0.02,
2012-07-12,T7,R1,3.14,6.67,-0.29,2012,13.3,22,0.02,
2012-07-12,T7,R2,-2.48,10.48,-0.10,2012,13.3,22,0.04,
2012-07-12,T7,R3,0.48,14.29,-0.38,2012,13.3,37,0.01,
2012-07-12,T7,R4,-0.76,11.43,-0.86,2012,13.3,28,0.01,
2012-07-12,T8,R1,-1.52,8.58,-0.57,2012,13.3,24,0.06,
2012-07-12,T8,R2,-2.86,7.62,-0.48,2012,13.3,26,0.05,
2012-07-12,T8,R3,-3.05,9.53,-0.10,2012,13.3,26,0.05,
2012-07-12,T8,R4,-4.38,11.43,1.24,2012,13.3,28,0.04,
2012-06-28,T1,R1,-0.46,13.94,0.84,2012,20.5,25,0.09,GLYMX
2012-06-28,T1,R2,-1.77,18.59,2.04,2012,20.5,34,0.11,GLYMX
2012-06-28,T1,R3,1.58,11.15,1.86,2012,20.5,28.5,0.03,GLYMX
