Year,Replicate,Rotation,Nitrogen,Tillage,Species,Biomass_kg_ha
2011,4,ROT1,NIT4,TIL2,Corn,3908
2012,4,ROT1,NIT4,TIL2,Corn,1179
2013,4,ROT1,NIT4,TIL2,Corn,12088
2014,4,ROT1,NIT4,TIL2,Corn,3455
2015,4,ROT1,NIT4,TIL2,Corn,9820
2011,4,ROT1,NIT2,TIL2,Corn,2482
2012,4,ROT1,NIT2,TIL2,Corn,1696
2013,4,ROT1,NIT2,TIL2,Corn,13936
2014,4,ROT1,NIT2,TIL2,Corn,11794
2015,4,ROT1,NIT2,TIL2,Corn,4936
2011,1,ROT5,NIT1,TIL1,Soybean,0
2012,1,ROT5,NIT1,TIL1,Corn,5951
2013,1,ROT5,NIT1,TIL1,Soybean,0
2014,1,ROT5,NIT1,TIL1,Corn,20257
2015,1,ROT5,NIT1,TIL1,Soybean,0
2011,1,ROT36,NIT4,TIL1,Corn w/ Rye,0
2012,1,ROT36,NIT4,TIL1,Soybean w/ Rye,0
2013,1,ROT36,NIT4,TIL1,Corn w/ Rye,3080
2014,1,ROT36,NIT4,TIL1,Soybean w/ Rye,0
2015,1,ROT36,NIT4,TIL1,Corn w/ Rye,8291
2011,1,ROT5,NIT1,TIL2,Soybean,0
2012,1,ROT5,NIT1,TIL2,Corn,1805
2013,1,ROT5,NIT1,TIL2,Soybean,0
2014,1,ROT5,NIT1,TIL2,Corn,14888
2015,1,ROT5,NIT1,TIL2,Soybean,0
2011,1,ROT36,NIT2,TIL2,Corn w/ Rye,0
2012,1,ROT36,NIT2,TIL2,Soybean w/ Rye,0
2013,1,ROT36,NIT2,TIL2,Corn w/ Rye,6329
2014,1,ROT36,NIT2,TIL2,Soybean w/ Rye,0
2015,1,ROT36,NIT2,TIL2,Corn w/ Rye,1535
2011,1,ROT37,NIT1,TIL2,Soybean w/ Rye,0
2012,1,ROT37,NIT1,TIL2,Corn w/ Rye,1241
2013,1,ROT37,NIT1,TIL2,Soybean w/ Rye,0
2014,1,ROT37,NIT1,TIL2,Corn w/ Rye,5647
2015,1,ROT37,NIT1,TIL2,Soybean w/ Rye,0
2011,1,ROT4,NIT3,TIL1,Corn,0
2012,1,ROT4,NIT3,TIL1,Soybean,0
2013,1,ROT4,NIT3,TIL1,Corn,5056
2014,1,ROT4,NIT3,TIL1,Soybean,0
2015,1,ROT4,NIT3,TIL1,Corn,13988
2011,1,ROT5,NIT3,TIL2,Soybean,0
2012,1,ROT5,NIT3,TIL2,Corn,857
2013,1,ROT5,NIT3,TIL2,Soybean,0
2014,1,ROT5,NIT3,TIL2,Corn,20743
2015,1,ROT5,NIT3,TIL2,Soybean,0
2011,1,ROT4,NIT4,TIL2,Corn,0
2012,1,ROT4,NIT4,TIL2,Soybean,0
2013,1,ROT4,NIT4,TIL2,Corn,4758
2014,1,ROT4,NIT4,TIL2,Soybean,0
2015,1,ROT4,NIT4,TIL2,Corn,9699
2011,1,ROT37,NIT4,TIL2,Soybean w/ Rye,0
2012,1,ROT37,NIT4,TIL2,Corn w/ Rye,1898
2013,1,ROT37,NIT4,TIL2,Soybean w/ Rye,0
2014,1,ROT37,NIT4,TIL2,Corn w/ Rye,4639
2015,1,ROT37,NIT4,TIL2,Soybean w/ Rye,0
2011,1,ROT36,NIT1,TIL2,Corn w/ Rye,0
2012,1,ROT36,NIT1,TIL2,Soybean w/ Rye,0
2013,1,ROT36,NIT1,TIL2,Corn w/ Rye,3073
2014,1,ROT36,NIT1,TIL2,Soybean w/ Rye,0
2015,1,ROT36,NIT1,TIL2,Corn w/ Rye,532
2011,1,ROT37,NIT3,TIL2,Soybean w/ Rye,0
2012,1,ROT37,NIT3,TIL2,Corn w/ Rye,1924
2013,1,ROT37,NIT3,TIL2,Soybean w/ Rye,0
2014,1,ROT37,NIT3,TIL2,Corn w/ Rye,8041
2015,1,ROT37,NIT3,TIL2,Soybean w/ Rye,0
2011,1,ROT4,NIT4,TIL1,Corn,0
2012,1,ROT4,NIT4,TIL1,Soybean,0
2013,1,ROT4,NIT4,TIL1,Corn,3836
2014,1,ROT4,NIT4,TIL1,Soybean,0
2015,1,ROT4,NIT4,TIL1,Corn,9257
2011,1,ROT37,NIT2,TIL2,Soybean w/ Rye,0
2012,1,ROT37,NIT2,TIL2,Corn w/ Rye,1242
2013,1,ROT37,NIT2,TIL2,Soybean w/ Rye,0
2014,1,ROT37,NIT2,TIL2,Corn w/ Rye,9167
2015,1,ROT37,NIT2,TIL2,Soybean w/ Rye,0
2011,1,ROT4,NIT1,TIL2,Corn,0
2012,1,ROT4,NIT1,TIL2,Soybean,0
2013,1,ROT4,NIT1,TIL2,Corn,4737
2014,1,ROT4,NIT1,TIL2,Soybean,0
2015,1,ROT4,NIT1,TIL2,Corn,5364
2011,1,ROT37,NIT1,TIL1,Soybean w/ Rye,0
2012,1,ROT37,NIT1,TIL1,Corn w/ Rye,1478
2013,1,ROT37,NIT1,TIL1,Soybean w/ Rye,0
2014,1,ROT37,NIT1,TIL1,Corn w/ Rye,10886
2015,1,ROT37,NIT1,TIL1,Soybean w/ Rye,0
2011,1,ROT4,NIT2,TIL1,Corn,0
2012,1,ROT4,NIT2,TIL1,Soybean,0
2013,1,ROT4,NIT2,TIL1,Corn,5565
2014,1,ROT4,NIT2,TIL1,Soybean,0
2015,1,ROT4,NIT2,TIL1,Corn,2664
2011,1,ROT5,NIT4,TIL1,Soybean,0
2012,1,ROT5,NIT4,TIL1,Corn,846
2013,1,ROT5,NIT4,TIL1,Soybean,0
2014,1,ROT5,NIT4,TIL1,Corn,15071
2015,1,ROT5,NIT4,TIL1,Soybean,0
2011,1,ROT4,NIT3,TIL2,Corn,0
2012,1,ROT4,NIT3,TIL2,Soybean,0
2013,1,ROT4,NIT3,TIL2,Corn,5335
2014,1,ROT4,NIT3,TIL2,Soybean,0
2015,1,ROT4,NIT3,TIL2,Corn,3433
2011,1,ROT37,NIT4,TIL1,Soybean w/ Rye,0
2012,1,ROT37,NIT4,TIL1,Corn w/ Rye,1155
2013,1,ROT37,NIT4,TIL1,Soybean w/ Rye,0
2014,1,ROT37,NIT4,TIL1,Corn w/ Rye,10654
2015,1,ROT37,NIT4,TIL1,Soybean w/ Rye,0
2011,1,ROT4,NIT2,TIL2,Corn,0
2012,1,ROT4,NIT2,TIL2,Soybean,0
2013,1,ROT4,NIT2,TIL2,Corn,5314
2014,1,ROT4,NIT2,TIL2,Soybean,0
2015,1,ROT4,NIT2,TIL2,Corn,1967
2011,1,ROT37,NIT2,TIL1,Soybean w/ Rye,0
2012,1,ROT37,NIT2,TIL1,Corn w/ Rye,1681
2013,1,ROT37,NIT2,TIL1,Soybean w/ Rye,0
2014,1,ROT37,NIT2,TIL1,Corn w/ Rye,21916
2015,1,ROT37,NIT2,TIL1,Soybean w/ Rye,0
2011,1,ROT36,NIT2,TIL1,Corn w/ Rye,0
2012,1,ROT36,NIT2,TIL1,Soybean w/ Rye,0
2013,1,ROT36,NIT2,TIL1,Corn w/ Rye,4851
2014,1,ROT36,NIT2,TIL1,Soybean w/ Rye,0
2015,1,ROT36,NIT2,TIL1,Corn w/ Rye,3483
2011,1,ROT5,NIT2,TIL1,Soybean,0
2012,1,ROT5,NIT2,TIL1,Corn,448
2013,1,ROT5,NIT2,TIL1,Soybean,0
2014,1,ROT5,NIT2,TIL1,Corn,16447
2015,1,ROT5,NIT2,TIL1,Soybean,0
2011,1,ROT36,NIT3,TIL2,Corn w/ Rye,0
2012,1,ROT36,NIT3,TIL2,Soybean w/ Rye,0
2013,1,ROT36,NIT3,TIL2,Corn w/ Rye,4720
2014,1,ROT36,NIT3,TIL2,Soybean w/ Rye,0
2015,1,ROT36,NIT3,TIL2,Corn w/ Rye,6147
2011,1,ROT5,NIT4,TIL2,Soybean,0
2012,1,ROT5,NIT4,TIL2,Corn,950
2013,1,ROT5,NIT4,TIL2,Soybean,0
2014,1,ROT5,NIT4,TIL2,Corn,17318
2015,1,ROT5,NIT4,TIL2,Soybean,0
2011,1,ROT36,NIT1,TIL1,Corn w/ Rye,0
2012,1,ROT36,NIT1,TIL1,Soybean w/ Rye,0
2013,1,ROT36,NIT1,TIL1,Corn w/ Rye,1111
2014,1,ROT36,NIT1,TIL1,Soybean w/ Rye,0
2015,1,ROT36,NIT1,TIL1,Corn w/ Rye,2620
2011,1,ROT5,NIT3,TIL1,Soybean,0
2012,1,ROT5,NIT3,TIL1,Corn,1640
2013,1,ROT5,NIT3,TIL1,Soybean,0
2014,1,ROT5,NIT3,TIL1,Corn,16304
2015,1,ROT5,NIT3,TIL1,Soybean,0
2011,1,ROT36,NIT4,TIL2,Corn w/ Rye,0
2012,1,ROT36,NIT4,TIL2,Soybean w/ Rye,0
2013,1,ROT36,NIT4,TIL2,Corn w/ Rye,2051
2014,1,ROT36,NIT4,TIL2,Soybean w/ Rye,0
2015,1,ROT36,NIT4,TIL2,Corn w/ Rye,3543
2011,1,ROT37,NIT3,TIL1,Soybean w/ Rye,0
2012,1,ROT37,NIT3,TIL1,Corn w/ Rye,2575
2013,1,ROT37,NIT3,TIL1,Soybean w/ Rye,0
2014,1,ROT37,NIT3,TIL1,Corn w/ Rye,15506
2015,1,ROT37,NIT3,TIL1,Soybean w/ Rye,0
2011,1,ROT4,NIT1,TIL1,Corn,0
2012,1,ROT4,NIT1,TIL1,Soybean,0
2013,1,ROT4,NIT1,TIL1,Corn,2102
2014,1,ROT4,NIT1,TIL1,Soybean,0
2015,1,ROT4,NIT1,TIL1,Corn,5917
2011,1,ROT5,NIT2,TIL2,Soybean,0
2012,1,ROT5,NIT2,TIL2,Corn,1321
2013,1,ROT5,NIT2,TIL2,Soybean,0
2014,1,ROT5,NIT2,TIL2,Corn,19260
2015,1,ROT5,NIT2,TIL2,Soybean,0
2011,1,ROT36,NIT3,TIL1,Corn w/ Rye,0
2012,1,ROT36,NIT3,TIL1,Soybean w/ Rye,0
2013,1,ROT36,NIT3,TIL1,Corn w/ Rye,4259
2014,1,ROT36,NIT3,TIL1,Soybean w/ Rye,0
2015,1,ROT36,NIT3,TIL1,Corn w/ Rye,11888
2011,2,ROT5,NIT3,TIL2,Soybean,0
2012,2,ROT5,NIT3,TIL2,Corn,1133
2013,2,ROT5,NIT3,TIL2,Soybean,0
2014,2,ROT5,NIT3,TIL2,Corn,8855
2015,2,ROT5,NIT3,TIL2,Soybean,0
2011,2,ROT4,NIT3,TIL1,Corn,0
2012,2,ROT4,NIT3,TIL1,Soybean,0
2013,2,ROT4,NIT3,TIL1,Corn,9954
2014,2,ROT4,NIT3,TIL1,Soybean,0
2015,2,ROT4,NIT3,TIL1,Corn,7504
2011,2,ROT37,NIT4,TIL2,Soybean w/ Rye,0
2012,2,ROT37,NIT4,TIL2,Corn w/ Rye,218
2013,2,ROT37,NIT4,TIL2,Soybean w/ Rye,0
2014,2,ROT37,NIT4,TIL2,Corn w/ Rye,4120
2015,2,ROT37,NIT4,TIL2,Soybean w/ Rye,0
2011,2,ROT4,NIT4,TIL2,Corn,0
2012,2,ROT4,NIT4,TIL2,Soybean,0
2013,2,ROT4,NIT4,TIL2,Corn,11074
2014,2,ROT4,NIT4,TIL2,Soybean,0
2015,2,ROT4,NIT4,TIL2,Corn,5303
2011,2,ROT37,NIT3,TIL1,Soybean w/ Rye,0
2012,2,ROT37,NIT3,TIL1,Corn w/ Rye,770
2013,2,ROT37,NIT3,TIL1,Soybean w/ Rye,0
2014,2,ROT37,NIT3,TIL1,Corn w/ Rye,6994
2015,2,ROT37,NIT3,TIL1,Soybean w/ Rye,0
2011,2,ROT4,NIT4,TIL1,Corn,0
2012,2,ROT4,NIT4,TIL1,Soybean,0
2013,2,ROT4,NIT4,TIL1,Corn,14434
2014,2,ROT4,NIT4,TIL1,Soybean,0
2015,2,ROT4,NIT4,TIL1,Corn,4559
2011,2,ROT37,NIT3,TIL2,Soybean w/ Rye,0
2012,2,ROT37,NIT3,TIL2,Corn w/ Rye,54
2013,2,ROT37,NIT3,TIL2,Soybean w/ Rye,0
2014,2,ROT37,NIT3,TIL2,Corn w/ Rye,6843
2015,2,ROT37,NIT3,TIL2,Soybean w/ Rye,0
2011,2,ROT36,NIT1,TIL2,Corn w/ Rye,0
2012,2,ROT36,NIT1,TIL2,Soybean w/ Rye,0
2013,2,ROT36,NIT1,TIL2,Corn w/ Rye,2175
2014,2,ROT36,NIT1,TIL2,Soybean w/ Rye,0
2015,2,ROT36,NIT1,TIL2,Corn w/ Rye,496
2011,2,ROT5,NIT1,TIL1,Soybean,0
2012,2,ROT5,NIT1,TIL1,Corn,177
2013,2,ROT5,NIT1,TIL1,Soybean,0
2014,2,ROT5,NIT1,TIL1,Corn,9213
2015,2,ROT5,NIT1,TIL1,Soybean,0
2011,2,ROT4,NIT2,TIL1,Corn,0
2012,2,ROT4,NIT2,TIL1,Soybean,0
2013,2,ROT4,NIT2,TIL1,Corn,13650
2014,2,ROT4,NIT2,TIL1,Soybean,0
2015,2,ROT4,NIT2,TIL1,Corn,3299
2011,2,ROT37,NIT2,TIL1,Soybean w/ Rye,0
2012,2,ROT37,NIT2,TIL1,Corn w/ Rye,458
2013,2,ROT37,NIT2,TIL1,Soybean w/ Rye,0
2014,2,ROT37,NIT2,TIL1,Corn w/ Rye,8477
2015,2,ROT37,NIT2,TIL1,Soybean w/ Rye,0
2011,2,ROT36,NIT2,TIL1,Corn w/ Rye,0
2012,2,ROT36,NIT2,TIL1,Soybean w/ Rye,0
2013,2,ROT36,NIT2,TIL1,Corn w/ Rye,10067
2014,2,ROT36,NIT2,TIL1,Soybean w/ Rye,0
2015,2,ROT36,NIT2,TIL1,Corn w/ Rye,2449
2011,2,ROT5,NIT3,TIL1,Soybean,0
2012,2,ROT5,NIT3,TIL1,Corn,1234
2013,2,ROT5,NIT3,TIL1,Soybean,0
2014,2,ROT5,NIT3,TIL1,Corn,5747
2015,2,ROT5,NIT3,TIL1,Soybean,0
2011,2,ROT36,NIT2,TIL2,Corn w/ Rye,0
2012,2,ROT36,NIT2,TIL2,Soybean w/ Rye,0
2013,2,ROT36,NIT2,TIL2,Corn w/ Rye,5974
2014,2,ROT36,NIT2,TIL2,Soybean w/ Rye,0
2015,2,ROT36,NIT2,TIL2,Corn w/ Rye,1524
2011,2,ROT37,NIT1,TIL2,Soybean w/ Rye,0
2012,2,ROT37,NIT1,TIL2,Corn w/ Rye,362
2013,2,ROT37,NIT1,TIL2,Soybean w/ Rye,0
2014,2,ROT37,NIT1,TIL2,Corn w/ Rye,3837
2015,2,ROT37,NIT1,TIL2,Soybean w/ Rye,0
2011,2,ROT4,NIT1,TIL2,Corn,0
2012,2,ROT4,NIT1,TIL2,Soybean,0
2013,2,ROT4,NIT1,TIL2,Corn,13404
2014,2,ROT4,NIT1,TIL2,Soybean,0
2015,2,ROT4,NIT1,TIL2,Corn,1359
2011,2,ROT37,NIT4,TIL1,Soybean w/ Rye,0
2012,2,ROT37,NIT4,TIL1,Corn w/ Rye,4
2013,2,ROT37,NIT4,TIL1,Soybean w/ Rye,0
2014,2,ROT37,NIT4,TIL1,Corn w/ Rye,2620
2015,2,ROT37,NIT4,TIL1,Soybean w/ Rye,0
2011,2,ROT36,NIT3,TIL1,Corn w/ Rye,0
2012,2,ROT36,NIT3,TIL1,Soybean w/ Rye,0
2013,2,ROT36,NIT3,TIL1,Corn w/ Rye,9955
2014,2,ROT36,NIT3,TIL1,Soybean w/ Rye,0
2015,2,ROT36,NIT3,TIL1,Corn w/ Rye,6851
2011,2,ROT37,NIT1,TIL1,Soybean w/ Rye,0
2012,2,ROT37,NIT1,TIL1,Corn w/ Rye,1628
2013,2,ROT37,NIT1,TIL1,Soybean w/ Rye,0
2014,2,ROT37,NIT1,TIL1,Corn w/ Rye,3174
2015,2,ROT37,NIT1,TIL1,Soybean w/ Rye,0
2011,2,ROT4,NIT3,TIL2,Corn,0
2012,2,ROT4,NIT3,TIL2,Soybean,0
2013,2,ROT4,NIT3,TIL2,Corn,13037
2014,2,ROT4,NIT3,TIL2,Soybean,0
2015,2,ROT4,NIT3,TIL2,Corn,1997
2011,2,ROT5,NIT2,TIL2,Soybean,0
2012,2,ROT5,NIT2,TIL2,Corn,678
2013,2,ROT5,NIT2,TIL2,Soybean,0
2014,2,ROT5,NIT2,TIL2,Corn,9070
2015,2,ROT5,NIT2,TIL2,Soybean,0
2011,2,ROT4,NIT1,TIL1,Corn,0
2012,2,ROT4,NIT1,TIL1,Soybean,0
2013,2,ROT4,NIT1,TIL1,Corn,6440
2014,2,ROT4,NIT1,TIL1,Soybean,0
2015,2,ROT4,NIT1,TIL1,Corn,659
2011,2,ROT5,NIT4,TIL1,Soybean,0
2012,2,ROT5,NIT4,TIL1,Corn,1793
2013,2,ROT5,NIT4,TIL1,Soybean,0
2014,2,ROT5,NIT4,TIL1,Corn,7481
2015,2,ROT5,NIT4,TIL1,Soybean,0
2011,2,ROT36,NIT4,TIL1,Corn w/ Rye,0
2012,2,ROT36,NIT4,TIL1,Soybean w/ Rye,0
2013,2,ROT36,NIT4,TIL1,Corn w/ Rye,6915
2014,2,ROT36,NIT4,TIL1,Soybean w/ Rye,0
2015,2,ROT36,NIT4,TIL1,Corn w/ Rye,3444
2011,2,ROT5,NIT2,TIL1,Soybean,0
2012,2,ROT5,NIT2,TIL1,Corn,2778
2013,2,ROT5,NIT2,TIL1,Soybean,0
2014,2,ROT5,NIT2,TIL1,Corn,7038
2015,2,ROT5,NIT2,TIL1,Soybean,0
2011,2,ROT36,NIT3,TIL2,Corn w/ Rye,0
2012,2,ROT36,NIT3,TIL2,Soybean w/ Rye,0
2013,2,ROT36,NIT3,TIL2,Corn w/ Rye,5580
2014,2,ROT36,NIT3,TIL2,Soybean w/ Rye,0
2015,2,ROT36,NIT3,TIL2,Corn w/ Rye,6488
2011,2,ROT5,NIT4,TIL2,Soybean,0
2012,2,ROT5,NIT4,TIL2,Corn,1789
2013,2,ROT5,NIT4,TIL2,Soybean,0
2014,2,ROT5,NIT4,TIL2,Corn,7158
2015,2,ROT5,NIT4,TIL2,Soybean,0
2011,2,ROT36,NIT1,TIL1,Corn w/ Rye,0
2012,2,ROT36,NIT1,TIL1,Soybean w/ Rye,0
2013,2,ROT36,NIT1,TIL1,Corn w/ Rye,3715
2014,2,ROT36,NIT1,TIL1,Soybean w/ Rye,0
2015,2,ROT36,NIT1,TIL1,Corn w/ Rye,781
2011,2,ROT5,NIT1,TIL2,Soybean,0
2012,2,ROT5,NIT1,TIL2,Corn,1594
2013,2,ROT5,NIT1,TIL2,Soybean,0
2014,2,ROT5,NIT1,TIL2,Corn,6796
2015,2,ROT5,NIT1,TIL2,Soybean,0
2011,2,ROT36,NIT4,TIL2,Corn w/ Rye,0
2012,2,ROT36,NIT4,TIL2,Soybean w/ Rye,0
2013,2,ROT36,NIT4,TIL2,Corn w/ Rye,2873
2014,2,ROT36,NIT4,TIL2,Soybean w/ Rye,0
2015,2,ROT36,NIT4,TIL2,Corn w/ Rye,3772
2011,2,ROT37,NIT2,TIL2,Soybean w/ Rye,0
2012,2,ROT37,NIT2,TIL2,Corn w/ Rye,768
2013,2,ROT37,NIT2,TIL2,Soybean w/ Rye,0
2014,2,ROT37,NIT2,TIL2,Corn w/ Rye,8710
2015,2,ROT37,NIT2,TIL2,Soybean w/ Rye,0
2011,2,ROT4,NIT2,TIL2,Corn,0
2012,2,ROT4,NIT2,TIL2,Soybean,0
2013,2,ROT4,NIT2,TIL2,Corn,8707
2014,2,ROT4,NIT2,TIL2,Soybean,0
2015,2,ROT4,NIT2,TIL2,Corn,3697
2011,3,ROT37,NIT3,TIL2,Soybean w/ Rye,0
2012,3,ROT37,NIT3,TIL2,Corn w/ Rye,262
2013,3,ROT37,NIT3,TIL2,Soybean w/ Rye,0
2014,3,ROT37,NIT3,TIL2,Corn w/ Rye,8067
2015,3,ROT37,NIT3,TIL2,Soybean w/ Rye,0
2011,3,ROT4,NIT4,TIL2,Corn,0
2012,3,ROT4,NIT4,TIL2,Soybean,0
2013,3,ROT4,NIT4,TIL2,Corn,3905
2014,3,ROT4,NIT4,TIL2,Soybean,0
2015,3,ROT4,NIT4,TIL2,Corn,11780
2011,3,ROT37,NIT4,TIL1,Soybean w/ Rye,0
2012,3,ROT37,NIT4,TIL1,Corn w/ Rye,77
2013,3,ROT37,NIT4,TIL1,Soybean w/ Rye,0
2014,3,ROT37,NIT4,TIL1,Corn w/ Rye,11018
2015,3,ROT37,NIT4,TIL1,Soybean w/ Rye,0
2011,3,ROT36,NIT3,TIL2,Corn w/ Rye,0
2012,3,ROT36,NIT3,TIL2,Soybean w/ Rye,0
2013,3,ROT36,NIT3,TIL2,Corn w/ Rye,3730
2014,3,ROT36,NIT3,TIL2,Soybean w/ Rye,0
2015,3,ROT36,NIT3,TIL2,Corn w/ Rye,5795
2011,3,ROT5,NIT4,TIL1,Soybean,0
2012,3,ROT5,NIT4,TIL1,Corn,29
2013,3,ROT5,NIT4,TIL1,Soybean,0
2014,3,ROT5,NIT4,TIL1,Corn,12383
2015,3,ROT5,NIT4,TIL1,Soybean,0
2011,3,ROT36,NIT2,TIL2,Corn w/ Rye,0
2012,3,ROT36,NIT2,TIL2,Soybean w/ Rye,0
2013,3,ROT36,NIT2,TIL2,Corn w/ Rye,5780
2014,3,ROT36,NIT2,TIL2,Soybean w/ Rye,0
2015,3,ROT36,NIT2,TIL2,Corn w/ Rye,1121
2011,3,ROT5,NIT1,TIL2,Soybean,0
2012,3,ROT5,NIT1,TIL2,Corn,10
2013,3,ROT5,NIT1,TIL2,Soybean,0
2014,3,ROT5,NIT1,TIL2,Corn,12986
2015,3,ROT5,NIT1,TIL2,Soybean,0
2011,3,ROT4,NIT1,TIL2,Corn,0
2012,3,ROT4,NIT1,TIL2,Soybean,0
2013,3,ROT4,NIT1,TIL2,Corn,5297
2014,3,ROT4,NIT1,TIL2,Soybean,0
2015,3,ROT4,NIT1,TIL2,Corn,4459
2011,3,ROT37,NIT1,TIL2,Soybean w/ Rye,0
2012,3,ROT37,NIT1,TIL2,Corn w/ Rye,2228
2013,3,ROT37,NIT1,TIL2,Soybean w/ Rye,0
2014,3,ROT37,NIT1,TIL2,Corn w/ Rye,4493
2015,3,ROT37,NIT1,TIL2,Soybean w/ Rye,0
2011,3,ROT4,NIT2,TIL2,Corn,0
2012,3,ROT4,NIT2,TIL2,Soybean,0
2013,3,ROT4,NIT2,TIL2,Corn,7944
2014,3,ROT4,NIT2,TIL2,Soybean,0
2015,3,ROT4,NIT2,TIL2,Corn,6455
2011,3,ROT5,NIT1,TIL1,Soybean,0
2012,3,ROT5,NIT1,TIL1,Corn,1253
2013,3,ROT5,NIT1,TIL1,Soybean,0
2014,3,ROT5,NIT1,TIL1,Corn,13417
2015,3,ROT5,NIT1,TIL1,Soybean,0
2011,3,ROT36,NIT3,TIL1,Corn w/ Rye,0
2012,3,ROT36,NIT3,TIL1,Soybean w/ Rye,0
2013,3,ROT36,NIT3,TIL1,Corn w/ Rye,5505
2014,3,ROT36,NIT3,TIL1,Soybean w/ Rye,0
2015,3,ROT36,NIT3,TIL1,Corn w/ Rye,12404
2011,3,ROT37,NIT3,TIL1,Soybean w/ Rye,0
2012,3,ROT37,NIT3,TIL1,Corn w/ Rye,620
2013,3,ROT37,NIT3,TIL1,Soybean w/ Rye,0
2014,3,ROT37,NIT3,TIL1,Corn w/ Rye,10921
2015,3,ROT37,NIT3,TIL1,Soybean w/ Rye,0
2011,3,ROT4,NIT4,TIL1,Corn,0
2012,3,ROT4,NIT4,TIL1,Soybean,0
2013,3,ROT4,NIT4,TIL1,Corn,3891
2014,3,ROT4,NIT4,TIL1,Soybean,0
2015,3,ROT4,NIT4,TIL1,Corn,10663
2011,3,ROT5,NIT4,TIL2,Soybean,0
2012,3,ROT5,NIT4,TIL2,Corn,10
2013,3,ROT5,NIT4,TIL2,Soybean,0
2014,3,ROT5,NIT4,TIL2,Corn,13357
2015,3,ROT5,NIT4,TIL2,Soybean,0
2011,3,ROT4,NIT3,TIL1,Corn,0
2012,3,ROT4,NIT3,TIL1,Soybean,0
2013,3,ROT4,NIT3,TIL1,Corn,5001
2014,3,ROT4,NIT3,TIL1,Soybean,0
2015,3,ROT4,NIT3,TIL1,Corn,11644
2011,3,ROT37,NIT2,TIL2,Soybean w/ Rye,0
2012,3,ROT37,NIT2,TIL2,Corn w/ Rye,4
2013,3,ROT37,NIT2,TIL2,Soybean w/ Rye,0
2014,3,ROT37,NIT2,TIL2,Corn w/ Rye,7627
2015,3,ROT37,NIT2,TIL2,Soybean w/ Rye,0
2011,3,ROT36,NIT1,TIL1,Corn w/ Rye,0
2012,3,ROT36,NIT1,TIL1,Soybean w/ Rye,0
2013,3,ROT36,NIT1,TIL1,Corn w/ Rye,2071
2014,3,ROT36,NIT1,TIL1,Soybean w/ Rye,0
2015,3,ROT36,NIT1,TIL1,Corn w/ Rye,2621
2011,3,ROT5,NIT3,TIL1,Soybean,0
2012,3,ROT5,NIT3,TIL1,Corn,39
2013,3,ROT5,NIT3,TIL1,Soybean,0
2014,3,ROT5,NIT3,TIL1,Corn,13719
2015,3,ROT5,NIT3,TIL1,Soybean,0
2011,3,ROT36,NIT1,TIL2,Corn w/ Rye,0
2012,3,ROT36,NIT1,TIL2,Soybean w/ Rye,0
2013,3,ROT36,NIT1,TIL2,Corn w/ Rye,2892
2014,3,ROT36,NIT1,TIL2,Soybean w/ Rye,0
2015,3,ROT36,NIT1,TIL2,Corn w/ Rye,1237
2011,3,ROT5,NIT2,TIL1,Soybean,0
2012,3,ROT5,NIT2,TIL1,Corn,2
2013,3,ROT5,NIT2,TIL1,Soybean,0
2014,3,ROT5,NIT2,TIL1,Corn,12266
2015,3,ROT5,NIT2,TIL1,Soybean,0
2011,3,ROT36,NIT4,TIL2,Corn w/ Rye,0
2012,3,ROT36,NIT4,TIL2,Soybean w/ Rye,0
2013,3,ROT36,NIT4,TIL2,Corn w/ Rye,2078
2014,3,ROT36,NIT4,TIL2,Soybean w/ Rye,0
2015,3,ROT36,NIT4,TIL2,Corn w/ Rye,3352
2011,3,ROT37,NIT2,TIL1,Soybean w/ Rye,0
2012,3,ROT37,NIT2,TIL1,Corn w/ Rye,68
2013,3,ROT37,NIT2,TIL1,Soybean w/ Rye,0
2014,3,ROT37,NIT2,TIL1,Corn w/ Rye,14087
2015,3,ROT37,NIT2,TIL1,Soybean w/ Rye,0
2011,3,ROT4,NIT3,TIL2,Corn,0
2012,3,ROT4,NIT3,TIL2,Soybean,0
2013,3,ROT4,NIT3,TIL2,Corn,5818
2014,3,ROT4,NIT3,TIL2,Soybean,0
2015,3,ROT4,NIT3,TIL2,Corn,11963
2011,3,ROT37,NIT1,TIL1,Soybean w/ Rye,0
2012,3,ROT37,NIT1,TIL1,Corn w/ Rye,236
2013,3,ROT37,NIT1,TIL1,Soybean w/ Rye,0
2014,3,ROT37,NIT1,TIL1,Corn w/ Rye,8638
2015,3,ROT37,NIT1,TIL1,Soybean w/ Rye,0
2011,3,ROT36,NIT4,TIL1,Corn w/ Rye,0
2012,3,ROT36,NIT4,TIL1,Soybean w/ Rye,0
2013,3,ROT36,NIT4,TIL1,Corn w/ Rye,3820
2014,3,ROT36,NIT4,TIL1,Soybean w/ Rye,0
2015,3,ROT36,NIT4,TIL1,Corn w/ Rye,9549
2011,3,ROT37,NIT4,TIL2,Soybean w/ Rye,0
2012,3,ROT37,NIT4,TIL2,Corn w/ Rye,2010
2013,3,ROT37,NIT4,TIL2,Soybean w/ Rye,0
2014,3,ROT37,NIT4,TIL2,Corn w/ Rye,6082
2015,3,ROT37,NIT4,TIL2,Soybean w/ Rye,0
2011,3,ROT36,NIT2,TIL1,Corn w/ Rye,0
2012,3,ROT36,NIT2,TIL1,Soybean w/ Rye,0
