"","year","campaign","date","treatment","replicate","station","species","total_biomass_estimated","c_input_crop","c_input_cover","c_input_weedy","compilation_biomass"
"975","2013","Harvest","2013-07-17","T3","R4","S2","Triticum aestivum L. (*)",NA,1341.54342,NA,73.3975,6670
"976","2013","Harvest","2013-07-17","T3","R6","S3","Triticum aestivum L. (*)",NA,1468.09152,NA,20.9525,6955.3
"977","2013","Harvest","2013-07-17","T4","R2","S3","Triticum aestivum L. (*)",NA,733.51152,NA,843.4125,5605.5
"978","2013","Harvest","2013-07-17","T3","R4","S3","Triticum aestivum L. (*)",NA,1280.4814575,NA,32.47,6328.5
"979","2013","Harvest","2013-07-17","T4","R3","S5","Triticum aestivum L. (*)",NA,638.266545,NA,1142.6125,6268
"980","2013","Harvest","2013-07-17","T3","R4","S4","Triticum aestivum L. (*)",NA,1415.919645,NA,85.34,7061.2
"981","2013","Harvest","2013-07-17","T4","R3","S2","Triticum aestivum L. (*)",NA,892.6566075,NA,653.395,5802
"982","2013","Harvest","2013-07-17","T4","R5","S2","Triticum aestivum L. (*)",NA,896.95557,NA,321.64,5443
"983","2013","Harvest","2013-07-17","T4","R5","S4","Triticum aestivum L. (*)",NA,726.082245,NA,851.3175,5866.9
"984","2013","Harvest","2013-07-17","T4","R1","S1","Triticum aestivum L. (*)",NA,902.96577,NA,309.995,5198.1
"985","2013","Harvest","2013-07-17","T3","R5","S5","Triticum aestivum L. (*)",NA,1146.796245,NA,8.4575,5796.3
"986","2013","Harvest","2013-07-17","T3","R5","S2","Triticum aestivum L. (*)",NA,1465.8794325,NA,119,7725.3
"987","2013","Harvest","2013-07-17","T4","R2","S4","Triticum aestivum L. (*)",NA,886.187295,NA,1244.315,7190.3
"988","2013","Harvest","2013-07-17","T3","R5","S1","Triticum aestivum L. (*)",NA,1330.19082,NA,102.17,7830.2
"989","2013","Harvest","2013-07-17","T4","R4","S4","Triticum aestivum L. (*)",NA,706.96647,NA,404.77,4661.9
"990","2013","Harvest","2013-07-17","T3","R4","S1","Triticum aestivum L. (*)",NA,1406.6121825,NA,8.925,6913
"991","2013","Harvest","2013-07-17","T3","R6","S2","Triticum aestivum L. (*)",NA,1466.004645,NA,57.12,7435.1
"992","2013","Harvest","2013-07-17","T4","R3","S4","Triticum aestivum L. (*)",NA,905.1778575,NA,1236.07,7693.3
"993","2013","Harvest","2013-07-17","T4","R5","S1","Triticum aestivum L. (*)",NA,887.0637825,NA,122.6975,4945.7
"994","2013","Harvest","2013-07-17","T4","R4","S3","Triticum aestivum L. (*)",NA,743.7372075,NA,968.6175,6204.8
"995","2013","Harvest","2013-07-17","T4","R2","S5","Triticum aestivum L. (*)",NA,1019.2047075,NA,1262.2075,8118.6
"996","2013","Harvest","2013-07-17","T4","R1","S5","Triticum aestivum L. (*)",NA,910.228095,NA,823.1825,6292.5
"997","2013","Harvest","2013-07-17","T3","R6","S4","Triticum aestivum L. (*)",NA,1240.4134575,NA,22.185,5786.8
"998","2013","Harvest","2013-07-17","T4","R4","S1","Triticum aestivum L. (*)",NA,674.91207,NA,628.15,5121
"999","2013","Harvest","2013-07-17","T4","R2","S2","Triticum aestivum L. (*)",NA,602.45577,NA,428.145,4227.1
"1000","2013","Harvest","2013-07-17","T4","R4","S2","Triticum aestivum L. (*)",NA,767.23542,NA,448.0775,5041.2
"1001","2013","Harvest","2013-07-17","T3","R5","S3","Triticum aestivum L. (*)",NA,1216.66482,NA,42.755,6323.1
"1002","2013","Harvest","2013-07-17","T3","R5","S4","Triticum aestivum L. (*)",NA,1562.08437,NA,85.34,8138.7
"1003","2013","Harvest","2013-07-17","T3","R3","S1","Triticum aestivum L. (*)",NA,1566.09117,NA,65.365,8060.1
"1004","2013","Harvest","2013-07-17","T4","R5","S3","Triticum aestivum L. (*)",NA,667.06542,NA,640.9425,5124.1
"1005","2013","Harvest","2013-07-17","T4","R1","S2","Triticum aestivum L. (*)",NA,723.744945,NA,205.36,4156.7
"1006","2013","Harvest","2013-07-17","T4","R1","S3","Triticum aestivum L. (*)",NA,887.6481075,NA,396.355,5343.7
"1007","2013","Harvest","2013-07-17","T3","R3","S5","Triticum aestivum L. (*)",NA,1200.5958825,NA,NA,5425.3
"1008","2013","Harvest","2013-07-17","T4","R1","S4","Triticum aestivum L. (*)",NA,673.57647,NA,1148.69,6265.8
"1009","2013","Harvest","2013-07-17","T3","R3","S2","Triticum aestivum L. (*)",NA,1768.6432575,NA,171.4025,9431.3
"1010","2013","Harvest","2013-07-17","T3","R4","S5","Triticum aestivum L. (*)",NA,1457.40672,NA,12.1125,6982.5
"1011","2013","Harvest","2013-07-16","T3","R2","S1","Triticum aestivum L. (*)",NA,1259.1118575,NA,32.1725,5935.9
"1012","2013","Harvest","2013-07-16","T3","R2","S2","Triticum aestivum L. (*)",NA,1311.9515325,NA,22.2275,6050.6
"1013","2013","Harvest","2013-07-16","T3","R2","S4","Triticum aestivum L. (*)",NA,1521.3903075,NA,6.5025,7013.8
"1014","2013","Harvest","2013-07-16","T3","R1","S5","Triticum aestivum L. (*)",NA,1463.3751825,NA,27.4125,7118.1
"1015","2013","Harvest","2013-07-16","T3","R2","S3","Triticum aestivum L. (*)",NA,1332.110745,NA,28.4325,6172.9
"1016","2013","Harvest","2013-07-16","T3","R2","S5","Triticum aestivum L. (*)",NA,1393.6735575,NA,18.6575,6482.2
"1017","2013","Harvest","2013-07-16","T3","R1","S3","Triticum aestivum L. (*)",NA,1267.3758825,NA,4.0375,6065.6
"1018","2013","Harvest","2013-07-16","T3","R1","S4","Triticum aestivum L. (*)",NA,1179.9775575,NA,14.6625,6049.9
"1019","2013","Harvest","2013-07-15","T2","R3","S2","Triticum aestivum L. (*)",NA,1303.562295,NA,NA,7463.5
"1020","2013","Harvest","2013-07-15","T3","R1","S1","Triticum aestivum L. (*)",NA,1331.02557,NA,7.905,6779.1
"1021","2013","Harvest","2013-07-15","T2","R5","S2","Triticum aestivum L. (*)",NA,692.5670325,NA,58.8625,4063.8
"1022","2013","Harvest","2013-07-15","T2","R5","S3","Triticum aestivum L. (*)",NA,662.0986575,NA,117.7675,3894.8
"1023","2013","Harvest","2013-07-15","T2","R4","S2","Triticum aestivum L. (*)",NA,1509.2029575,NA,NA,7994.6
"1024","2013","Harvest","2013-07-15","T1","R6","S4","Triticum aestivum L. (*)",NA,1542.0921075,NA,NA,7711.5
"1025","2013","Harvest","2013-07-15","T2","R4","S4","Triticum aestivum L. (*)",NA,1762.5495825,NA,NA,9219.6
"1026","2013","Harvest","2013-07-15","T1","R5","S5","Triticum aestivum L. (*)",NA,1685.96127,NA,NA,8271.7
"1027","2013","Harvest","2013-07-15","T1","R3","S3","Triticum aestivum L. (*)",NA,1635.1667325,NA,NA,9104.2
"1028","2013","Harvest","2013-07-15","T2","R6","S1","Triticum aestivum L. (*)",NA,1519.9712325,NA,5.95,7644.7
"1029","2013","Harvest","2013-07-15","T2","R5","S4","Triticum aestivum L. (*)",NA,1279.27107,NA,11.135,6768.8
"1030","2013","Harvest","2013-07-15","T1","R4","S1","Triticum aestivum L. (*)",NA,1702.2806325,NA,NA,8049.2
"1031","2013","Harvest","2013-07-15","T1","R4","S5","Triticum aestivum L. (*)",NA,1743.05817,NA,NA,8207.6
"1032","2013","Harvest","2013-07-15","T1","R6","S3","Triticum aestivum L. (*)",NA,1149.0918075,NA,15.555,5552.6
"1033","2013","Harvest","2013-07-15","T1","R4","S4","Triticum aestivum L. (*)",NA,1381.2357825,NA,80.7075,6760.9
"1034","2013","Harvest","2013-07-15","T1","R3","S2","Triticum aestivum L. (*)",NA,1692.80622,NA,NA,8453
"1035","2013","Harvest","2013-07-15","T1","R5","S2","Triticum aestivum L. (*)",NA,1907.4621825,NA,NA,9439.6
"1036","2013","Harvest","2013-07-15","T2","R6","S5","Triticum aestivum L. (*)",NA,1492.46622,NA,6.205,7613.2
"1037","2013","Harvest","2013-07-15","T2","R3","S1","Triticum aestivum L. (*)",NA,1048.21227,NA,NA,5801.3
"1038","2013","Harvest","2013-07-15","T2","R5","S5","Triticum aestivum L. (*)",NA,737.51832,NA,54.7825,3945
"1039","2013","Harvest","2013-07-15","T2","R4","S5","Triticum aestivum L. (*)",NA,1547.89362,NA,53.6775,7864.5
"1040","2013","Harvest","2013-07-15","T2","R6","S3","Triticum aestivum L. (*)",NA,1289.62197,NA,40.12,6379.2
"1041","2013","Harvest","2013-07-15","T1","R4","S2","Triticum aestivum L. (*)",NA,1500.062445,NA,NA,7216.2
"1042","2013","Harvest","2013-07-15","T2","R3","S3","Triticum aestivum L. (*)",NA,1365.0416325,NA,25.075,7916.8
"1043","2013","Harvest","2013-07-15","T1","R5","S4","Triticum aestivum L. (*)",NA,1937.2627575,NA,NA,9481.2
"1044","2013","Harvest","2013-07-15","T2","R3","S5","Triticum aestivum L. (*)",NA,1586.208645,NA,42.7975,8572.9
"1045","2013","Harvest","2013-07-15","T2","R6","S4","Triticum aestivum L. (*)",NA,1623.271545,NA,52.0625,8112.5
"1046","2013","Harvest","2013-07-15","T3","R1","S2","Triticum aestivum L. (*)",NA,1379.858445,NA,53.465,6821.8
"1047","2013","Harvest","2013-07-15","T1","R6","S5","Triticum aestivum L. (*)",NA,1184.7356325,NA,NA,5940
"1048","2013","Harvest","2013-07-15","T1","R4","S3","Triticum aestivum L. (*)",NA,1745.979795,NA,NA,8211.4
"1049","2013","Harvest","2013-07-15","T1","R5","S3","Triticum aestivum L. (*)",NA,1769.60322,NA,NA,8694.4
"1050","2013","Harvest","2013-07-15","T2","R6","S2","Triticum aestivum L. (*)",NA,1445.7619575,NA,7.565,7082.9
"1051","2013","Harvest","2013-07-15","T2","R3","S4","Triticum aestivum L. (*)",NA,1424.8932075,NA,22.695,7527.3
"1052","2013","Harvest","2013-07-15","T2","R4","S1","Triticum aestivum L. (*)",NA,1483.11702,NA,2.8475,8083.8
"1053","2013","Harvest","2013-07-15","T1","R6","S2","Triticum aestivum L. (*)",NA,1196.0882325,NA,7.8625,5764.8
"1054","2013","Harvest","2013-07-15","T1","R5","S1","Triticum aestivum L. (*)",NA,1502.232795,NA,NA,7249
"1055","2013","Harvest","2013-07-15","T1","R6","S1","Triticum aestivum L. (*)",NA,1267.334145,NA,13.09,6433.5
"1056","2013","Harvest","2013-07-15","T2","R4","S3","Triticum aestivum L. (*)",NA,1514.420145,NA,0.6375,7856.2
"1057","2013","Harvest","2013-07-15","T2","R5","S1","Triticum aestivum L. (*)",NA,876.9633075,NA,23.885,5514.5
"1058","2013","Harvest","2013-07-12","T2","R2","S3","Triticum aestivum L. (*)",NA,947.624895,NA,NA,5695.4
"1059","2013","Harvest","2013-07-12","T2","R2","S1","Triticum aestivum L. (*)",NA,785.7251325,NA,16.745,4811.4
"1060","2013","Harvest","2013-07-12","T1","R1","S1","Triticum aestivum L. (*)",NA,1423.4741325,NA,NA,7440.1
"1061","2013","Harvest","2013-07-12","T2","R1","S1","Triticum aestivum L. (*)",NA,1119.9590325,NA,5.5675,6937.3
"1062","2013","Harvest","2013-07-12","T1","R2","S3","Triticum aestivum L. (*)",NA,1599.6898575,NA,NA,8369.9
"1063","2013","Harvest","2013-07-12","T1","R2","S1","Triticum aestivum L. (*)",NA,1697.48082,NA,1.7,7625.8
"1064","2013","Harvest","2013-07-12","T1","R1","S2","Triticum aestivum L. (*)",NA,1139.450445,NA,NA,6525.8
"1065","2013","Harvest","2013-07-12","T2","R1","S2","Triticum aestivum L. (*)",NA,1014.2796825,NA,NA,6269.5
"1066","2013","Harvest","2013-07-12","T1","R3","S5","Triticum aestivum L. (*)",NA,1464.8777325,NA,NA,7885.8
"1067","2013","Harvest","2013-07-12","T2","R1","S5","Triticum aestivum L. (*)",NA,1209.736395,NA,NA,6926.6
"1068","2013","Harvest","2013-07-12","T1","R1","S3","Triticum aestivum L. (*)",NA,1561.2913575,NA,0.6375,8314.4
"1069","2013","Harvest","2013-07-12","T1","R2","S5","Triticum aestivum L. (*)",NA,1676.8207575,NA,NA,8535.9
"1070","2013","Harvest","2013-07-12","T2","R1","S4","Triticum aestivum L. (*)",NA,1574.10477,NA,27.7525,8538.2
"1071","2013","Harvest","2013-07-12","T1","R2","S2","Triticum aestivum L. (*)",NA,1697.48082,NA,NA,8520.5
"1072","2013","Harvest","2013-07-12","T1","R3","S4","Triticum aestivum L. (*)",NA,1709.7933825,NA,NA,8824
"1073","2013","Harvest","2013-07-12","T2","R1","S3","Triticum aestivum L. (*)",NA,868.90797,NA,NA,5384.5
"1074","2013","Harvest","2013-07-12","T1","R1","S5","Triticum aestivum L. (*)",NA,1532.03337,NA,NA,7605.3
"1075","2013","Harvest","2013-07-12","T2","R2","S2","Triticum aestivum L. (*)",NA,1064.155995,NA,6.8425,6271.3
"1076","2013","Harvest","2013-07-12","T1","R1","S4","Triticum aestivum L. (*)",NA,1580.9079825,NA,NA,7726.2
"1077","2013","Harvest","2013-07-12","T1","R3","S1","Triticum aestivum L. (*)",NA,1592.385795,NA,NA,8019.8
"1078","2013","Harvest","2013-07-12","T2","R2","S4","Triticum aestivum L. (*)",NA,1561.7087325,NA,NA,7992.3
"1079","2013","Harvest","2013-07-12","T2","R2","S5","Triticum aestivum L. (*)",NA,1507.7004075,NA,NA,8081.8
"1080","2013","Harvest","2013-07-12","T1","R2","S4","Triticum aestivum L. (*)",NA,1818.8952075,NA,NA,10521.15
"1081","2012","Harvest","2012-09-25","T3","R3","S5","Glycine max L. (*)",2280.53,690.296175,739.4529375,202.0025,3525.43
"1082","2012","Harvest","2012-09-25","T3","R6","S2","Glycine max L. (*)",2766.03,672.441282692308,1479.2979375,288.32,3388.43
"1083","2012","Harvest","2012-09-25","T4","R5","S2","Glycine max L. (*)",3084.5,711.949881634615,1009.7454375,474.0875,4227.63
"1084","2012","Harvest","2012-09-25","T1","R5","S4","Glycine max L. (*)",NA,775.46494125,NA,370.855,3504.4
"1085","2012","Harvest","2012-09-25","T1","R6","S5","Glycine max L. (*)",NA,1011.85627586538,NA,287.0875,4535.9
"1086","2012","Harvest","2012-09-25","T3","R3","S4","Glycine max L. (*)",2900.63,753.7647375,1320.3973125,300.475,3843.83
"1087","2012","Harvest","2012-09-25","T3","R4","S5","Glycine max L. (*)",2459.33,599.673297115385,868.1416875,337.11,3018.33
"1088","2012","Harvest","2012-09-25","T3","R3","S2","Glycine max L. (*)",3090.53,741.907973076923,1001.6735625,450.755,3953.03
"1089","2012","Harvest","2012-09-25","T3","R4","S4","Glycine max L. (*)",2820.93,679.229861538462,1092.0785625,376.805,3481.53
"1090","2012","Harvest","2012-09-25","T1","R1","S4","Glycine max L. (*)",NA,314.353047980769,NA,350.54,2359.9
"1091","2012","Harvest","2012-09-25","T4","R2","S4","Glycine max L. (*)",NA,715.218628846154,NA,579.2325,3856.4
"1092","2012","Harvest","2012-09-25","T1","R5","S3","Glycine max L. (*)",NA,699.395660480769,NA,354.6625,3153.6
"1093","2012","Harvest","2012-09-25","T3","R3","S3","Glycine max L. (*)",4598.63,1371.94388653846,1649.4991875,396.44,6238.73
"1094","2012","Harvest","2012-09-25","T4","R4","S5","Glycine max L. (*)",NA,705.95175375,NA,993.565,4643.2
"1095","2012","Harvest","2012-09-25","T3","R4","S3","Glycine max L. (*)",3264.43,706.802650961538,989.9116875,558.9175,3429.33
"1096","2012","Harvest","2012-09-25","T2","R5","S4","Glycine max L. (*)",NA,743.521422980769,NA,903.5925,3564.7
"1097","2012","Harvest","2012-09-25","T4","R5","S5","Glycine max L. (*)",2472.97,463.143817211538,1027.434375,438.345,2931
"1098","2012","Harvest","2012-09-25","T2","R1","S5","Glycine max L. (*)",NA,801.782308557692,NA,921.1875,3319.5
"1099","2012","Harvest","2012-09-25","T1","R4","S5","Glycine max L. (*)",NA,609.284250865385,NA,235.025,2919.5
"1100","2012","Harvest","2012-09-25","T4","R1","S2","Glycine max L. (*)",NA,532.5314625,NA,365.6275,2682.5
"1101","2012","Harvest","2012-09-25","T3","R1","S4","Glycine max L. (*)",2579.5,718.04100375,1240.6010625,211.3525,4909.33
"1102","2012","Harvest","2012-09-25","T1","R3","S5","Glycine max L. (*)",NA,855.486476826923,NA,257.4225,5520
"1103","2012","Harvest","2012-09-25","T1","R6","S4","Glycine max L. (*)",NA,1532.25199125,NA,363.0775,5992.1
"1104","2012","Harvest","2012-09-25","T4","R2","S2","Glycine max L. (*)",NA,320.504616346154,NA,320.6625,1957.9
"1105","2012","Harvest","2012-09-25","T3","R1","S3","Glycine max L. (*)",2277.6,594.172688365385,510.2116875,330.8625,2890.23
"1106","2012","Harvest","2012-09-25","T1","R1","S2","Glycine max L. (*)",NA,284.222917211538,NA,271.235,2502
"1107","2012","Harvest","2012-09-25","T1","R4","S3","Glycine max L. (*)",NA,210.339000865385,NA,288.8725,2899.4
"1108","2012","Harvest","2012-09-25","T4","R2","S5","Glycine max L. (*)",NA,805.7485125,NA,460.19,4062.4
"1109","2012","Harvest","2012-09-25","T4","R6","S4","Glycine max L. (*)",2890.67,520.521257596154,562.725,649.06,3564.9
"1110","2012","Harvest","2012-09-25","T4","R6","S2","Glycine max L. (*)",3684.2,654.432949903846,848.7691875,811.1975,3935.83
"1111","2012","Harvest","2012-09-25","T1","R6","S3","Glycine max L. (*)",NA,1131.58634798077,NA,388.4925,4477.2
"1112","2012","Harvest","2012-09-25","T3","R1","S1","Glycine max L. (*)",3543.3,824.751883557692,1446.5491875,485.4775,3996.93
"1113","2012","Harvest","2012-09-25","T4","R4","S3","Glycine max L. (*)",NA,693.630018173077,NA,231.2,3046.1
"1114","2012","Harvest","2012-09-25","T3","R5","S4","Glycine max L. (*)",3545.53,781.988486538462,1720.9929375,474.9375,3910.23
"1115","2012","Harvest","2012-09-25","T4","R3","S4","Glycine max L. (*)",NA,690.700699903846,NA,410.635,3298.4
"1116","2012","Harvest","2012-09-25","T1","R1","S3","Glycine max L. (*)",NA,285.013368173077,NA,233.58,2318.9
"1117","2012","Harvest","2012-09-25","T1","R2","S3","Glycine max L. (*)",NA,297.149115288462,NA,328.0575,2688.7
"1118","2012","Harvest","2012-09-25","T1","R6","S1","Glycine max L. (*)",NA,773.186582596154,NA,272.34,3304.5
"1119","2012","Harvest","2012-09-25","T4","R4","S2","Glycine max L. (*)",NA,812.94161625,NA,302.43,3504.4
"1120","2012","Harvest","2012-09-25","T4","R4","S4","Glycine max L. (*)",NA,589.569473942308,NA,291.6775,2552.3
"1121","2012","Harvest","2012-09-25","T3","R2","S2","Glycine max L. (*)",4277.33,1287.69111346154,938.2516875,467.9675,5416.13
"1122","2012","Harvest","2012-09-25","T4","R3","S2","Glycine max L. (*)",NA,665.964234519231,NA,567.8425,3518.2
"1123","2012","Harvest","2012-09-25","T4","R5","S3","Glycine max L. (*)",2677.7,613.190008557692,685.2560625,451.265,3688.23
"1124","2012","Harvest","2012-09-25","T1","R2","S5","Glycine max L. (*)",NA,433.571651826923,NA,143.6925,3151.7
"1125","2012","Harvest","2012-09-25","T1","R4","S1","Glycine max L. (*)",NA,379.681495096154,NA,281.0525,2580.8
"1126","2012","Harvest","2012-09-25","T2","R6","S4","Glycine max L. (*)",NA,899.286759519231,NA,635.6725,3782.9
"1127","2012","Harvest","2012-09-25","T2","R5","S3","Glycine max L. (*)",NA,734.36149125,NA,624.835,3094
"1128","2012","Harvest","2012-09-25","T4","R3","S5","Glycine max L. (*)",NA,934.392081634615,NA,363.375,4108
"1129","2012","Harvest","2012-09-25","T1","R4","S4","Glycine max L. (*)",NA,453.611908557692,NA,192.9925,2532.2
"1130","2012","Harvest","2012-09-25","T3","R1","S2","Glycine max L. (*)",2473.4,599.333868173077,805.1810625,355.0025,2886.93
"1131","2012","Harvest","2012-09-25","T2","R1","S4","Glycine max L. (*)",NA,785.601312403846,NA,507.4075,3209.7
"1132","2012","Harvest","2012-09-25","T2","R5","S5","Glycine max L. (*)",NA,595.474607596154,NA,529.6775,2601.2
"1133","2012","Harvest","2012-09-25","T2","R6","S2","Glycine max L. (*)",NA,1210.21297009615,NA,473.79,5083.1
"1134","2012","Harvest","2012-09-25","T3","R5","S3","Glycine max L. (*)",2282.93,687.831827884615,667.7285625,218.4925,3179.03
"1135","2012","Harvest","2012-09-25","T2","R3","S4","Glycine max L. (*)",NA,1143.16412971154,NA,427.9325,5174.8
"1136","2012","Harvest","2012-09-25","T2","R3","S2","Glycine max L. (*)",NA,951.921494134616,NA,549.355,3879.7
"1137","2012","Harvest","2012-09-25","T3","R1","S5","Glycine max L. (*)",3137.8,915.607247019231,1295.0285625,258.0175,4275.33
"1138","2012","Harvest","2012-09-25","T4","R4","S1","Glycine max L. (*)",NA,628.999027788461,NA,226.525,2760
"1139","2012","Harvest","2012-09-25","T4","R6","S1","Glycine max L. (*)",2915.1,491.646548942308,810.7160625,640.135,3569.03
"1140","2012","Harvest","2012-09-25","T3","R2","S1","Glycine max L. (*)",3345.3,1076.85924317308,1064.6341875,241.2725,4842.03
"1141","2012","Harvest","2012-09-25","T1","R2","S1","Glycine max L. (*)",NA,594.498168173077,NA,205.275,3219.5
"1142","2012","Harvest","2012-09-25","T3","R5","S2","Glycine max L. (*)",2917.73,694.480915384616,967.5410625,426.955,3136.93
"1143","2012","Harvest","2012-09-25","T3","R5","S5","Glycine max L. (*)",2395.73,703.547852884615,650.6623125,255.2125,3074.83
"1144","2012","Harvest","2012-09-25","T1","R3","S2","Glycine max L. (*)",NA,573.248986442308,NA,313.905,3686.2
"1145","2012","Harvest","2012-09-25","T4","R1","S3","Glycine max L. (*)",NA,552.571719230769,NA,270.81,2731.7
"1146","2012","Harvest","2012-09-25","T2","R6","S1","Glycine max L. (*)",NA,1048.40300855769,NA,692.155,4311.5
"1147","2012","Harvest","2012-09-25","T2","R4","S4","Glycine max L. (*)",NA,1336.77811817308,NA,1229.1,5789.9
"1148","2012","Harvest","2012-09-25","T4","R2","S3","Glycine max L. (*)",NA,759.065408653846,NA,207.6975,3211.9
"1149","2012","Harvest","2012-09-25","T4","R5","S1","Glycine max L. (*)",2855.5,444.916947980769,846.6935625,650.8875,3104.13
"1150","2012","Harvest","2012-09-25","T2","R5","S1","Glycine max L. (*)",NA,895.659984519231,NA,987.5725,3890.4
"1151","2012","Harvest","2012-09-25","T3","R5","S1","Glycine max L. (*)",2826.03,832.623845192308,1072.4754375,242.3775,3758.93
"1152","2012","Harvest","2012-09-25","T1","R1","S5","Glycine max L. (*)",NA,519.963292211538,NA,243.61,3639.2
"1153","2012","Harvest","2012-09-25","T4","R2","S1","Glycine max L. (*)",NA,588.932463461538,NA,511.275,2998.5
"1154","2012","Harvest","2012-09-25","T2","R1","S3","Glycine max L. (*)",NA,820.613640288462,NA,527.68,3554.5
"1155","2012","Harvest","2012-09-25","T2","R4","S1","Glycine max L. (*)",NA,1027.01433548077,NA,1396.0825,4320
"1156","2012","Harvest","2012-09-25","T2","R3","S3","Glycine max L. (*)",NA,891.428747019231,NA,545.615,3798
"1157","2012","Harvest","2012-09-25","T1","R2","S2","Glycine max L. (*)",NA,852.045690288462,NA,277.3125,4375
"1158","2012","Harvest","2012-09-25","T2","R2","S2","Glycine max L. (*)",NA,683.958618173077,NA,580.8475,3273
"1159","2012","Harvest","2012-09-25","T2","R1","S1","Glycine max L. (*)",NA,710.647962403846,NA,806.0975,2899.2
"1160","2012","Harvest","2012-09-25","T4","R1","S5","Glycine max L. (*)",NA,1108.49123076923,NA,542.5125,5197.6
"1161","2012","Harvest","2012-09-25","T3","R2","S3","Glycine max L. (*)",2887.23,833.5537875,1573.6235625,175.185,4027.63
"1162","2012","Harvest","2012-09-25","T2","R2","S3","Glycine max L. (*)",NA,747.101700865385,NA,656.625,3274.2
"1163","2012","Harvest","2012-09-25","T4","R6","S5","Glycine max L. (*)",3820.8,1009.15944317308,926.4898125,530.6975,5111.43
"1164","2012","Harvest","2012-09-25","T3","R6","S4","Glycine max L. (*)",2326.73,695.782834615385,1075.9348125,154.615,3479.03
"1165","2012","Harvest","2012-09-25","T1","R4","S2","Glycine max L. (*)",NA,414.879811442308,NA,206.0825,2892.1
"1166","2012","Harvest","2012-09-25","T2","R4","S5","Glycine max L. (*)",NA,1286.51473644231,NA,1195.7375,5519.6
"1167","2012","Harvest","2012-09-25","T3","R6","S3","Glycine max L. (*)",2651.33,773.061040384615,1352.6848125,170.935,3867.43
"1168","2012","Harvest","2012-09-25","T2","R1","S2","Glycine max L. (*)",NA,748.682602788462,NA,653.9475,3051
"1169","2012","Harvest","2012-09-25","T3","R2","S4","Glycine max L. (*)",2342.2,623.898294230769,1257.3675,193.46,3323.7
"1170","2012","Harvest","2012-09-25","T3","R2","S5","Glycine max L. (*)",4135.5,1050.97429903846,2313.16875,370.685,5203.5
"1171","2012","Harvest","2012-09-25","T2","R3","S1","Glycine max L. (*)",NA,995.814771057692,NA,703.5875,4082.4
"1172","2012","Harvest","2012-09-25","T2","R6","S3","Glycine max L. (*)",NA,958.849564326923,NA,494.53,4141.6
"1173","2012","Harvest","2012-09-25","T3","R3","S1","Glycine max L. (*)",4129.8,1025.7728625,2428.9425,369.9625,5299.9
"1174","2012","Harvest","2012-09-25","T1","R3","S1","Glycine max L. (*)",NA,268.413897980769,NA,81.855,2052
"1175","2012","Harvest","2012-09-25","T2","R2","S1","Glycine max L. (*)",NA,682.424213365385,NA,242.59,3050.8
"1176","2012","Harvest","2012-09-25","T1","R5","S5","Glycine max L. (*)",NA,660.198592211538,NA,363.1625,3129
"1177","2012","Harvest","2012-09-25","T4","R1","S1","Glycine max L. (*)",NA,837.459545192308,NA,239.615,3530.3
"1178","2012","Harvest","2012-09-25","T2","R5","S2","Glycine max L. (*)",NA,659.222152788461,NA,667.7175,2722
"1179","2012","Harvest","2012-09-25","T1","R5","S2","Glycine max L. (*)",NA,580.781519134615,NA,251.8125,2599.6
"1180","2012","Harvest","2012-09-25","T1","R6","S2","Glycine max L. (*)",NA,1059.28333355769,NA,380.46,4312.9
"1181","2012","Harvest","2012-09-25","T4","R5","S4","Glycine max L. (*)",2618.27,543.118855673077,726.238125,482.5025,3192.5
"1182","2012","Harvest","2012-09-25","T1","R5","S1","Glycine max L. (*)",NA,632.439814326923,NA,403.41,2678
"1183","2012","Harvest","2012-09-25","T1","R1","S1","Glycine max L. (*)",NA,777.417820096154,NA,283.9,3615.5
"1184","2012","Harvest","2012-09-25","T1","R3","S4","Glycine max L. (*)",NA,572.086558557692,NA,240.04,5662.4
"1185","2012","Harvest","2012-09-25","T4","R1","S4","Glycine max L. (*)",NA,1172.09928461538,NA,1040.91,7368
"1186","2012","Harvest","2012-09-25","T2","R2","S5","Glycine max L. (*)",NA,821.869062403846,NA,795.8125,3745.2
"1187","2012","Harvest","2012-09-25","T2","R6","S5","Glycine max L. (*)",NA,995.861268173077,NA,502.01,3879.6
"1188","2012","Harvest","2012-09-25","T2","R3","S5","Glycine max L. (*)",NA,1205.65625278846,NA,971.04,5072.1
"1189","2012","Harvest","2012-09-25","T3","R6","S1","Glycine max L. (*)",3309.23,1045.62713076923,1511.1241875,172.21,4836.23
"1190","2012","Harvest","2012-09-25","T4","R6","S3","Glycine max L. (*)",3652.07,733.524543173077,787.815,736.4825,4616.5
"1191","2012","Harvest","2012-09-25","T4","R3","S3","Glycine max L. (*)",NA,800.945360480769,NA,626.5775,4032.3
"1192","2012","Harvest","2012-09-25","T3","R4","S2","Glycine max L. (*)",2808.63,668.535525,842.3116875,427.38,3194.83
"1193","2012","Harvest","2012-09-25","T4","R3","S1","Glycine max L. (*)",NA,781.742051826923,NA,414.1625,3561
"1194","2012","Harvest","2012-09-25","T3","R6","S5","Glycine max L. (*)",2579.63,765.575004807692,1489.9066875,122.0175,3641.63
"1195","2012","Harvest","2012-09-25","T2","R4","S3","Glycine max L. (*)",NA,799.503949903846,NA,1223.3625,3417.6
