SiteID,Exp Unit ID,Treatment ID,Crop,Chamber Placement,Start Date,End Date,Number of Observations
MNMOFS,MNMOFS_5,MNMOFS_33,Medicago sativa (Alfalfa),Between rows,2006-08-02,2007-04-25,18
MNMOFS,MNMOFS_17,MNMOFS_45,Zea mays (Corn),Between rows,2004-05-03,2008-11-17,38
MNMOFS,MNMOFS_17,MNMOFS_45,Zea mays (Corn),Across rows,2004-05-03,2008-11-17,38
MNMOFS,MNMOFS_17,MNMOFS_45,Glycine max (Soybean),Across rows,2005-05-10,2006-04-27,30
MNMOFS,MNMOFS_17,MNMOFS_45,Glycine max (Soybean),Between rows,2005-05-10,2006-04-27,26
MNMOFS,MNMOFS_17,MNMOFS_45,Medicago sativa (Alfalfa),Across rows,2004-04-07,2008-04-30,45
MNMOFS,MNMOFS_17,MNMOFS_45,Medicago sativa (Alfalfa),Between rows,2004-04-07,2008-04-30,45
MNMOFS,MNMOFS_18,MNMOFS_15,Glycine max (Soybean),Across rows,2004-04-07,2007-04-25,51
MNMOFS,MNMOFS_18,MNMOFS_15,Glycine max (Soybean),Between rows,2004-04-07,2007-04-25,51
MNMOFS,MNMOFS_18,MNMOFS_15,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,30
MNMOFS,MNMOFS_18,MNMOFS_15,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,30
MNMOFS,MNMOFS_24,MNMOFS_43,Medicago sativa (Alfalfa),Across rows,2004-04-07,2008-11-17,59
MNMOFS,MNMOFS_24,MNMOFS_43,Medicago sativa (Alfalfa),Between rows,2004-04-07,2008-11-17,59
MNMOFS,MNMOFS_24,MNMOFS_43,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,31
MNMOFS,MNMOFS_24,MNMOFS_43,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,31
MNMOFS,MNMOFS_24,MNMOFS_43,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,24
MNMOFS,MNMOFS_24,MNMOFS_43,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,24
MNMOFS,MNMOFS_26,MNMOFS_46,Glycine max (Soybean),Across rows,2006-03-14,2006-04-27,4
MNMOFS,MNMOFS_26,MNMOFS_46,Medicago sativa (Alfalfa),Across rows,2006-08-02,2008-04-30,44
MNMOFS,MNMOFS_26,MNMOFS_46,Medicago sativa (Alfalfa),Between rows,2006-08-02,2008-04-30,44
MNMOFS,MNMOFS_26,MNMOFS_46,Zea mays (Corn),Across rows,2008-05-14,2008-11-17,15
MNMOFS,MNMOFS_31,MNMOFS_48,Medicago sativa (Alfalfa),Between rows,2006-03-14,2007-04-25,37
MNMOFS,MNMOFS_31,MNMOFS_48,Medicago sativa (Alfalfa),Across rows,2006-03-14,2007-04-25,37
MNMOFS,MNMOFS_31,MNMOFS_48,Zea mays (Corn),Across rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_31,MNMOFS_48,Zea mays (Corn),Between rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_31,MNMOFS_48,Glycine max (Soybean),Between rows,2008-05-14,2008-11-17,14
MNMOFS,MNMOFS_34,MNMOFS_29,Zea mays (Corn),Across rows,2006-05-02,2007-04-25,31
MNMOFS,MNMOFS_34,MNMOFS_29,Zea mays (Corn),Between rows,2006-05-02,2007-04-25,31
MNMOFS,MNMOFS_35,MNMOFS_23,Zea mays (Corn),Between rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_37,MNMOFS_35,Glycine max (Soybean),Between rows,2004-04-07,2005-04-28,24
MNMOFS,MNMOFS_37,MNMOFS_35,Glycine max (Soybean),Across rows,2004-04-07,2005-04-28,24
MNMOFS,MNMOFS_37,MNMOFS_35,Triticum aestivum (Wheat),Across rows,2005-05-10,2005-07-18,8
MNMOFS,MNMOFS_37,MNMOFS_35,Triticum aestivum (Wheat),Between rows,2005-05-10,2005-07-18,8
MNMOFS,MNMOFS_37,MNMOFS_35,Medicago sativa (Alfalfa),Across rows,2005-08-01,2007-04-25,52
MNMOFS,MNMOFS_37,MNMOFS_35,Medicago sativa (Alfalfa),Between rows,2005-08-01,2007-04-25,52
MNMOFS,MNMOFS_40,MNMOFS_47,Glycine max (Soybean),Across rows,2004-05-03,2008-11-17,36
MNMOFS,MNMOFS_40,MNMOFS_47,Glycine max (Soybean),Between rows,2004-05-03,2008-11-17,36
MNMOFS,MNMOFS_40,MNMOFS_47,Triticum aestivum (Wheat),Across rows,2005-05-10,2005-08-15,11
MNMOFS,MNMOFS_40,MNMOFS_47,Triticum aestivum (Wheat),Between rows,2005-05-10,2005-08-15,11
MNMOFS,MNMOFS_40,MNMOFS_47,Medicago sativa (Alfalfa),Across rows,2005-08-29,2007-04-25,50
MNMOFS,MNMOFS_40,MNMOFS_47,Medicago sativa (Alfalfa),Between rows,2005-08-29,2007-04-25,49
MNMOFS,MNMOFS_40,MNMOFS_47,Zea mays (Corn),Across rows,2004-04-07,2008-04-30,27
MNMOFS,MNMOFS_40,MNMOFS_47,Zea mays (Corn),Between rows,2004-04-07,2008-04-30,27
MNMOFS,MNMOFS_42,MNMOFS_44,Zea mays (Corn),Between rows,2006-03-14,2006-04-25,6
MNMOFS,MNMOFS_42,MNMOFS_44,Zea mays (Corn),Across rows,2006-03-14,2006-04-25,6
MNMOFS,MNMOFS_42,MNMOFS_44,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,24
MNMOFS,MNMOFS_42,MNMOFS_44,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,24
MNMOFS,MNMOFS_42,MNMOFS_44,Medicago sativa (Alfalfa),Between rows,2007-09-05,2008-11-17,34
MNMOFS,MNMOFS_42,MNMOFS_44,Medicago sativa (Alfalfa),Across rows,2007-09-05,2008-11-17,34
MNMOFS,MNMOFS_44,MNMOFS_42,Medicago sativa (Alfalfa),Between rows,2006-03-14,2008-11-17,12
MNMOFS,MNMOFS_44,MNMOFS_42,Medicago sativa (Alfalfa),Across rows,2006-03-14,2008-11-17,13
MNMOFS,MNMOFS_44,MNMOFS_42,Zea mays (Corn),Across rows,2006-05-09,2007-04-25,30
MNMOFS,MNMOFS_44,MNMOFS_42,Zea mays (Corn),Between rows,2006-05-09,2007-04-25,30
MNMOFS,MNMOFS_44,MNMOFS_42,Glycine max (Soybean),Between rows,2007-05-09,2008-04-30,23
MNMOFS,MNMOFS_44,MNMOFS_42,Glycine max (Soybean),Across rows,2007-05-09,2008-04-30,23
MNMOFS,MNMOFS_50,MNMOFS_42,Medicago sativa (Alfalfa),Between rows,2006-03-14,2008-11-17,14
MNMOFS,MNMOFS_50,MNMOFS_42,Medicago sativa (Alfalfa),Across rows,2006-03-14,2008-11-17,14
MNMOFS,MNMOFS_50,MNMOFS_42,Zea mays (Corn),Between rows,2006-05-09,2007-04-25,30
MNMOFS,MNMOFS_50,MNMOFS_42,Zea mays (Corn),Across rows,2006-05-09,2007-04-25,30
MNMOFS,MNMOFS_50,MNMOFS_42,Glycine max (Soybean),Between rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_50,MNMOFS_42,Glycine max (Soybean),Across rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_52,MNMOFS_44,Zea mays (Corn),Between rows,2006-03-14,2006-04-25,6
MNMOFS,MNMOFS_52,MNMOFS_44,Zea mays (Corn),Across rows,2006-03-14,2006-04-25,6
MNMOFS,MNMOFS_52,MNMOFS_44,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,24
MNMOFS,MNMOFS_52,MNMOFS_44,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,24
MNMOFS,MNMOFS_52,MNMOFS_44,Medicago sativa (Alfalfa),Between rows,2007-09-05,2008-11-17,34
MNMOFS,MNMOFS_52,MNMOFS_44,Medicago sativa (Alfalfa),Across rows,2007-09-05,2008-11-17,34
MNMOFS,MNMOFS_55,MNMOFS_46,Glycine max (Soybean),Between rows,2006-03-14,2006-04-27,7
MNMOFS,MNMOFS_55,MNMOFS_46,Medicago sativa (Alfalfa),Between rows,2006-08-02,2008-04-30,44
MNMOFS,MNMOFS_55,MNMOFS_46,Medicago sativa (Alfalfa),Across rows,2006-08-02,2008-04-30,44
MNMOFS,MNMOFS_55,MNMOFS_46,Zea mays (Corn),Between rows,2008-05-14,2008-11-17,15
MNMOFS,MNMOFS_58,MNMOFS_31,Medicago sativa (Alfalfa),Across rows,2004-04-07,2005-04-29,25
MNMOFS,MNMOFS_58,MNMOFS_31,Medicago sativa (Alfalfa),Between rows,2004-04-07,2005-04-29,25
MNMOFS,MNMOFS_58,MNMOFS_31,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,27
MNMOFS,MNMOFS_58,MNMOFS_31,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,27
MNMOFS,MNMOFS_58,MNMOFS_31,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,24
MNMOFS,MNMOFS_58,MNMOFS_31,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,24
MNMOFS,MNMOFS_61,MNMOFS_33,Zea mays (Corn),Across rows,2004-04-07,2005-04-25,24
MNMOFS,MNMOFS_61,MNMOFS_33,Zea mays (Corn),Between rows,2004-04-07,2005-04-25,23
MNMOFS,MNMOFS_61,MNMOFS_33,Glycine max (Soybean),Between rows,2005-05-10,2006-05-02,28
MNMOFS,MNMOFS_61,MNMOFS_33,Glycine max (Soybean),Across rows,2005-05-10,2006-05-02,28
MNMOFS,MNMOFS_61,MNMOFS_33,Medicago sativa (Alfalfa),Between rows,2006-08-02,2007-04-25,18
MNMOFS,MNMOFS_61,MNMOFS_33,Medicago sativa (Alfalfa),Across rows,2006-08-02,2007-04-25,18
MNMOFS,MNMOFS_64,MNMOFS_29,Medicago sativa (Alfalfa),Between rows,2004-08-10,2006-04-27,45
MNMOFS,MNMOFS_64,MNMOFS_29,Zea mays (Corn),Across rows,2006-05-02,2007-04-25,31
MNMOFS,MNMOFS_64,MNMOFS_29,Zea mays (Corn),Between rows,2006-05-02,2007-04-25,31
MNMOFS,MNMOFS_65,MNMOFS_48,Medicago sativa (Alfalfa),Between rows,2006-03-14,2007-04-25,37
MNMOFS,MNMOFS_65,MNMOFS_48,Medicago sativa (Alfalfa),Across rows,2006-03-14,2007-04-25,37
MNMOFS,MNMOFS_65,MNMOFS_48,Zea mays (Corn),Between rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_65,MNMOFS_48,Zea mays (Corn),Across rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_73,MNMOFS_15,Glycine max (Soybean),Across rows,2004-04-07,2007-04-25,51
MNMOFS,MNMOFS_73,MNMOFS_15,Glycine max (Soybean),Between rows,2004-04-07,2007-04-25,51
MNMOFS,MNMOFS_73,MNMOFS_15,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,27
MNMOFS,MNMOFS_73,MNMOFS_15,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,27
MNMOFS,MNMOFS_74,MNMOFS_35,Glycine max (Soybean),Across rows,2004-04-07,2005-04-28,24
MNMOFS,MNMOFS_74,MNMOFS_35,Glycine max (Soybean),Between rows,2004-04-07,2005-04-28,24
MNMOFS,MNMOFS_74,MNMOFS_35,Triticum aestivum (Wheat),Between rows,2005-05-10,2005-07-18,7
MNMOFS,MNMOFS_74,MNMOFS_35,Triticum aestivum (Wheat),Across rows,2005-05-10,2005-07-18,7
MNMOFS,MNMOFS_74,MNMOFS_35,Medicago sativa (Alfalfa),Between rows,2005-08-01,2007-04-25,50
MNMOFS,MNMOFS_74,MNMOFS_35,Medicago sativa (Alfalfa),Across rows,2005-08-01,2007-04-25,49
MNMOFS,MNMOFS_80,MNMOFS_45,Zea mays (Corn),Across rows,2004-05-03,2008-11-17,38
MNMOFS,MNMOFS_80,MNMOFS_45,Zea mays (Corn),Between rows,2004-05-03,2008-11-17,38
MNMOFS,MNMOFS_80,MNMOFS_45,Glycine max (Soybean),Across rows,2005-05-10,2006-04-27,27
MNMOFS,MNMOFS_80,MNMOFS_45,Glycine max (Soybean),Between rows,2005-05-10,2006-04-27,27
MNMOFS,MNMOFS_80,MNMOFS_45,Medicago sativa (Alfalfa),Across rows,2004-04-07,2008-04-30,45
MNMOFS,MNMOFS_80,MNMOFS_45,Medicago sativa (Alfalfa),Between rows,2004-04-07,2008-04-30,45
MNMOFS,MNMOFS_92,MNMOFS_43,Medicago sativa (Alfalfa),Between rows,2004-04-07,2008-11-17,60
MNMOFS,MNMOFS_92,MNMOFS_43,Medicago sativa (Alfalfa),Across rows,2004-04-07,2008-11-17,60
MNMOFS,MNMOFS_92,MNMOFS_43,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,27
MNMOFS,MNMOFS_92,MNMOFS_43,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,27
MNMOFS,MNMOFS_92,MNMOFS_43,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,24
MNMOFS,MNMOFS_92,MNMOFS_43,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,24
MNMOFS,MNMOFS_93,MNMOFS_47,Glycine max (Soybean),Between rows,2004-05-03,2008-11-17,36
MNMOFS,MNMOFS_93,MNMOFS_47,Glycine max (Soybean),Across rows,2004-05-03,2008-11-17,36
MNMOFS,MNMOFS_93,MNMOFS_47,Triticum aestivum (Wheat),Between rows,2005-05-10,2005-08-15,10
MNMOFS,MNMOFS_93,MNMOFS_47,Triticum aestivum (Wheat),Across rows,2005-05-10,2005-08-15,10
MNMOFS,MNMOFS_93,MNMOFS_47,Medicago sativa (Alfalfa),Across rows,2005-08-29,2007-04-25,47
MNMOFS,MNMOFS_93,MNMOFS_47,Medicago sativa (Alfalfa),Between rows,2005-08-29,2007-04-25,47
MNMOFS,MNMOFS_93,MNMOFS_47,Zea mays (Corn),Across rows,2004-04-07,2008-04-30,27
MNMOFS,MNMOFS_93,MNMOFS_47,Zea mays (Corn),Between rows,2004-04-07,2008-04-30,27
MNMOFS,MNMOFS_95,MNMOFS_13,Zea mays (Corn),Across rows,2004-04-07,2007-04-25,54
MNMOFS,MNMOFS_95,MNMOFS_13,Zea mays (Corn),Between rows,2004-04-07,2007-04-25,54
MNMOFS,MNMOFS_95,MNMOFS_13,Glycine max (Soybean),Between rows,2005-05-10,2006-04-27,24
MNMOFS,MNMOFS_95,MNMOFS_13,Glycine max (Soybean),Across rows,2005-05-10,2006-04-27,29
MNMOFS,MNMOFS_96,MNMOFS_41,Medicago sativa (Alfalfa),Between rows,2004-08-10,2008-11-17,56
MNMOFS,MNMOFS_96,MNMOFS_41,Zea mays (Corn),Between rows,2006-05-02,2007-04-25,31
MNMOFS,MNMOFS_96,MNMOFS_41,Zea mays (Corn),Across rows,2006-05-02,2007-04-25,30
MNMOFS,MNMOFS_96,MNMOFS_41,Glycine max (Soybean),Across rows,2007-05-14,2008-04-16,24
MNMOFS,MNMOFS_96,MNMOFS_41,Glycine max (Soybean),Between rows,2007-05-14,2008-04-16,24
MNMOFS,MNMOFS_96,MNMOFS_41,Triticum aestivum (Wheat),Across rows,2004-04-07,2008-07-23,16
MNMOFS,MNMOFS_99,MNMOFS_15,Glycine max (Soybean),Across rows,2004-04-07,2007-04-25,49
MNMOFS,MNMOFS_99,MNMOFS_15,Glycine max (Soybean),Between rows,2004-04-07,2007-04-25,49
MNMOFS,MNMOFS_99,MNMOFS_15,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,29
MNMOFS,MNMOFS_99,MNMOFS_15,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,29
MNMOFS,MNMOFS_100,MNMOFS_33,Zea mays (Corn),Across rows,2004-04-07,2005-04-25,23
MNMOFS,MNMOFS_100,MNMOFS_33,Zea mays (Corn),Between rows,2004-04-07,2005-04-25,23
MNMOFS,MNMOFS_100,MNMOFS_33,Glycine max (Soybean),Between rows,2005-05-10,2006-05-02,26
MNMOFS,MNMOFS_100,MNMOFS_33,Glycine max (Soybean),Across rows,2005-05-10,2006-05-02,29
MNMOFS,MNMOFS_100,MNMOFS_33,Medicago sativa (Alfalfa),Across rows,2006-08-02,2007-04-25,17
MNMOFS,MNMOFS_100,MNMOFS_33,Medicago sativa (Alfalfa),Between rows,2006-08-02,2007-04-25,17
MNMOFS,MNMOFS_101,MNMOFS_41,Medicago sativa (Alfalfa),Across rows,2004-08-10,2008-11-17,57
MNMOFS,MNMOFS_101,MNMOFS_41,Zea mays (Corn),Across rows,2006-05-02,2007-04-25,31
MNMOFS,MNMOFS_101,MNMOFS_41,Zea mays (Corn),Between rows,2006-05-02,2007-04-25,31
MNMOFS,MNMOFS_101,MNMOFS_41,Glycine max (Soybean),Between rows,2007-05-14,2008-04-16,24
MNMOFS,MNMOFS_101,MNMOFS_41,Glycine max (Soybean),Across rows,2007-05-14,2008-04-16,24
MNMOFS,MNMOFS_107,MNMOFS_48,Medicago sativa (Alfalfa),Between rows,2006-03-14,2007-04-25,37
MNMOFS,MNMOFS_107,MNMOFS_48,Medicago sativa (Alfalfa),Across rows,2006-03-14,2007-04-25,37
MNMOFS,MNMOFS_107,MNMOFS_48,Zea mays (Corn),Across rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_107,MNMOFS_48,Zea mays (Corn),Between rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_107,MNMOFS_48,Glycine max (Soybean),Across rows,2008-05-14,2008-11-17,14
MNMOFS,MNMOFS_107,MNMOFS_48,Glycine max (Soybean),Between rows,2008-05-14,2008-11-17,14
MNMOFS,MNMOFS_110,MNMOFS_46,Glycine max (Soybean),Between rows,2006-03-14,2006-04-27,7
MNMOFS,MNMOFS_110,MNMOFS_46,Medicago sativa (Alfalfa),Across rows,2006-08-02,2008-04-30,42
MNMOFS,MNMOFS_110,MNMOFS_46,Medicago sativa (Alfalfa),Between rows,2006-08-02,2008-04-30,42
MNMOFS,MNMOFS_110,MNMOFS_46,Zea mays (Corn),Across rows,2008-05-14,2008-11-17,15
MNMOFS,MNMOFS_111,MNMOFS_44,Zea mays (Corn),Between rows,2006-03-14,2006-04-25,6
MNMOFS,MNMOFS_111,MNMOFS_44,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,23
MNMOFS,MNMOFS_111,MNMOFS_44,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,23
MNMOFS,MNMOFS_111,MNMOFS_44,Medicago sativa (Alfalfa),Between rows,2007-09-05,2008-11-17,34
MNMOFS,MNMOFS_111,MNMOFS_44,Medicago sativa (Alfalfa),Across rows,2007-09-05,2008-11-17,34
MNMOFS,MNMOFS_114,MNMOFS_31,Medicago sativa (Alfalfa),Between rows,2004-04-07,2005-04-29,24
MNMOFS,MNMOFS_114,MNMOFS_31,Medicago sativa (Alfalfa),Across rows,2004-04-07,2005-04-29,24
MNMOFS,MNMOFS_114,MNMOFS_31,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,30
MNMOFS,MNMOFS_114,MNMOFS_31,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,30
MNMOFS,MNMOFS_114,MNMOFS_31,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,23
MNMOFS,MNMOFS_114,MNMOFS_31,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,23
MNMOFS,MNMOFS_119,MNMOFS_45,Zea mays (Corn),Between rows,2004-05-03,2008-11-17,37
MNMOFS,MNMOFS_119,MNMOFS_45,Zea mays (Corn),Across rows,2004-05-03,2008-11-17,37
MNMOFS,MNMOFS_119,MNMOFS_45,Glycine max (Soybean),Across rows,2005-05-10,2006-04-27,30
MNMOFS,MNMOFS_119,MNMOFS_45,Glycine max (Soybean),Between rows,2005-05-10,2006-04-27,30
MNMOFS,MNMOFS_119,MNMOFS_45,Medicago sativa (Alfalfa),Across rows,2004-04-07,2008-04-30,44
MNMOFS,MNMOFS_119,MNMOFS_45,Medicago sativa (Alfalfa),Between rows,2004-04-07,2008-04-30,44
MNMOFS,MNMOFS_120,MNMOFS_43,Medicago sativa (Alfalfa),Between rows,2004-04-07,2008-11-17,51
MNMOFS,MNMOFS_120,MNMOFS_43,Medicago sativa (Alfalfa),Across rows,2004-04-07,2008-11-17,59
MNMOFS,MNMOFS_120,MNMOFS_43,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,30
MNMOFS,MNMOFS_120,MNMOFS_43,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,30
MNMOFS,MNMOFS_120,MNMOFS_43,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,23
MNMOFS,MNMOFS_120,MNMOFS_43,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,23
MNMOFS,MNMOFS_121,MNMOFS_18,Glycine max (Soybean),Across rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_131,MNMOFS_47,Glycine max (Soybean),Across rows,2004-05-03,2008-11-17,35
MNMOFS,MNMOFS_131,MNMOFS_47,Glycine max (Soybean),Between rows,2004-05-03,2008-11-17,35
MNMOFS,MNMOFS_131,MNMOFS_47,Triticum aestivum (Wheat),Across rows,2005-05-10,2005-08-15,10
MNMOFS,MNMOFS_131,MNMOFS_47,Triticum aestivum (Wheat),Between rows,2005-05-10,2005-08-15,10
MNMOFS,MNMOFS_131,MNMOFS_47,Medicago sativa (Alfalfa),Across rows,2005-08-29,2007-04-25,50
MNMOFS,MNMOFS_131,MNMOFS_47,Medicago sativa (Alfalfa),Between rows,2005-08-29,2007-04-25,49
MNMOFS,MNMOFS_131,MNMOFS_47,Zea mays (Corn),Between rows,2004-04-07,2008-04-30,27
MNMOFS,MNMOFS_131,MNMOFS_47,Zea mays (Corn),Across rows,2004-04-07,2008-04-30,27
MNMOFS,MNMOFS_132,MNMOFS_23,Zea mays (Corn),Between rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_133,MNMOFS_35,Glycine max (Soybean),Across rows,2004-04-07,2005-04-28,23
MNMOFS,MNMOFS_133,MNMOFS_35,Glycine max (Soybean),Between rows,2004-04-07,2005-04-28,23
MNMOFS,MNMOFS_133,MNMOFS_35,Triticum aestivum (Wheat),Between rows,2005-05-10,2005-07-18,7
MNMOFS,MNMOFS_133,MNMOFS_35,Triticum aestivum (Wheat),Across rows,2005-05-10,2005-07-18,7
MNMOFS,MNMOFS_133,MNMOFS_35,Medicago sativa (Alfalfa),Across rows,2005-08-01,2007-04-25,53
MNMOFS,MNMOFS_133,MNMOFS_35,Medicago sativa (Alfalfa),Between rows,2005-08-01,2007-04-25,53
MNMOFS,MNMOFS_134,MNMOFS_13,Zea mays (Corn),Between rows,2004-04-07,2007-04-25,54
MNMOFS,MNMOFS_134,MNMOFS_13,Zea mays (Corn),Across rows,2004-04-07,2007-04-25,54
MNMOFS,MNMOFS_134,MNMOFS_13,Glycine max (Soybean),Across rows,2005-05-10,2006-04-27,32
MNMOFS,MNMOFS_134,MNMOFS_13,Glycine max (Soybean),Between rows,2005-05-10,2006-04-27,32
MNMOFS,MNMOFS_136,MNMOFS_29,Medicago sativa (Alfalfa),Across rows,2004-08-10,2006-04-27,50
MNMOFS,MNMOFS_136,MNMOFS_29,Medicago sativa (Alfalfa),Between rows,2004-08-10,2006-04-27,50
MNMOFS,MNMOFS_136,MNMOFS_29,Zea mays (Corn),Between rows,2006-05-02,2007-04-25,31
MNMOFS,MNMOFS_136,MNMOFS_29,Zea mays (Corn),Across rows,2006-05-02,2007-04-25,31
MNMOFS,MNMOFS_137,MNMOFS_24,Zea mays (Corn),Across rows,2007-06-08,2007-10-09,9
MNMOFS,MNMOFS_141,MNMOFS_42,Medicago sativa (Alfalfa),Between rows,2006-03-14,2008-11-17,14
MNMOFS,MNMOFS_141,MNMOFS_42,Zea mays (Corn),Between rows,2006-05-09,2007-04-25,29
MNMOFS,MNMOFS_141,MNMOFS_42,Zea mays (Corn),Across rows,2006-05-09,2007-04-25,30
MNMOFS,MNMOFS_141,MNMOFS_42,Glycine max (Soybean),Between rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_141,MNMOFS_42,Glycine max (Soybean),Across rows,2007-05-09,2008-04-30,24
MNMOFS,MNMOFS_141,MNMOFS_42,Triticum aestivum (Wheat),Across rows,2008-05-14,2008-07-23,6
MNMOFS,MNMOFS_146,MNMOFS_13,Zea mays (Corn),Across rows,2004-04-07,2007-04-25,52
MNMOFS,MNMOFS_146,MNMOFS_13,Zea mays (Corn),Between rows,2004-04-07,2007-04-25,52
MNMOFS,MNMOFS_146,MNMOFS_13,Glycine max (Soybean),Across rows,2005-05-10,2006-04-27,31
MNMOFS,MNMOFS_146,MNMOFS_13,Glycine max (Soybean),Between rows,2005-05-10,2006-04-27,31
MNMOFS,MNMOFS_148,MNMOFS_33,Zea mays (Corn),Across rows,2004-04-07,2005-04-25,22
MNMOFS,MNMOFS_148,MNMOFS_33,Zea mays (Corn),Between rows,2004-04-07,2005-04-25,22
MNMOFS,MNMOFS_148,MNMOFS_33,Glycine max (Soybean),Between rows,2005-05-10,2006-05-02,30
MNMOFS,MNMOFS_148,MNMOFS_33,Glycine max (Soybean),Across rows,2005-05-10,2006-05-02,30
MNMOFS,MNMOFS_148,MNMOFS_33,Medicago sativa (Alfalfa),Across rows,2006-08-02,2007-04-25,16
MNMOFS,MNMOFS_148,MNMOFS_33,Medicago sativa (Alfalfa),Between rows,2006-08-02,2007-04-25,16
MNMOFS,MNMOFS_152,MNMOFS_17,Glycine max (Soybean),Between rows,2007-05-14,2007-10-09,11
MNMOFS,MNMOFS_156,MNMOFS_46,Glycine max (Soybean),Across rows,2006-03-14,2006-04-27,7
MNMOFS,MNMOFS_156,MNMOFS_46,Glycine max (Soybean),Between rows,2006-03-14,2006-04-27,7
MNMOFS,MNMOFS_156,MNMOFS_46,Medicago sativa (Alfalfa),Across rows,2006-08-02,2008-04-30,41
MNMOFS,MNMOFS_156,MNMOFS_46,Medicago sativa (Alfalfa),Between rows,2006-08-02,2008-04-30,41
MNMOFS,MNMOFS_162,MNMOFS_31,Medicago sativa (Alfalfa),Between rows,2004-04-07,2005-04-29,23
MNMOFS,MNMOFS_162,MNMOFS_31,Medicago sativa (Alfalfa),Across rows,2004-04-07,2005-04-29,23
MNMOFS,MNMOFS_162,MNMOFS_31,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,29
MNMOFS,MNMOFS_162,MNMOFS_31,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,29
MNMOFS,MNMOFS_162,MNMOFS_31,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,22
MNMOFS,MNMOFS_162,MNMOFS_31,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,22
MNMOFS,MNMOFS_163,MNMOFS_19,Triticum aestivum (Wheat),Across rows,2007-05-09,2007-10-09,11
MNMOFS,MNMOFS_164,MNMOFS_43,Zea mays (Corn),Across rows,2005-05-10,2006-04-25,29
MNMOFS,MNMOFS_164,MNMOFS_43,Zea mays (Corn),Between rows,2005-05-10,2006-04-25,29
MNMOFS,MNMOFS_164,MNMOFS_43,Glycine max (Soybean),Between rows,2006-05-09,2007-04-25,21
MNMOFS,MNMOFS_164,MNMOFS_43,Glycine max (Soybean),Across rows,2006-05-09,2007-04-25,21
MNMOFS,MNMOFS_165,MNMOFS_21,Medicago sativa (Alfalfa),Between rows,2007-05-09,2007-10-09,14
MNMOFS,MNMOFS_166,MNMOFS_29,Medicago sativa (Alfalfa),Across rows,2004-08-10,2006-04-27,46
MNMOFS,MNMOFS_166,MNMOFS_29,Medicago sativa (Alfalfa),Between rows,2004-08-10,2006-04-27,47
MNMOFS,MNMOFS_166,MNMOFS_29,Zea mays (Corn),Across rows,2006-05-02,2007-04-25,30
MNMOFS,MNMOFS_166,MNMOFS_29,Zea mays (Corn),Between rows,2006-05-02,2007-04-25,29
