"","Site","Experiment","Year","Time.Range","Chamber","Crop","CO2.Flux","CO2.SE","CH4.Flux","CH4.SE","N2O.Flux","N2O.SE","NH3.Flux","NH3.SE"
"373","HOYTVILLE.LTR","214",2011,"2011-07-13~2011-12-31","on_fert_band",NA,-8298.54124988354,1.99339553246112e-06,4358.44165973807,9.85778411742949e-07,1757839.55249107,0.000387607061197174,NA,NA
"374","HOYTVILLE.LTR","214",2013,"2013-01-01~2013-09-25","on_fert_band",NA,-12930.2789165128,3.10277113658621e-06,6791.05715156264,1.5343893135202e-06,2738958.08027896,0.000603320305439398,NA,NA
"375","HOYTVILLE.LTR","214",2011,"2011-07-13~2011-10-06","off_fert_band",NA,82.676607958478,1.06895778633246e-07,-69104.374342459,1.52542255256576e-05,-232410.574089006,5.15655861351939e-05,NA,NA
"376","HOYTVILLE.LTR","301",2011,"2011-07-13~2011-12-31","on_fert_band",NA,-7931.65175999809,2.01501240585612e-06,-3995.43221794214,8.60497777448621e-07,331551.012927558,7.30001293294823e-05,NA,NA
"377","HOYTVILLE.LTR","301",2012,"2012-01-01~2012-12-31","on_fert_band",NA,-16877.8131332501,4.28118528638846e-06,-8501.90639034577,1.82825198178085e-06,705509.569223913,0.000155099332732657,NA,NA
"378","HOYTVILLE.LTR","301",2013,"2013-01-01~2013-09-25","on_fert_band",NA,-12358.6138292134,3.13641835209792e-06,-6225.43818387585,1.33938680163502e-06,516602.510844511,0.000113626568585152,NA,NA
"379","HOYTVILLE.LTR","301",2011,"2011-07-13~2011-12-31","off_fert_band",NA,298087.105506507,6.54147340260877e-05,7731.21333931548,1.69839014954364e-06,299140.100915675,6.57274857019741e-05,NA,NA
"380","HOYTVILLE.LTR","301",2012,"2012-01-01~2012-07-13","off_fert_band",NA,337947.543539566,7.41367675326285e-05,8765.037158449,1.92484396023876e-06,339141.346249643,7.44912197633418e-05,NA,NA
"381","HOYTVILLE.LTR","303",2011,"2011-07-13~2011-12-31","off_fert_band",NA,-1170007.63121222,0.000258623462087058,104433.828980861,2.30602582001625e-05,30569.0265857909,6.57115447625692e-06,NA,NA
"382","HOYTVILLE.LTR","303",2012,"2012-01-01~2012-07-13","off_fert_band",NA,-1326461.95419593,0.000293106863052995,118398.801169332,2.61349836078046e-05,34656.7405352584,7.44731533506523e-06,NA,NA
"383","HOYTVILLE.LTR","303",2011,"2011-07-13~2011-12-31","on_fert_band",NA,-24995.3439304214,5.7843659966925e-06,32146.2604626229,7.13640834077665e-06,73475.2169832558,1.57529103548e-05,NA,NA
"384","HOYTVILLE.LTR","303",2012,"2012-01-01~2012-07-13","on_fert_band",NA,-28337.7404157609,6.55562089552349e-06,36444.8831871156,8.08793697720026e-06,83300.3800275981,1.78533150125952e-05,NA,NA
"385","HOYTVILLE.LTR","310",2011,"2011-07-13~2011-12-31","on_fert_band",NA,1680910.30330613,0.000370651369473176,669284.429530202,0.000147776758245207,1332130.79911702,0.000292435758331603,NA,NA
"386","HOYTVILLE.LTR","310",2012,"2012-01-01~2012-12-31","on_fert_band",NA,3576820.02885784,0.000787502441598908,1424174.71484871,0.000313973095772585,2834649.84319142,0.000621322063391424,NA,NA
"387","HOYTVILLE.LTR","310",2013,"2013-01-01~2013-09-25","on_fert_band",NA,2619091.62921004,0.000576928337578076,1042838.06367304,0.000230018304219975,2075644.74145316,0.000455183738093628,NA,NA
"388","HOYTVILLE.LTR","310",2011,"2011-07-13~2011-12-31","off_fert_band",NA,-4326840.1817456,0.000956139653245409,2411.27657237942,5.25940359015989e-07,6362081.42370715,0.00139820665856942,NA,NA
"389","HOYTVILLE.LTR","310",2012,"2012-01-01~2012-07-13","off_fert_band",NA,-4905428.58875514,0.00108362594845187,2733.71434075671,5.96066294744699e-07,7212823.86517974,0.00158463568726627,NA,NA
"390","HOYTVILLE.LTR","314",2011,"2011-07-13~2011-10-06","on_fert_band",NA,-906718.365141456,0.000200958431873071,-275089.671140233,6.09037796820019e-05,228740.269190516,5.03950356324374e-05,NA,NA
"391","HOYTVILLE.LTR","314",2011,"2011-07-13~2011-10-06","off_fert_band",NA,-1676078.02932179,0.000371349352827652,-48116.061887268,1.06067505240997e-05,37348.9472893099,8.06734002915217e-06,NA,NA
"392","HOYTVILLE.LTR","105",2012,"2012-06-15~2012-12-31","on_fert_band",NA,-3093.02366990522,7.99263464692221e-07,-485829.853762899,0.000104878715630299,-21363.4325218183,4.68461676758356e-06,NA,NA
"393","HOYTVILLE.LTR","105",2013,"2013-01-01~2013-09-25","on_fert_band",NA,-4144.65085167236,1.07033683537388e-06,-651011.890406371,0.000140448747541736,-28626.9945034621,6.27342310441614e-06,NA,NA
"394","HOYTVILLE.LTR","105",2012,"2012-06-15~2012-07-13","off_fert_band",NA,-3097.69791634906,6.89160960192532e-07,-3097.69791634906,6.89160960192532e-07,-3097.69791634906,6.89160960192532e-07,NA,NA
"395","HOYTVILLE.LTR","208",2012,"2012-06-15~2012-07-13","off_fert_band",NA,-3097.69791634906,6.89160960192532e-07,-3097.69791634906,6.89160960192532e-07,-3097.69791634906,6.89160960192532e-07,NA,NA
"396","HOYTVILLE.LTR","208",2012,"2012-06-15~2012-12-31","on_fert_band",NA,207345.576648008,4.47644413998878e-05,-252205.08009802,5.44234456448279e-05,11118.617439555,2.31315547052865e-06,NA,NA
"397","HOYTVILLE.LTR","208",2013,"2013-01-01~2013-09-25","on_fert_band",NA,277843.024206133,5.99464790511624e-05,-337954.748363634,7.28813728521382e-05,14898.9448627035,3.09767131277053e-06,NA,NA
"398","HOYTVILLE.LTR","315",2012,"2012-06-15~2012-12-31","on_fert_band",NA,-147729.232081981,3.21458836281697e-05,-191248.393104779,4.13305838311641e-05,369646.045035453,7.9632736230713e-05,NA,NA
"399","HOYTVILLE.LTR","315",2013,"2013-01-01~2013-09-25","on_fert_band",NA,-197957.136159844,4.30482874188255e-05,-256272.801978785,5.53480150843095e-05,495325.61406557,0.000106640494217367,NA,NA
"400","HOYTVILLE.LTR","315",2012,"2012-06-15~2012-07-13","off_fert_band",NA,53598.6799415462,1.17148906289881e-05,53598.6799415462,1.17148906289881e-05,53598.6799415462,1.17148906289881e-05,NA,NA
"401","HOYTVILLE.LTR","111",2013,"2013-06-17~2013-09-25","on_fert_band",NA,-651774.782466357,0.000138002679491433,-76394.9771823957,1.61466423671712e-05,-205330.865501562,4.34727904226898e-05,NA,NA
"402","HOYTVILLE.LTR","304",2013,"2013-06-17~2013-09-25","on_fert_band",NA,-418179.365847753,8.8631503149127e-05,-21731.8796999973,4.56410041609309e-06,43750.1897074113,9.20275474630035e-06,NA,NA
"403","ISUAG","101W",2011,"2011-04-05~2011-12-31","off_fert_band",NA,-809832.060843628,0.000179988724905517,NA,NA,-152834.526663187,3.41010849790242e-05,NA,NA
"404","ISUAG","101W",2012,"2012-01-01~2012-09-11","off_fert_band",NA,-762018.943826884,0.000169381617460073,NA,NA,-143811.056794562,3.20914375806814e-05,NA,NA
"405","ISUAG","101W",2011,"2011-04-05~2011-12-31","on_fert_band",NA,-888459.78251469,0.000197585994566124,NA,NA,-2383227.03849073,0.000529376973933445,NA,NA
"406","ISUAG","101W",2012,"2012-01-01~2012-09-11","on_fert_band",NA,-836004.423330374,0.000185941843661072,NA,NA,-2242519.4540833,0.000498179695074124,NA,NA
"407","ISUAG","104W",2011,"2011-04-05~2011-12-31","off_fert_band",NA,-793086.584516879,0.000176271175631922,NA,NA,-115512.926302976,2.62432898460138e-05,NA,NA
"408","ISUAG","104W",2012,"2012-01-01~2012-09-11","off_fert_band",NA,-746262.133490171,0.000165883151048675,NA,NA,-108692.952478362,2.46967185520359e-05,NA,NA
"409","ISUAG","104W",2011,"2011-04-05~2011-12-31","on_fert_band",NA,-665738.452991275,0.000148169068475381,NA,NA,-2059896.8404721,0.000457534257641039,NA,NA
"410","ISUAG","104W",2012,"2012-01-01~2012-09-11","on_fert_band",NA,-626432.734883676,0.000139437159127469,NA,NA,-1938278.92332698,0.000430570818490904,NA,NA
"411","ISUAG","208W",2011,"2011-04-07~2011-12-31","off_fert_band",NA,-691300.031121587,0.000153763445573145,NA,NA,-604199.156172391,0.000134325451172059,NA,NA
"412","ISUAG","208W",2012,"2012-01-01~2012-09-11","off_fert_band",NA,-655321.458793581,0.000145775705870023,NA,NA,-572753.731575292,0.000127347480985517,NA,NA
"413","ISUAG","208W",2011,"2011-04-07~2011-12-31","on_fert_band",NA,-292647.886582354,6.54588168689204e-05,NA,NA,2789423.07378246,0.000619104701466527,NA,NA
"414","ISUAG","208W",2012,"2012-01-01~2012-09-11","on_fert_band",NA,-277417.085342057,6.2058346827682e-05,NA,NA,2644248.10705059,0.000586943304660756,NA,NA
"415","ISUAG","209W",2011,"2011-04-07~2011-12-31","off_fert_band",NA,-237267.475200459,5.28868412978267e-05,NA,NA,-272618.177980215,6.05882779363785e-05,NA,NA
"416","ISUAG","209W",2012,"2012-01-01~2012-09-11","off_fert_band",NA,-224918.936650008,5.01394632166239e-05,NA,NA,-258429.819288473,5.74408237992515e-05,NA,NA
"417","ISUAG","209W",2011,"2011-04-07~2011-12-31","on_fert_band",NA,-1368104.07354865,0.000304003141548038,NA,NA,-1076731.69628088,0.000239046938566066,NA,NA
"418","ISUAG","209W",2012,"2012-01-01~2012-09-11","on_fert_band",NA,-1296901.36999203,0.000288210714728878,NA,NA,-1020693.41014853,0.000226628871877808,NA,NA
"419","ISUAG","302W",2011,"2011-04-08~2011-12-31","off_fert_band",NA,-404499.645519514,9.11031036816027e-05,NA,NA,-331368.031569098,7.40861143760041e-05,NA,NA
"420","ISUAG","302W",2012,"2012-01-01~2012-09-11","off_fert_band",NA,-384878.315680115,8.66921369765959e-05,NA,NA,-315294.145404628,7.04990644284559e-05,NA,NA
"421","ISUAG","302W",2011,"2011-04-08~2011-12-31","on_fert_band",NA,-454668.0971285,0.000101277345490236,NA,NA,-557067.289331812,0.000123387157633988,NA,NA
"422","ISUAG","302W",2012,"2012-01-01~2012-09-11","on_fert_band",NA,-432613.214241553,9.63737694208227e-05,NA,NA,-530045.262428462,0.000117413084076921,NA,NA
"423","ISUAG","311W",2011,"2011-04-08~2011-12-31","off_fert_band",NA,-1266961.81851433,0.000281662356575801,NA,NA,-10410.477783283,2.59680283889495e-06,NA,NA
"424","ISUAG","311W",2012,"2012-01-01~2012-09-11","off_fert_band",NA,-1205504.47305828,0.000268025024520837,NA,NA,-9905.48968658511,2.47107264561345e-06,NA,NA
"425","ISUAG","311W",2011,"2011-04-08~2011-12-31","on_fert_band",NA,-10678.9034012611,2.90338934459408e-06,NA,NA,-774111.135205812,0.000171270101220703,NA,NA
"426","ISUAG","311W",2012,"2012-01-01~2012-09-11","on_fert_band",NA,-10160.8943951532,2.76281505906104e-06,NA,NA,-736560.820852826,0.000162977664594845,NA,NA
"427","ISUAG","402W",2011,"2011-04-11~2011-12-31","on_fert_band",NA,-1563195.69608654,0.000347557163514796,NA,NA,144514.895833491,2.84645511962099e-05,NA,NA
"428","ISUAG","402W",2012,"2012-01-01~2012-09-11","on_fert_band",NA,-1504206.87859932,0.000334466450885114,NA,NA,139061.478914673,2.73924361626464e-05,NA,NA
"429","ISUAG","402W",2011,"2011-04-11~2011-12-31","off_fert_band",NA,-1319866.14173257,0.000293265295521305,NA,NA,90967.747054989,1.91796592960368e-05,NA,NA
"430","ISUAG","402W",2012,"2012-01-01~2012-09-11","off_fert_band",NA,-1270059.61854456,0.000282219481753974,NA,NA,87534.9852917695,1.84572589706714e-05,NA,NA
"431","ISUAG","408W",2011,"2011-04-11~2011-12-31","off_fert_band",NA,-903626.131601381,0.000200833647715921,NA,NA,125425.299206859,2.68172675934626e-05,NA,NA
"432","ISUAG","408W",2012,"2012-01-01~2012-09-11","off_fert_band",NA,-869526.858564848,0.000193269264521555,NA,NA,120692.245849876,2.58071973657853e-05,NA,NA
"433","ISUAG","408W",2011,"2011-04-11~2011-12-31","on_fert_band",NA,-1166411.29503723,0.000259085642161942,NA,NA,-642347.974128909,0.000142280805786321,NA,NA
"434","ISUAG","408W",2012,"2012-01-01~2012-09-11","on_fert_band",NA,-1122395.55034817,0.00024932720227777,NA,NA,-618108.304855585,0.000136921810674274,NA,NA
"435","ISUAG","101W",2013,"2013-05-07~2013-12-31","on_and_off_fert_band",NA,-6646887.5490071,0.00140701095166416,NA,NA,-1818511.3309491,0.000384614984830056,NA,NA
"436","ISUAG","101W",2014,"2014-01-01~2014-12-31","on_and_off_fert_band",NA,-10151102.1725684,0.00214723650246189,NA,NA,-2777223.80434426,0.00058696013262675,NA,NA
"437","ISUAG","101W",2015,"2015-01-01~2015-10-26","on_and_off_fert_band",NA,-8315558.3896647,0.00175949942008292,NA,NA,-2275040.31762815,0.000480969847434022,NA,NA
"438","ISUAG","104W",2013,"2013-05-07~2013-12-31","on_and_off_fert_band",NA,-363258.414152563,7.72352226669439e-05,NA,NA,-42087.5600350066,9.33210532003609e-06,NA,NA
"439","ISUAG","104W",2014,"2014-01-01~2014-12-31","on_and_off_fert_band",NA,-554766.911025449,0.000117868513505675,NA,NA,-64275.9659278828,1.42417066218741e-05,NA,NA
"440","ISUAG","104W",2015,"2015-01-01~2015-10-26","on_and_off_fert_band",NA,-454452.783342602,9.65844148661676e-05,NA,NA,-52653.449100748,1.16700114373898e-05,NA,NA
"441","ISUAG","208W",2013,"2013-05-07~2013-12-31","on_and_off_fert_band",NA,24390.4342413906,4.39176262021297e-06,NA,NA,-46169.2786736471,9.99709125146932e-06,NA,NA
"442","ISUAG","208W",2014,"2014-01-01~2014-12-31","on_and_off_fert_band",NA,37248.9825297887,6.70225984862495e-06,NA,NA,-70509.5519099323,1.52565402774278e-05,NA,NA
"443","ISUAG","208W",2015,"2015-01-01~2015-10-26","on_and_off_fert_band",NA,30513.5437666347,5.49199974189681e-06,NA,NA,-57759.8651559111,1.25015915769187e-05,NA,NA
"444","ISUAG","209W",2013,"2013-05-07~2013-12-31","on_and_off_fert_band",NA,24585979.384566,0.00519645069355509,NA,NA,20812.9873839345,4.04227039335509e-06,NA,NA
"445","ISUAG","209W",2014,"2014-01-01~2014-12-31","on_and_off_fert_band",NA,37547617.1349409,0.00793029265271318,NA,NA,31785.518221015,6.16890048461202e-06,NA,NA
"446","ISUAG","209W",2015,"2015-01-01~2015-10-26","on_and_off_fert_band",NA,30758177.5343846,0.00649828060764181,NA,NA,26037.9940538528,5.0549517081288e-06,NA,NA
"447","ISUAG","302W",2013,"2013-05-07~2013-12-31","on_and_off_fert_band",NA,-5454526.3473515,0.00115407264303237,NA,NA,902343.899840754,0.000189465007367562,NA,NA
"448","ISUAG","302W",2014,"2014-01-01~2014-12-31","on_and_off_fert_band",NA,-8330132.53984142,0.00176122787290221,NA,NA,1378056.28136375,0.000289142155756772,NA,NA
"449","ISUAG","302W",2015,"2015-01-01~2015-10-26","on_and_off_fert_band",NA,-6823860.34136789,0.00144319427203143,NA,NA,1128873.22968517,0.00023693033105471,NA,NA
"450","ISUAG","311W",2013,"2013-05-07~2013-12-31","on_and_off_fert_band",NA,3657424.46130131,0.000771474090954121,NA,NA,-150172.622560633,3.2047110816428e-05,NA,NA
"451","ISUAG","311W",2014,"2014-01-01~2014-12-31","on_and_off_fert_band",NA,5585605.16486846,0.00117734501421612,NA,NA,-229343.075410163,4.89070295160696e-05,NA,NA
"452","ISUAG","311W",2015,"2015-01-01~2015-10-26","on_and_off_fert_band",NA,4575604.21915144,0.00096474602000647,NA,NA,-187872.774665075,4.00756460569993e-05,NA,NA
"453","ISUAG","402W",2013,"2013-05-07~2013-12-31","on_and_off_fert_band",NA,11699260.8696142,0.00247191091698864,NA,NA,34976.3922713078,6.95958034269358e-06,NA,NA
"454","ISUAG","402W",2014,"2014-01-01~2014-12-31","on_and_off_fert_band",NA,17867068.0982578,0.00377237813630431,NA,NA,53415.8181048883,1.06210011618287e-05,NA,NA
"455","ISUAG","402W",2015,"2015-01-01~2015-10-26","on_and_off_fert_band",NA,14636307.0299399,0.00309118121624314,NA,NA,43757.0574412703,8.70311461458901e-06,NA,NA
"456","ISUAG","408W",2013,"2013-05-07~2013-12-31","on_and_off_fert_band",NA,-313689.944942529,6.66393044549372e-05,NA,NA,-1995.32740533219,5.16615170769722e-07,NA,NA
"457","ISUAG","408W",2014,"2014-01-01~2014-12-31","on_and_off_fert_band",NA,-479066.127661135,0.0001016981046513,NA,NA,-3047.25651083357,7.88405343369143e-07,NA,NA
"458","ISUAG","408W",2015,"2015-01-01~2015-10-26","on_and_off_fert_band",NA,-392440.376019475,8.33339764628104e-05,NA,NA,-2496.24500273265,6.46039103238961e-07,NA,NA
"459","KELLOGG","105",2012,"2012-05-24~2012-07-24","on_and_off_fert_band",NA,156557.750849879,3.39382197778196e-05,NA,NA,-72931.1492965108,1.59901094287506e-05,NA,NA
"460","KELLOGG","106",2012,"2012-05-24~2012-07-24","on_and_off_fert_band",NA,-379800.337871718,8.25987333589866e-05,NA,NA,-588236.148172635,0.000127847122113635,NA,NA
"461","KELLOGG","207",2012,"2012-05-24~2012-07-24","on_and_off_fert_band",NA,-471315.604729533,0.000102493955396534,NA,NA,-484805.552083172,0.000105305151083488,NA,NA
"462","KELLOGG","208",2012,"2012-05-24~2012-07-24","on_and_off_fert_band",NA,-119906.113592527,2.60860382832816e-05,NA,NA,-62849.7660628773,1.36579264814936e-05,NA,NA
"463","KELLOGG","303",2012,"2012-05-24~2012-07-23","on_and_off_fert_band",NA,-590021.217838349,0.000128430014241865,NA,NA,-2190144.23758916,0.000476304910044173,NA,NA
"464","KELLOGG","304",2012,"2012-05-24~2012-07-23","on_and_off_fert_band",NA,-3379958.8936618,0.000735318903874231,NA,NA,-174381.29238375,3.79169794415385e-05,NA,NA
"465","KELLOGG","405",2012,"2012-05-25~2012-07-23","on_and_off_fert_band",NA,-2281409.28698286,0.000496741282363743,NA,NA,-15882.4686305481,3.55276193325985e-06,NA,NA
"466","KELLOGG","406",2012,"2012-05-25~2012-07-23","on_and_off_fert_band",NA,170012.444215316,3.65844674826721e-05,NA,NA,82798.9106799601,1.79343430125406e-05,NA,NA
"467","KELLOGG","507",2012,"2012-05-25~2012-07-23","on_and_off_fert_band",NA,-157782.292401576,3.44507387786577e-05,NA,NA,-620243.270074618,0.000134833263275132,NA,NA
"468","KELLOGG","508",2012,"2012-05-25~2012-07-23","on_and_off_fert_band",NA,-205331.941526924,4.47032565038605e-05,NA,NA,-308905.883586741,6.71698499672421e-05,NA,NA
"469","KELLOGG","601",2012,"2012-05-25~2012-07-24","on_and_off_fert_band",NA,-241204.949170506,5.2458836416212e-05,NA,NA,150012.860272406,3.26261377843998e-05,NA,NA
"470","KELLOGG","602",2012,"2012-05-25~2012-07-24","on_and_off_fert_band",NA,-675929.098139986,0.000146998342389421,NA,NA,-254046.589403326,5.52112021312858e-05,NA,NA
"471","KELLOGG","107",2013,"2013-06-14~2013-12-31","on_broadcast",NA,-58410.2489103624,1.26887629326379e-05,NA,NA,584960.958581354,0.000122864811098221,NA,NA
"472","KELLOGG","107",2014,"2014-01-01~2014-12-31","on_broadcast",NA,-106068.339916348,2.30161428792012e-05,NA,NA,1062242.31854292,0.000222864440155106,NA,NA
"473","KELLOGG","107",2015,"2015-01-01~2015-09-05","on_broadcast",NA,-72068.3349235151,1.56484412577931e-05,NA,NA,721742.565467665,0.000151523264276788,NA,NA
"474","KELLOGG","108",2013,"2013-06-14~2013-12-31","on_broadcast",NA,-6139687.19259201,0.00129623919161011,NA,NA,-3588568.32675683,0.000757498195046118,NA,NA
"475","KELLOGG","108",2014,"2014-01-01~2014-12-31","on_broadcast",NA,-11149180.9085553,0.00235124784030282,NA,NA,-6516553.07903818,0.0013740257249353,NA,NA
"476","KELLOGG","108",2015,"2015-01-01~2015-09-05","on_broadcast",NA,-7575332.18370758,0.0015985894727796,NA,NA,-4427684.38985433,0.000934186104064024,NA,NA
"477","KELLOGG","205",2013,"2013-06-14~2013-12-31","on_broadcast",NA,36794.1634089197,7.12052661217361e-06,NA,NA,-2515758.06782794,0.000530991977001736,NA,NA
"478","KELLOGG","205",2014,"2014-01-01~2014-12-31","on_broadcast",NA,66815.2592172745,1.29159208630564e-05,NA,NA,-4568415.44888663,0.000963166171204555,NA,NA
"479","KELLOGG","205",2015,"2015-01-01~2015-09-05","on_broadcast",NA,45397.755861917,8.78140312037833e-06,NA,NA,-3104018.5700168,0.000654846875533093,NA,NA
"480","KELLOGG","206",2013,"2013-06-14~2013-12-31","on_broadcast",NA,-3615.72839241214,1.19991982545811e-06,NA,NA,5898423.88307287,0.00124446959203897,NA,NA
"481","KELLOGG","206",2014,"2014-01-01~2014-12-31","on_broadcast",NA,-6565.87281061672,2.1765341740201e-06,NA,NA,10711066.035441,0.00225734298075223,NA,NA
"482","KELLOGG","206",2015,"2015-01-01~2015-09-05","on_broadcast",NA,-4461.19420467408,1.4798034296083e-06,NA,NA,7277654.20058498,0.00153474451465418,NA,NA
"483","KELLOGG","301",2013,"2013-06-14~2013-12-31","on_broadcast",NA,-68515.6892948239,1.51363525856733e-05,NA,NA,-303294.127002955,6.46754044342967e-05,NA,NA
"484","KELLOGG","301",2014,"2014-01-01~2014-12-31","on_broadcast",NA,-124419.010894914,2.74558249410327e-05,NA,NA,-550757.876970133,0.000117314694677855,NA,NA
"485","KELLOGG","301",2015,"2015-01-01~2015-09-05","on_broadcast",NA,-84536.7328283238,1.86669358991985e-05,NA,NA,-374213.486685763,7.97610667392403e-05,NA,NA
"486","KELLOGG","302",2013,"2013-06-14~2013-12-31","on_broadcast",NA,-51395.9517099783,1.16333358477708e-05,NA,NA,-103456.546120931,2.18489029502943e-05,NA,NA
"487","KELLOGG","302",2014,"2014-01-01~2014-12-31","on_broadcast",NA,-93330.9364267036,2.11017040413034e-05,NA,NA,-187868.813609181,3.96317178264889e-05,NA,NA
"488","KELLOGG","302",2015,"2015-01-01~2015-09-05","on_broadcast",NA,-63413.8813289293,1.43468337797286e-05,NA,NA,-127647.822887082,2.69452015300464e-05,NA,NA
"489","KELLOGG","407",2013,"2013-06-14~2013-12-31","on_broadcast",NA,44851.6605652008,8.02695011505666e-06,NA,NA,-122523.827443612,2.56896452655894e-05,NA,NA
"490","KELLOGG","407",2014,"2014-01-01~2014-12-31","on_broadcast",NA,81447.0310506378,1.45600821554452e-05,NA,NA,-222493.471877208,4.65984390321773e-05,NA,NA
"491","KELLOGG","407",2015,"2015-01-01~2015-08-13","on_broadcast",NA,50207.0647758196,8.98301922747187e-06,NA,NA,-137153.480746991,2.8749471969124e-05,NA,NA
"492","KELLOGG","408",2013,"2013-06-14~2013-12-31","on_broadcast",NA,90455.1587597589,1.73496854539852e-05,NA,NA,2265829.90406672,0.000477808743529296,NA,NA
"493","KELLOGG","408",2014,"2014-01-01~2014-12-31","on_broadcast",NA,164259.33708735,3.14705886956351e-05,NA,NA,4114565.8927187,0.000866697121586944,NA,NA
"494","KELLOGG","408",2015,"2015-01-01~2015-08-13","on_broadcast",NA,101255.735941154,1.9416161277664e-05,NA,NA,2536375.69001284,0.000534719297890773,NA,NA
"495","KELLOGG","505",2013,"2013-06-14~2013-12-31","on_broadcast",NA,-94966.9322786009,2.10478653265596e-05,NA,NA,186945.363816714,3.92772169083671e-05,NA,NA
"496","KELLOGG","505",2014,"2014-01-01~2014-12-31","on_broadcast",NA,-172452.352084156,3.81787159408777e-05,NA,NA,339477.829719334,7.12449307399687e-05,NA,NA
"497","KELLOGG","505",2015,"2015-01-01~2015-08-13","on_broadcast",NA,-106306.220417845,2.35548217166171e-05,NA,NA,209267.11048744,4.39554238669699e-05,NA,NA
"498","KELLOGG","506",2013,"2013-06-14~2013-12-31","on_broadcast",NA,11643.1134285126,1.56872794760131e-06,NA,NA,246255.001952304,5.15528904807679e-05,NA,NA
"499","KELLOGG","506",2014,"2014-01-01~2014-12-31","on_broadcast",NA,21142.9643854187,2.84551510431826e-06,NA,NA,447179.38960909,9.35117709596475e-05,NA,NA
"500","KELLOGG","506",2015,"2015-01-01~2015-08-13","on_broadcast",NA,13033.3324201235,1.75557504527096e-06,NA,NA,275658.469014523,5.76932209256756e-05,NA,NA
"501","KELLOGG","603",2013,"2013-06-14~2013-12-31","on_broadcast",NA,-320728.914984255,6.85757346784107e-05,NA,NA,-583014.352164944,0.000123537421251913,NA,NA
"502","KELLOGG","603",2014,"2014-01-01~2014-12-31","on_broadcast",NA,-582418.057174113,0.000124389502425372,NA,NA,-1058707.43505004,0.000224084487489142,NA,NA
"503","KELLOGG","603",2015,"2015-01-01~2015-08-13","on_broadcast",NA,-359024.751513501,7.6743611734126e-05,NA,NA,-652627.729953437,0.000138251641585829,NA,NA
"504","KELLOGG","604",2013,"2013-06-14~2013-12-31","on_broadcast",NA,-381479.541573959,8.20374401695562e-05,NA,NA,1580833.37325311,0.000333028347628688,NA,NA
"505","KELLOGG","604",2014,"2014-01-01~2014-12-31","on_broadcast",NA,-692736.335284827,0.000148807685546073,NA,NA,2870666.97695053,0.000604080009630526,NA,NA
"506","KELLOGG","604",2015,"2015-01-01~2015-08-13","on_broadcast",NA,-427029.154165882,9.18087058833812e-05,NA,NA,1769588.8523501,0.000372694486362163,NA,NA
"507","KELLOGG","105",2014,"2014-05-19~2014-08-08","on_broadcast",NA,-156014.351927187,3.24021592105695e-05,NA,NA,-835707.780811844,0.000173068071172018,NA,NA
"508","KELLOGG","106",2014,"2014-05-19~2014-08-08","on_broadcast",NA,-263997.690559217,5.48168295268085e-05,NA,NA,-445276.420792891,9.24761510913949e-05,NA,NA
"509","KELLOGG","207",2014,"2014-05-19~2014-12-31","on_broadcast",NA,-368924.358152447,7.64466588204873e-05,NA,NA,417012.79789483,8.54927018775252e-05,NA,NA
"510","KELLOGG","207",2015,"2015-01-01~2015-09-05","on_broadcast",NA,-403053.855763046,8.35033061309346e-05,NA,NA,455590.997676915,9.33843724140706e-05,NA,NA
"511","KELLOGG","208",2014,"2014-05-19~2014-12-31","on_broadcast",NA,-219250.132536618,4.56691794227571e-05,NA,NA,562186.091132198,0.000115447905013765,NA,NA
"512","KELLOGG","208",2015,"2015-01-01~2015-09-05","on_broadcast",NA,-239533.143486346,4.98848154863911e-05,NA,NA,614194.392497876,0.000126104684011148,NA,NA
"513","KELLOGG","303",2014,"2014-05-19~2014-12-31","on_broadcast",NA,-315192.488598852,6.52131097348492e-05,NA,NA,-1631958.16317547,0.000336913125063706,NA,NA
"514","KELLOGG","303",2015,"2015-01-01~2015-08-12","on_broadcast",NA,-311026.898944005,6.43531524557173e-05,NA,NA,-1610390.17501369,0.000332470293015289,NA,NA
"515","KELLOGG","304",2014,"2014-05-19~2014-12-31","on_broadcast",NA,5187008.15018942,0.00106982451314527,NA,NA,-38985.0079044313,8.18823967968807e-06,NA,NA
"516","KELLOGG","304",2015,"2015-01-01~2015-08-12","on_broadcast",NA,5118456.55884096,0.00105571686854496,NA,NA,-38469.7812377557,8.08026236763461e-06,NA,NA
"517","KELLOGG","405",2014,"2014-05-19~2014-12-31","on_broadcast",NA,-248800.265587927,5.23065326477849e-05,NA,NA,-5388715.73918178,0.00111278567824727,NA,NA
"518","KELLOGG","405",2015,"2015-01-01~2015-08-13","on_broadcast",NA,-246608.152263164,5.18466927690085e-05,NA,NA,-5341237.20585691,0.00110300289946247,NA,NA
"519","KELLOGG","406",2014,"2014-05-19~2014-12-31","on_broadcast",NA,-6200241.47160254,0.00128126053982168,NA,NA,13604676.4916711,0.00281018564279229,NA,NA
"520","KELLOGG","406",2015,"2015-01-01~2015-08-13","on_broadcast",NA,-6145612.80137695,0.00126999665627954,NA,NA,13484809.3246685,0.00278548059429839,NA,NA
"521","KELLOGG","507",2014,"2014-05-19~2014-08-08","on_broadcast",NA,165050.697367357,3.38031659173394e-05,NA,NA,38077.3306115093,7.7611197919817e-06,NA,NA
