# Biomass Compilation of Herbaceous Systems
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/291
# The newest version of the data https://lter.kbs.msu.edu/datatables/291.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/22.eml
#
# 
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# Year		sample year
# Campaign		sampling campaign
# Date		date the sample was collected
# Treatment		treatment of the sampled plot
# Replicate		replicate of the sampled plot
# Station		sampling station within the plot
# Species		species collected
# Fraction		plant fraction collected (WHOLE, SEED, VEG)
# Biomass_g	gramsPerSquareMeter	measured biomass in grams per meter squared
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2023-08-08 Changed campaigns of non-crop biomass from Harvest to Peak Biomass as non-crops were never harvested.
#
Year,Campaign,Date,Treatment,Replicate,Station,Species,Fraction,Biomass_g
2020,Peak Biomass,2020-07-30,T8,R2,S2,Rubus allegheniensis T.C. Porter (*),WHOLE,94.26
2020,Peak Biomass,2020-07-30,T8,R2,S2,Poa pratensis L.,WHOLE,41.56
2020,Peak Biomass,2020-07-30,T8,R2,S2,Parthenocissus quinquefolia (L.) Planch.,WHOLE,2.24
2020,Peak Biomass,2020-07-30,T8,R2,S2,Monarda fistulosa L.,WHOLE,21.68
2020,Peak Biomass,2020-07-30,T8,R2,S2,Elymus repens (L.) Gould,WHOLE,10.28
2020,Peak Biomass,2020-07-30,T8,R2,S2,Bromus inermis Leyss.,WHOLE,111.92
2020,Peak Biomass,2020-07-30,T8,R2,S2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,63.72
2020,Peak Biomass,2020-07-30,T8,R2,S1,UnSorted,WHOLE,70.8
2020,Peak Biomass,2020-07-30,T8,R2,S1,unknown Sedge,WHOLE,2.48
2020,Peak Biomass,2020-07-30,T8,R2,S1,Toxicodendron radicans (L.) Ktze.,WHOLE,2.52
2020,Peak Biomass,2020-07-30,T8,R2,S1,Solidago canadensis L.,WHOLE,422.04
2020,Peak Biomass,2020-07-30,T8,R2,S1,Rubus allegheniensis T.C. Porter (*),WHOLE,153.62
2020,Peak Biomass,2020-07-30,T8,R2,S1,Poa pratensis L.,WHOLE,14.16
2020,Peak Biomass,2020-07-30,T8,R2,S1,Parthenocissus quinquefolia (L.) Planch.,WHOLE,0.96
2020,Peak Biomass,2020-07-30,T8,R2,S1,Monarda fistulosa L.,WHOLE,4.92
2020,Peak Biomass,2020-07-30,T8,R2,S1,Elymus repens (L.) Gould,WHOLE,4.96
2020,Peak Biomass,2020-07-30,T8,R2,S1,Bromus inermis Leyss.,WHOLE,100.64
2020,Peak Biomass,2020-07-30,T8,R2,S1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,190.96
2020,Peak Biomass,2020-07-30,T8,R1,S5,UnSorted,WHOLE,59.96
2020,Peak Biomass,2020-07-30,T8,R1,S5,Trifolium pratense L.,WHOLE,28.92
2020,Peak Biomass,2020-07-30,T8,R1,S5,Rubus allegheniensis T.C. Porter (*),WHOLE,28.7
2020,Peak Biomass,2020-07-30,T8,R1,S5,Poa pratensis L.,WHOLE,59.12
2020,Peak Biomass,2020-07-30,T8,R1,S5,Plantago lanceolata L.,WHOLE,7.92
2020,Peak Biomass,2020-07-30,T8,R1,S5,Parthenocissus quinquefolia (L.) Planch.,WHOLE,2.32
2020,Peak Biomass,2020-07-30,T8,R1,S5,Hypericum perforatum L.,WHOLE,2.84
2020,Peak Biomass,2020-07-30,T8,R1,S5,Dactylis glomerata L.,WHOLE,29
2020,Peak Biomass,2020-07-30,T8,R1,S5,Bromus inermis Leyss.,WHOLE,172.2
2020,Peak Biomass,2020-07-30,T8,R1,S5,Aster novae-angliae L.,WHOLE,125.08
2020,Peak Biomass,2020-07-30,T8,R1,S5,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,49.8
2020,Peak Biomass,2020-07-30,T8,R1,S5,Achillea millefolium L.,WHOLE,52.12
2020,Peak Biomass,2020-07-30,T8,R1,S4,UnSorted,WHOLE,89.04
2020,Peak Biomass,2020-07-30,T8,R1,S4,unknown Sedge,WHOLE,4.16
2020,Peak Biomass,2020-07-30,T8,R1,S4,Trifolium pratense L.,WHOLE,0.6
2020,Peak Biomass,2020-07-30,T8,R1,S4,Rubus allegheniensis T.C. Porter (*),WHOLE,22.26
2020,Peak Biomass,2020-07-30,T8,R1,S4,Poa pratensis L.,WHOLE,86.08
2020,Peak Biomass,2020-07-30,T8,R1,S4,Plantago lanceolata L.,WHOLE,1.96
2020,Peak Biomass,2020-07-30,T8,R1,S4,Phleum pratense L.,WHOLE,58.04
2020,Peak Biomass,2020-07-30,T8,R1,S4,Elymus repens (L.) Gould,WHOLE,7.96
2020,Peak Biomass,2020-07-30,T8,R1,S4,Dactylis glomerata L.,WHOLE,9.16
2020,Peak Biomass,2020-07-30,T8,R1,S4,Bromus inermis Leyss.,WHOLE,366.48
2020,Peak Biomass,2020-07-30,T8,R1,S4,Aster pilosus Willd.,WHOLE,6.32
2020,Peak Biomass,2020-07-30,T8,R1,S4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,51
2020,Peak Biomass,2020-07-30,T8,R1,S3,UnSorted,WHOLE,104.84
2020,Peak Biomass,2020-07-30,T8,R1,S3,unknown Sedge,WHOLE,2.32
2020,Peak Biomass,2020-07-30,T8,R1,S3,Taraxacum officinale Weber in,WHOLE,0.02
2020,Peak Biomass,2020-07-30,T8,R1,S3,Rubus allegheniensis T.C. Porter (*),WHOLE,108.22
2020,Peak Biomass,2020-07-30,T8,R1,S3,Poa pratensis L.,WHOLE,36.04
2020,Peak Biomass,2020-07-30,T8,R1,S3,Phleum pratense L.,WHOLE,29.8
2020,Peak Biomass,2020-07-30,T8,R1,S3,Parthenocissus quinquefolia (L.) Planch.,WHOLE,40.28
2020,Peak Biomass,2020-07-30,T8,R1,S3,Hypericum perforatum L.,WHOLE,0.02
2020,Peak Biomass,2020-07-30,T8,R1,S3,Elymus repens (L.) Gould,WHOLE,21.48
2020,Peak Biomass,2020-07-30,T8,R1,S3,Dactylis glomerata L.,WHOLE,46.08
2020,Peak Biomass,2020-07-30,T8,R1,S3,Celastrus sp.,WHOLE,0.2
2020,Peak Biomass,2020-07-30,T8,R1,S3,Bromus inermis Leyss.,WHOLE,547.4
2020,Peak Biomass,2020-07-30,T8,R1,S3,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,68.32
2020,Peak Biomass,2020-07-30,T8,R1,S2,UnSorted,WHOLE,53.8
2020,Peak Biomass,2020-07-30,T8,R1,S2,unknown Sedge,WHOLE,0.68
2020,Peak Biomass,2020-07-30,T8,R1,S2,Rubus allegheniensis T.C. Porter (*),WHOLE,248.82
2020,Peak Biomass,2020-07-30,T8,R1,S2,Potentilla recta L.,WHOLE,0.02
2020,Peak Biomass,2020-07-30,T8,R1,S2,Poa pratensis L.,WHOLE,84.8
2020,Peak Biomass,2020-07-30,T8,R1,S2,Phleum pratense L.,WHOLE,58.08
2020,Peak Biomass,2020-07-30,T8,R1,S2,Parthenocissus quinquefolia (L.) Planch.,WHOLE,23.32
2020,Peak Biomass,2020-07-30,T8,R4,S1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,61.24
2020,Peak Biomass,2020-07-30,T8,R4,S1,Bromus inermis Leyss.,WHOLE,292.2
2020,Peak Biomass,2020-07-30,T8,R4,S1,Cyperus esculentus L.,WHOLE,6
2020,Peak Biomass,2020-07-30,T8,R4,S1,Elymus repens (L.) Gould,WHOLE,8.2
2020,Peak Biomass,2020-07-30,T8,R4,S1,Hypericum perforatum L.,WHOLE,1.76
2020,Peak Biomass,2020-07-30,T8,R4,S1,Monarda fistulosa L.,WHOLE,6.6
2020,Peak Biomass,2020-07-30,T8,R4,S1,Parthenocissus quinquefolia (L.) Planch.,WHOLE,19.28
2020,Peak Biomass,2020-07-30,T8,R4,S1,Phleum pratense L.,WHOLE,25.36
2020,Peak Biomass,2020-07-30,T8,R4,S1,Poa pratensis L.,WHOLE,42.48
2020,Peak Biomass,2020-07-30,T8,R4,S1,Potentilla recta L.,WHOLE,0.24
2020,Peak Biomass,2020-07-30,T8,R4,S1,Toxicodendron radicans (L.) Ktze.,WHOLE,24.6
2020,Peak Biomass,2020-07-30,T8,R4,S1,unknown Sedge,WHOLE,7.04
2020,Peak Biomass,2020-07-30,T8,R4,S1,UnSorted,WHOLE,72.72
2020,Peak Biomass,2020-07-30,T8,R4,S2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,38.88
2020,Peak Biomass,2020-07-30,T8,R4,S2,Bromus inermis Leyss.,WHOLE,228.4
2020,Peak Biomass,2020-07-30,T8,R4,S2,Daucus carota L.,WHOLE,0.64
2020,Peak Biomass,2020-07-30,T8,R4,S2,Elymus repens (L.) Gould,WHOLE,1.24
2020,Peak Biomass,2020-07-30,T8,R4,S2,Parthenocissus quinquefolia (L.) Planch.,WHOLE,29.4
2020,Peak Biomass,2020-07-30,T8,R4,S2,Poa pratensis L.,WHOLE,31.44
2020,Peak Biomass,2020-07-30,T8,R4,S2,Toxicodendron radicans (L.) Ktze.,WHOLE,72.24
2020,Peak Biomass,2020-07-30,T8,R4,S2,unknown Sedge,WHOLE,33.2
2020,Peak Biomass,2020-07-30,T8,R4,S2,UnSorted,WHOLE,90.28
2020,Peak Biomass,2020-07-30,T8,R4,S3,Bromus inermis Leyss.,WHOLE,104.1
2020,Peak Biomass,2020-07-30,T8,R4,S3,Elymus repens (L.) Gould,WHOLE,39.2
2020,Peak Biomass,2020-07-30,T8,R4,S3,Monarda sp.,WHOLE,4.24
2020,Peak Biomass,2020-07-30,T8,R4,S3,Parthenocissus quinquefolia (L.) Planch.,WHOLE,15.4
2020,Peak Biomass,2020-07-30,T8,R4,S3,Phleum pratense L.,WHOLE,48.76
2020,Peak Biomass,2020-07-30,T8,R4,S3,Poa pratensis L.,WHOLE,5.76
2020,Peak Biomass,2020-07-30,T8,R4,S3,Sassafras albidum (Nutt.) Nees,WHOLE,579.08
2020,Peak Biomass,2020-07-30,T8,R4,S3,Toxicodendron radicans (L.) Ktze.,WHOLE,12.72
2020,Peak Biomass,2020-07-30,T8,R4,S3,unknown Sedge,WHOLE,2.8
2020,Peak Biomass,2020-07-30,T8,R4,S3,UnSorted,WHOLE,50.24
2020,Peak Biomass,2020-07-30,T8,R4,S4,Bromus inermis Leyss.,WHOLE,95.12
2020,Peak Biomass,2020-07-30,T8,R4,S4,Celastrus sp.,WHOLE,2.4
2020,Peak Biomass,2020-07-30,T8,R4,S4,Dactylis glomerata L.,WHOLE,20.56
2020,Peak Biomass,2020-07-30,T8,R4,S4,Monarda fistulosa L.,WHOLE,129.76
2020,Peak Biomass,2020-07-30,T8,R4,S4,Parthenocissus quinquefolia (L.) Planch.,WHOLE,2.96
2020,Peak Biomass,2020-07-30,T8,R4,S4,Poa pratensis L.,WHOLE,26.36
2020,Peak Biomass,2020-07-30,T8,R4,S4,Sassafras albidum (Nutt.) Nees,WHOLE,359.64
2020,Peak Biomass,2020-07-30,T8,R4,S4,Toxicodendron radicans (L.) Ktze.,WHOLE,8.32
2020,Peak Biomass,2020-07-30,T8,R4,S4,unknown Sedge,WHOLE,5.84
2020,Peak Biomass,2020-07-30,T8,R4,S4,UnSorted,WHOLE,32.62
2020,Peak Biomass,2020-07-30,T8,R4,S4,Viola sp. (*),WHOLE,5.32
2020,Peak Biomass,2020-07-30,T8,R4,S5,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,1.6
2020,Peak Biomass,2020-07-30,T8,R4,S5,Bromus inermis Leyss.,WHOLE,66.46
2020,Peak Biomass,2020-07-30,T8,R4,S5,Daucus carota L.,WHOLE,0.36
2020,Peak Biomass,2020-07-30,T8,R4,S5,Elymus repens (L.) Gould,WHOLE,82.4
2020,Peak Biomass,2020-07-30,T8,R4,S5,Monarda sp.,WHOLE,11.88
2020,Peak Biomass,2020-07-30,T8,R4,S5,Parthenocissus quinquefolia (L.) Planch.,WHOLE,8.36
2020,Peak Biomass,2020-07-30,T8,R4,S5,Poa pratensis L.,WHOLE,2.76
2020,Peak Biomass,2020-07-30,T8,R4,S5,Rubus occidentalis L. (*),WHOLE,14.32
2020,Peak Biomass,2020-07-30,T8,R4,S5,Sassafras albidum (Nutt.) Nees,WHOLE,323.92
2020,Peak Biomass,2020-07-30,T8,R4,S5,unknown Sedge,WHOLE,5.72
2020,Peak Biomass,2020-07-30,T8,R4,S5,UnSorted,WHOLE,39.4
2020,Peak Biomass,2020-07-30,T8,R2,S3,Monarda sp.,WHOLE,6.2
2020,Peak Biomass,2020-07-30,T8,R1,S2,Lathyrus sp.,WHOLE,2.52
2020,Peak Biomass,2020-07-30,T8,R1,S2,Elymus repens (L.) Gould,WHOLE,27.44
2020,Peak Biomass,2020-07-30,T8,R1,S2,Daucus carota L.,WHOLE,1.32
2020,Peak Biomass,2020-07-30,T8,R1,S2,Dactylis glomerata L.,WHOLE,9.56
2020,Peak Biomass,2020-07-30,T8,R1,S2,Aster pilosus Willd.,WHOLE,76.32
2020,Peak Biomass,2020-07-30,T8,R1,S2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,194.5
2020,Peak Biomass,2020-07-30,T8,R1,S1,UnSorted,WHOLE,52.96
2020,Peak Biomass,2020-07-30,T8,R1,S1,unknown Sedge,WHOLE,3.68
2020,Peak Biomass,2020-07-30,T8,R1,S1,Rubus allegheniensis T.C. Porter (*),WHOLE,98.34
2020,Peak Biomass,2020-07-30,T8,R1,S1,Potentilla recta L.,WHOLE,0.24
2020,Peak Biomass,2020-07-30,T8,R1,S1,Poa pratensis L.,WHOLE,70.88
2020,Peak Biomass,2020-07-30,T8,R1,S1,Plantago lanceolata L.,WHOLE,4.12
2020,Peak Biomass,2020-07-30,T8,R1,S1,Phleum pratense L.,WHOLE,102.04
2020,Peak Biomass,2020-07-30,T8,R1,S1,Parthenocissus quinquefolia (L.) Planch.,WHOLE,8.52
2020,Peak Biomass,2020-07-30,T8,R1,S1,Monarda fistulosa L.,WHOLE,128.92
2020,Peak Biomass,2020-07-30,T8,R1,S1,Hypericum perforatum L.,WHOLE,1.16
2020,Peak Biomass,2020-07-30,T8,R1,S1,Elymus repens (L.) Gould,WHOLE,42.12
2020,Peak Biomass,2020-07-30,T8,R1,S1,Daucus carota L.,WHOLE,5.16
2020,Peak Biomass,2020-07-30,T8,R1,S1,Dactylis glomerata L.,WHOLE,39.6
2020,Peak Biomass,2020-07-30,T8,R1,S1,Aster pilosus Willd.,WHOLE,2.36
2020,Peak Biomass,2020-07-30,T8,R1,S1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,29.96
2020,Peak Biomass,2020-07-30,T8,R2,S3,Phleum pratense L.,WHOLE,128.16
2020,Peak Biomass,2020-07-30,T8,R2,S3,Poa pratensis L.,WHOLE,7.8
2020,Peak Biomass,2020-07-30,T8,R2,S3,Potentilla sp.,WHOLE,7.28
2020,Peak Biomass,2020-07-30,T8,R2,S3,Rubus allegheniensis T.C. Porter (*),WHOLE,122.98
2020,Peak Biomass,2020-07-30,T8,R2,S3,Solidago canadensis L.,WHOLE,144.12
2020,Peak Biomass,2020-07-30,T8,R2,S3,unknown Sedge,WHOLE,54.44
2020,Peak Biomass,2020-07-30,T8,R2,S3,UnSorted,WHOLE,35.04
2020,Peak Biomass,2020-07-30,T8,R2,S3,Viola sp. (*),WHOLE,3.84
2020,Peak Biomass,2020-07-30,T8,R2,S4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,32.44
2020,Peak Biomass,2020-07-30,T8,R2,S4,Bromus inermis Leyss.,WHOLE,399.64
2020,Peak Biomass,2020-07-30,T8,R2,S4,Daucus carota L.,WHOLE,24.16
2020,Peak Biomass,2020-07-30,T8,R2,S4,Elymus repens (L.) Gould,WHOLE,28
2020,Peak Biomass,2020-07-30,T8,R2,S4,Monarda fistulosa L.,WHOLE,42.92
2020,Peak Biomass,2020-07-30,T8,R2,S4,Poa pratensis L.,WHOLE,25.28
2020,Peak Biomass,2020-07-30,T8,R2,S4,Rubus allegheniensis T.C. Porter (*),WHOLE,89.44
2020,Peak Biomass,2020-07-30,T8,R2,S4,UnSorted,WHOLE,67.2
2020,Peak Biomass,2020-07-30,T8,R2,S5,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,56.44
2020,Peak Biomass,2020-07-30,T8,R2,S5,Aster pilosus Willd.,WHOLE,0.72
2020,Peak Biomass,2020-07-30,T8,R2,S5,Bromus inermis Leyss.,WHOLE,278.12
2020,Peak Biomass,2020-07-30,T8,R2,S5,Celastrus sp.,WHOLE,4.16
2020,Peak Biomass,2020-07-30,T8,R2,S5,Daucus carota L.,WHOLE,0.08
2020,Peak Biomass,2020-07-30,T8,R2,S5,Elymus repens (L.) Gould,WHOLE,3.8
2020,Peak Biomass,2020-07-30,T8,R2,S5,Hypericum perforatum L.,WHOLE,2.92
2020,Peak Biomass,2020-07-30,T8,R2,S5,Parthenocissus quinquefolia (L.) Planch.,WHOLE,2
2020,Peak Biomass,2020-07-30,T8,R2,S5,Phleum pratense L.,WHOLE,107.76
2020,Peak Biomass,2020-07-30,T8,R2,S5,Poa pratensis L.,WHOLE,7.96
2020,Peak Biomass,2020-07-30,T8,R2,S5,Potentilla recta L.,WHOLE,0.32
2020,Peak Biomass,2020-07-30,T8,R2,S5,Solidago canadensis L.,WHOLE,411.56
2020,Peak Biomass,2020-07-30,T8,R2,S5,UnSorted,WHOLE,104.24
2020,Peak Biomass,2020-07-30,T8,R2,S5,Viola sp. (*),WHOLE,5.08
2020,Peak Biomass,2020-07-30,T8,R3,S1,Acer spp.,WHOLE,0.2
2020,Peak Biomass,2020-07-30,T8,R3,S1,Achillea millefolium L.,WHOLE,0.2
2020,Peak Biomass,2020-07-30,T8,R3,S1,Bromus inermis Leyss.,WHOLE,314.8
2020,Peak Biomass,2020-07-30,T8,R3,S1,Elymus repens (L.) Gould,WHOLE,5.68
2020,Peak Biomass,2020-07-30,T8,R3,S1,Linaria vulgaris Mill.,WHOLE,5.2
2020,Peak Biomass,2020-07-30,T8,R3,S1,Monarda fistulosa L.,WHOLE,89.64
2020,Peak Biomass,2020-07-30,T8,R3,S1,Poa pratensis L.,WHOLE,102.6
2020,Peak Biomass,2020-07-30,T8,R3,S1,Potentilla sp.,WHOLE,1.92
2020,Peak Biomass,2020-07-30,T8,R3,S1,Rubus allegheniensis T.C. Porter (*),WHOLE,61.34
2020,Peak Biomass,2020-07-30,T8,R3,S1,UnSorted,WHOLE,90.28
2020,Peak Biomass,2020-07-30,T8,R3,S1,Viola sp. (*),WHOLE,0.84
2020,Peak Biomass,2020-07-30,T8,R3,S2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,48.24
2020,Peak Biomass,2020-07-30,T8,R3,S2,Bromus inermis Leyss.,WHOLE,69
2020,Peak Biomass,2020-07-30,T8,R3,S2,Elymus repens (L.) Gould,WHOLE,13.56
2020,Peak Biomass,2020-07-30,T8,R3,S2,Euthamia graminifolia (L.) Nutt.,WHOLE,224.44
2020,Peak Biomass,2020-07-30,T8,R3,S2,Monarda fistulosa L.,WHOLE,17.36
2020,Peak Biomass,2020-07-30,T8,R3,S2,Poa pratensis L.,WHOLE,15.52
2020,Peak Biomass,2020-07-30,T8,R3,S2,Potentilla recta L.,WHOLE,3.64
2020,Peak Biomass,2020-07-30,T8,R3,S2,Rubus allegheniensis T.C. Porter (*),WHOLE,227.9
2020,Peak Biomass,2020-07-30,T8,R3,S2,unknown Sedge,WHOLE,62.08
2020,Peak Biomass,2020-07-30,T8,R3,S2,UnSorted,WHOLE,43.6
2020,Peak Biomass,2020-07-30,T8,R3,S3,Bromus inermis Leyss.,WHOLE,474.8
2020,Peak Biomass,2020-07-30,T8,R3,S3,Poa pratensis L.,WHOLE,0.36
2020,Peak Biomass,2020-07-30,T8,R3,S3,Rubus allegheniensis T.C. Porter (*),WHOLE,351.7
2020,Peak Biomass,2020-07-30,T8,R3,S3,UnSorted,WHOLE,23.28
2020,Peak Biomass,2020-07-30,T8,R3,S4,Achillea millefolium L.,WHOLE,2.24
2020,Peak Biomass,2020-07-30,T8,R3,S4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,36.76
2020,Peak Biomass,2020-07-30,T8,R3,S4,Bromus inermis Leyss.,WHOLE,131.68
2020,Peak Biomass,2020-07-30,T8,R3,S4,Dianthus armeria L.,WHOLE,1.68
2020,Peak Biomass,2020-07-30,T8,R3,S4,Monarda sp.,WHOLE,0.12
2020,Peak Biomass,2020-07-30,T8,R3,S4,Poa pratensis L.,WHOLE,24.12
2020,Peak Biomass,2020-07-30,T8,R3,S4,Rosa sp. (*),WHOLE,8.4
2020,Peak Biomass,2020-07-30,T8,R3,S4,Rubus allegheniensis T.C. Porter (*),WHOLE,83.06
2020,Peak Biomass,2020-07-30,T8,R3,S4,Solidago canadensis L.,WHOLE,297.28
2020,Peak Biomass,2020-07-30,T8,R3,S4,unknown Sedge,WHOLE,67.12
2020,Peak Biomass,2020-07-30,T8,R3,S4,UnSorted,WHOLE,51.6
2020,Peak Biomass,2020-07-30,T8,R3,S4,Viola sp. (*),WHOLE,1.56
2020,Peak Biomass,2020-07-30,T8,R3,S5,Achillea millefolium L.,WHOLE,2.68
2020,Peak Biomass,2020-07-30,T8,R3,S5,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,66.88
2020,Peak Biomass,2020-07-30,T8,R3,S5,Bromus inermis Leyss.,WHOLE,216.92
2020,Peak Biomass,2020-07-30,T8,R3,S5,Dactylis glomerata L.,WHOLE,3.04
2020,Peak Biomass,2020-07-30,T8,R3,S5,Daucus carota L.,WHOLE,0.36
2020,Peak Biomass,2020-07-30,T8,R3,S5,Hypericum perforatum L.,WHOLE,0.52
2020,Peak Biomass,2020-07-30,T8,R3,S5,Monarda fistulosa L.,WHOLE,22.48
2020,Peak Biomass,2020-07-30,T8,R3,S5,Poa pratensis L.,WHOLE,61.08
2020,Peak Biomass,2020-07-30,T8,R3,S5,Rosa sp. (*),WHOLE,38.58
2020,Peak Biomass,2020-07-30,T8,R3,S5,Solidago canadensis L.,WHOLE,171.36
2020,Peak Biomass,2020-07-30,T8,R3,S5,Unknown dicot (*),WHOLE,0.02
2020,Peak Biomass,2020-07-30,T8,R3,S5,unknown Sedge,WHOLE,1.8
2020,Peak Biomass,2020-07-30,T8,R3,S5,UnSorted,WHOLE,46.08
2020,Peak Biomass,2020-07-30,T8,R3,S5,Viola sp. (*),WHOLE,5.2
2020,Cover Harvest,2020-05-12,T4,R1,S1,Trifolium pratense L.,WHOLE,206.93400000000003
2020,Cover Harvest,2020-05-12,T4,R6,S3,Trifolium pratense L.,WHOLE,105.044
2020,Cover Harvest,2020-05-12,T4,R6,S2,UnSorted,WHOLE,54.03
2020,Cover Harvest,2020-05-12,T4,R6,S2,Trifolium pratense L.,WHOLE,133.80399999999997
2020,Cover Harvest,2020-05-12,T4,R6,S1,UnSorted,WHOLE,23.78
2020,Cover Harvest,2020-05-12,T4,R6,S1,Trifolium pratense L.,WHOLE,126.02000000000001
2020,Cover Harvest,2020-05-12,T4,R5,S5,UnSorted,WHOLE,4.9
2020,Cover Harvest,2020-05-12,T4,R5,S5,Trifolium pratense L.,WHOLE,169.57999999999998
2020,Cover Harvest,2020-05-12,T4,R5,S4,UnSorted,WHOLE,34.33
2020,Cover Harvest,2020-05-12,T4,R5,S4,Trifolium pratense L.,WHOLE,137.07
2020,Cover Harvest,2020-05-12,T4,R5,S3,UnSorted,WHOLE,1.58
2020,Cover Harvest,2020-05-12,T4,R5,S3,Trifolium pratense L.,WHOLE,106.48
2020,Cover Harvest,2020-05-12,T4,R5,S2,UnSorted,WHOLE,11.3
2020,Cover Harvest,2020-05-12,T4,R5,S2,Trifolium pratense L.,WHOLE,118.32000000000001
2020,Cover Harvest,2020-05-12,T4,R5,S1,UnSorted,WHOLE,9.68
2020,Cover Harvest,2020-05-12,T4,R5,S1,Trifolium pratense L.,WHOLE,105.14
2020,Cover Harvest,2020-05-12,T4,R4,S5,UnSorted,WHOLE,21.78
2020,Cover Harvest,2020-05-12,T4,R4,S5,Trifolium pratense L.,WHOLE,152.57
2020,Cover Harvest,2020-05-12,T4,R4,S4,UnSorted,WHOLE,13.91
2020,Cover Harvest,2020-05-12,T4,R4,S4,Trifolium pratense L.,WHOLE,103.06400000000001
2020,Cover Harvest,2020-05-12,T4,R4,S3,UnSorted,WHOLE,11.46
2020,Cover Harvest,2020-05-12,T4,R4,S3,Trifolium pratense L.,WHOLE,114.37400000000001
2020,Cover Harvest,2020-05-12,T4,R4,S2,UnSorted,WHOLE,22.28
2020,Cover Harvest,2020-05-12,T4,R4,S2,Trifolium pratense L.,WHOLE,95.754
2020,Cover Harvest,2020-05-12,T4,R4,S1,UnSorted,WHOLE,31.96
2020,Cover Harvest,2020-05-12,T4,R4,S1,Trifolium pratense L.,WHOLE,73.254
2020,Cover Harvest,2020-05-12,T4,R3,S5,UnSorted,WHOLE,3.35
2020,Cover Harvest,2020-05-12,T4,R3,S5,Trifolium pratense L.,WHOLE,205.738
2020,Cover Harvest,2020-05-12,T4,R3,S4,UnSorted,WHOLE,19.78
2020,Cover Harvest,2020-05-12,T4,R3,S4,Trifolium pratense L.,WHOLE,183.098
2020,Cover Harvest,2020-05-12,T4,R3,S3,UnSorted,WHOLE,6.51
2020,Cover Harvest,2020-05-12,T4,R3,S3,Trifolium pratense L.,WHOLE,231.23800000000003
2020,Cover Harvest,2020-05-12,T4,R3,S2,UnSorted,WHOLE,13.3
2020,Cover Harvest,2020-05-12,T4,R3,S2,Trifolium pratense L.,WHOLE,217.71800000000002
2020,Cover Harvest,2020-05-12,T4,R3,S1,UnSorted,WHOLE,30.43
2020,Cover Harvest,2020-05-12,T4,R3,S1,Trifolium pratense L.,WHOLE,128.48399999999998
2020,Cover Harvest,2020-05-12,T4,R2,S5,UnSorted,WHOLE,13.19
2020,Cover Harvest,2020-05-12,T4,R2,S5,Trifolium pratense L.,WHOLE,141.32999999999998
2020,Cover Harvest,2020-05-12,T4,R2,S4,UnSorted,WHOLE,35.78
2020,Cover Harvest,2020-05-12,T4,R2,S4,Trifolium pratense L.,WHOLE,149.93
2020,Cover Harvest,2020-05-12,T4,R2,S3,UnSorted,WHOLE,29.59
2020,Cover Harvest,2020-05-12,T4,R2,S3,Trifolium pratense L.,WHOLE,120.17
2020,Cover Harvest,2020-05-12,T4,R2,S2,UnSorted,WHOLE,27.31
2020,Cover Harvest,2020-05-12,T4,R2,S2,Trifolium pratense L.,WHOLE,117.21
2020,Cover Harvest,2020-05-12,T4,R2,S1,UnSorted,WHOLE,14.32
2020,Cover Harvest,2020-05-12,T4,R2,S1,Trifolium pratense L.,WHOLE,104.11999999999999
2020,Cover Harvest,2020-05-12,T4,R1,S5,UnSorted,WHOLE,18.25
2020,Cover Harvest,2020-05-12,T4,R1,S5,Trifolium pratense L.,WHOLE,148.05399999999997
2020,Cover Harvest,2020-05-12,T4,R1,S4,UnSorted,WHOLE,64.35
2020,Cover Harvest,2020-05-12,T4,R1,S4,Trifolium pratense L.,WHOLE,182.66000000000003
2020,Cover Harvest,2020-05-12,T4,R1,S3,UnSorted,WHOLE,14.86
2020,Cover Harvest,2020-05-12,T4,R1,S3,Trifolium pratense L.,WHOLE,90.774
2020,Cover Harvest,2020-05-12,T4,R1,S2,UnSorted,WHOLE,29.6
